trip_id,line_id,vehicle_id,direction,trip_date,departure_time,arrival_time,trip_duration_min,status
TR00333,L013,VH0050,outbound,2025-06-23,23:57:00,16:20:00,88,in_progress
TR00334,L037,VH0119,outbound,2025-11-18,17:27:00,19:41:00,41,completed
TR00335,L050,VH0092,outbound,2025-02-23,16:30:00,18:52:00,21,cancelled
TR00336,L054,VH0096,outbound,2025-11-21,14:56:00,15:42:00,72,cancelled
TR00337,L041,VH0074,outbound,2024-06-23,13:35:00,09:47:00,38,in_progress
TR00338,L046,VH0059,inbound,2024-05-14,15:59:00,23:33:00,43,completed
TR00339,L052,VH0021,inbound,2025-06-05,17:43:00,22:35:00,40,completed
TR00340,L022,VH0022,inbound,2025-01-19,12:20:00,14:02:00,51,in_progress
TR00341,L008,VH0013,inbound,2024-01-03,23:55:00,15:22:00,29,completed
TR00342,L048,VH0056,outbound,2025-01-16,10:00:00,17:55:00,44,in_progress
TR00343,L029,VH0093,inbound,2025-04-12,17:26:00,22:15:00,52,in_progress
TR00344,L020,VH0009,outbound,2025-04-07,20:25:00,08:20:00,73,completed
TR00345,L025,VH0007,outbound,2025-03-28,14:17:00,06:40:00,62,completed
TR00346,L028,VH0010,inbound,2025-04-11,08:33:00,06:45:00,53,cancelled
TR00347,L026,VH0090,outbound,2024-06-17,23:57:00,19:14:00,49,cancelled
TR00348,L054,VH0090,inbound,2024-07-09,18:58:00,17:11:00,39,completed
TR00349,L051,VH0101,inbound,2025-02-15,11:09:00,17:09:00,72,cancelled
TR00350,L021,VH0074,inbound,2024-02-14,15:12:00,07:10:00,80,in_progress
TR00351,L019,VH0076,outbound,2025-10-05,21:29:00,09:26:00,46,completed
TR00352,L047,VH0108,outbound,2024-09-28,21:22:00,08:28:00,26,cancelled
TR00353,L038,VH0030,inbound,2025-02-23,21:31:00,10:38:00,81,delayed
TR00354,L051,VH0088,inbound,2024-07-27,22:23:00,16:06:00,57,delayed
TR00355,L032,VH0083,outbound,2025-12-31,09:00:00,22:58:00,74,completed
TR00356,L025,VH0051,outbound,2024-09-22,09:45:00,09:34:00,69,completed
TR00357,L027,VH0091,inbound,2024-03-01,05:46:00,20:04:00,16,delayed
TR00358,L022,VH0021,outbound,2024-09-10,15:24:00,06:14:00,71,completed
TR00359,L029,VH0028,inbound,2024-11-07,19:51:00,07:16:00,58,cancelled
TR00360,L043,VH0105,outbound,2025-04-06,14:03:00,11:18:00,26,delayed
TR00361,L037,VH0054,inbound,2024-03-25,13:02:00,23:23:00,65,in_progress
TR00362,L026,VH0047,outbound,2025-01-20,20:58:00,07:58:00,86,completed
TR00363,L008,VH0026,outbound,2025-10-31,15:21:00,07:54:00,63,cancelled
TR00364,L018,VH0018,inbound,2024-11-15,14:29:00,17:48:00,15,delayed
TR00365,L043,VH0093,outbound,2024-01-01,23:52:00,16:10:00,46,delayed
TR00366,L006,VH0114,inbound,2024-02-01,08:02:00,17:33:00,39,delayed
TR00367,L040,VH0074,inbound,2024-12-09,10:35:00,12:55:00,70,in_progress
TR00368,L042,VH0040,inbound,2025-09-09,13:58:00,15:20:00,27,in_progress
TR00369,L008,VH0094,inbound,2024-09-03,10:06:00,07:35:00,79,completed
TR00370,L048,VH0063,inbound,2024-04-25,06:02:00,20:23:00,63,delayed
TR00371,L043,VH0054,outbound,2025-10-23,16:56:00,09:48:00,40,delayed
TR00372,L015,VH0087,outbound,2025-03-27,15:48:00,16:31:00,53,cancelled
TR00373,L017,VH0050,inbound,2024-01-31,09:11:00,15:14:00,24,in_progress
TR00374,L053,VH0054,outbound,2024-10-22,22:51:00,05:59:00,59,in_progress
TR00375,L050,VH0092,inbound,2025-05-01,19:34:00,15:26:00,54,in_progress
TR00376,L014,VH0065,outbound,2025-03-26,17:52:00,10:36:00,51,completed
TR00377,L010,VH0032,inbound,2025-11-15,19:33:00,14:03:00,88,in_progress
TR00378,L005,VH0112,outbound,2025-08-04,10:06:00,08:55:00,56,completed
TR00379,L047,VH0013,outbound,2024-11-05,08:30:00,11:12:00,49,delayed
TR00380,L006,VH0103,inbound,2025-01-12,12:18:00,15:54:00,41,delayed
TR00381,L020,VH0108,outbound,2025-10-06,08:24:00,11:59:00,73,completed
TR00382,L049,VH0021,outbound,2024-10-30,09:50:00,20:32:00,33,in_progress
TR00383,L018,VH0013,outbound,2025-05-07,09:34:00,11:46:00,85,cancelled
TR00384,L050,VH0029,outbound,2024-03-31,06:43:00,05:38:00,57,completed
TR00385,L026,VH0046,inbound,2025-05-27,08:39:00,13:33:00,89,completed
TR00386,L023,VH0105,inbound,2024-01-02,19:22:00,11:44:00,70,completed
TR00387,L050,VH0103,inbound,2024-04-22,23:33:00,12:48:00,30,in_progress
TR00388,L019,VH0090,inbound,2024-11-25,13:50:00,21:59:00,19,delayed
TR00389,L043,VH0114,outbound,2024-08-16,09:21:00,17:01:00,44,cancelled
TR00390,L053,VH0022,inbound,2024-01-12,18:03:00,23:21:00,31,completed
TR00391,L006,VH0048,inbound,2025-01-18,21:06:00,18:28:00,31,completed
TR00392,L047,VH0036,inbound,2025-12-15,09:46:00,20:33:00,39,completed
TR00393,L023,VH0069,inbound,2024-11-05,10:40:00,15:03:00,31,cancelled
TR00394,L027,VH0114,outbound,2025-06-24,06:05:00,14:43:00,26,in_progress
TR00395,L033,VH0019,outbound,2024-09-21,18:57:00,11:29:00,51,delayed
TR00396,L002,VH0017,outbound,2024-09-29,21:20:00,07:58:00,25,completed
TR00397,L040,VH0104,inbound,2025-06-29,15:44:00,18:50:00,77,completed
TR00398,L045,VH0048,inbound,2024-09-07,10:24:00,09:23:00,41,cancelled
TR00399,L050,VH0015,outbound,2025-05-26,18:28:00,19:43:00,71,cancelled
TR00400,L037,VH0028,inbound,2024-01-02,19:23:00,14:30:00,35,completed
TR00401,L004,VH0064,outbound,2025-05-16,21:43:00,12:12:00,70,cancelled
TR00402,L037,VH0072,outbound,2025-02-10,11:09:00,15:14:00,82,delayed
TR00403,L044,VH0089,outbound,2025-01-10,21:57:00,23:53:00,24,delayed
TR00404,L007,VH0097,inbound,2024-11-17,06:21:00,19:16:00,50,delayed
TR00405,L049,VH0055,outbound,2025-01-09,08:00:00,18:41:00,23,in_progress
TR00406,L029,VH0099,inbound,2024-03-12,08:10:00,14:49:00,28,delayed
TR00407,L029,VH0007,outbound,2025-04-23,16:47:00,23:28:00,16,completed
TR00408,L021,VH0064,outbound,2025-07-28,20:38:00,09:20:00,32,completed
TR00409,L021,VH0070,inbound,2025-04-10,17:15:00,07:54:00,43,delayed
TR00410,L038,VH0027,inbound,2025-12-07,15:13:00,06:11:00,28,delayed
TR00411,L027,VH0015,outbound,2025-08-02,06:21:00,12:05:00,58,delayed
TR00412,L054,VH0076,inbound,2025-07-02,15:02:00,22:12:00,53,completed
TR00413,L024,VH0082,outbound,2025-05-09,12:33:00,06:27:00,44,cancelled
TR00414,L013,VH0094,inbound,2025-12-20,11:26:00,19:33:00,89,completed
TR00415,L035,VH0089,outbound,2025-10-08,07:21:00,05:34:00,57,delayed
TR00416,L032,VH0070,outbound,2024-12-10,12:24:00,09:11:00,77,in_progress
TR00417,L049,VH0013,inbound,2024-05-01,05:15:00,14:48:00,78,completed
TR00418,L005,VH0062,outbound,2024-08-07,19:33:00,19:03:00,90,cancelled
TR00419,L043,VH0092,inbound,2025-03-28,19:42:00,19:39:00,29,completed
TR00420,L002,VH0015,inbound,2025-03-08,18:42:00,21:16:00,67,in_progress
TR00421,L015,VH0119,outbound,2025-02-11,18:08:00,08:12:00,41,completed
TR00422,L020,VH0002,outbound,2024-03-14,12:59:00,06:10:00,56,in_progress
TR00423,L010,VH0073,outbound,2025-05-31,18:10:00,22:49:00,84,completed
TR00424,L042,VH0117,inbound,2024-06-20,18:37:00,21:55:00,18,delayed
TR00425,L048,VH0096,outbound,2025-05-07,13:01:00,07:59:00,74,delayed
TR00426,L055,VH0118,inbound,2025-10-18,11:11:00,15:18:00,61,completed
TR00427,L010,VH0025,inbound,2024-05-24,14:16:00,23:44:00,78,completed
TR00428,L028,VH0026,inbound,2024-08-11,10:40:00,18:50:00,89,completed
TR00429,L012,VH0068,outbound,2024-05-31,07:13:00,14:55:00,81,in_progress
TR00430,L016,VH0068,inbound,2025-11-19,05:10:00,17:49:00,25,completed
TR00431,L036,VH0013,outbound,2025-05-03,11:35:00,18:47:00,49,completed
TR00432,L019,VH0041,inbound,2024-09-13,05:15:00,14:11:00,48,completed
TR00433,L007,VH0116,outbound,2025-08-24,17:45:00,11:09:00,84,completed
TR00434,L015,VH0054,outbound,2024-04-16,12:00:00,20:31:00,87,in_progress
TR00435,L002,VH0076,outbound,2024-03-27,16:14:00,10:06:00,37,completed
TR00436,L006,VH0014,inbound,2024-08-03,20:22:00,14:21:00,76,completed
TR00437,L026,VH0099,inbound,2024-11-19,16:37:00,17:19:00,61,in_progress
TR00438,L004,VH0033,inbound,2025-12-07,20:16:00,10:01:00,81,completed
TR00439,L020,VH0057,inbound,2025-03-12,08:16:00,23:01:00,78,completed
TR00440,L022,VH0001,inbound,2025-05-10,14:37:00,16:12:00,53,completed
TR00441,L009,VH0075,inbound,2024-10-10,09:13:00,11:28:00,68,delayed
TR00442,L050,VH0120,outbound,2024-06-27,18:18:00,09:31:00,85,cancelled
TR00443,L005,VH0114,outbound,2024-02-27,12:45:00,17:03:00,20,completed
TR00444,L051,VH0116,inbound,2024-08-22,09:49:00,13:36:00,40,in_progress
TR00445,L032,VH0009,outbound,2025-10-02,05:06:00,19:36:00,70,cancelled
TR00446,L039,VH0116,inbound,2025-04-14,20:45:00,07:28:00,48,delayed
TR00447,L052,VH0113,inbound,2024-11-27,08:33:00,23:15:00,65,completed
TR00448,L041,VH0064,outbound,2024-06-15,21:20:00,10:23:00,76,completed
TR00449,L015,VH0075,outbound,2025-06-21,11:47:00,07:23:00,83,completed
TR00450,L005,VH0107,outbound,2024-07-14,21:57:00,20:09:00,39,completed
TR00451,L006,VH0095,outbound,2025-09-25,21:30:00,16:08:00,59,completed
TR00452,L010,VH0018,outbound,2024-09-17,08:43:00,08:04:00,54,completed
TR00453,L026,VH0073,outbound,2025-08-25,09:59:00,18:50:00,85,completed
TR00454,L018,VH0061,inbound,2024-12-28,21:11:00,09:52:00,16,in_progress
TR00455,L040,VH0058,inbound,2024-07-15,10:37:00,07:16:00,38,delayed
TR00456,L043,VH0120,outbound,2024-11-16,11:07:00,20:54:00,47,cancelled
TR00457,L001,VH0043,outbound,2024-04-07,06:13:00,05:29:00,31,cancelled
TR00458,L048,VH0007,outbound,2024-07-31,09:19:00,07:41:00,78,completed
TR00459,L019,VH0080,inbound,2025-04-06,10:16:00,17:10:00,28,completed
TR00460,L040,VH0106,outbound,2025-06-09,23:13:00,08:08:00,37,cancelled
TR00461,L043,VH0097,outbound,2025-05-14,19:30:00,18:19:00,66,completed
TR00462,L038,VH0015,inbound,2024-06-14,23:20:00,09:14:00,61,delayed
TR00463,L004,VH0051,outbound,2025-08-16,14:40:00,18:52:00,38,delayed
TR00464,L011,VH0119,inbound,2025-12-09,13:31:00,21:35:00,18,delayed
TR00465,L053,VH0005,outbound,2024-04-23,22:11:00,12:00:00,57,completed
TR00466,L010,VH0020,outbound,2024-09-01,23:53:00,10:45:00,65,completed
TR00467,L005,VH0102,inbound,2024-04-28,17:44:00,07:57:00,46,cancelled
TR00468,L046,VH0005,outbound,2024-06-25,09:28:00,22:21:00,76,cancelled
TR00469,L014,VH0034,inbound,2024-04-08,15:17:00,07:52:00,27,completed
TR00470,L033,VH0014,outbound,2024-11-27,18:36:00,12:17:00,79,completed
TR00471,L016,VH0099,inbound,2025-10-09,18:46:00,22:16:00,42,cancelled
TR00472,L032,VH0031,inbound,2025-04-23,20:20:00,14:51:00,44,completed
TR00473,L010,VH0092,outbound,2024-11-15,13:20:00,14:12:00,69,completed
TR00474,L008,VH0113,inbound,2025-12-21,12:13:00,06:06:00,64,completed
TR00475,L022,VH0065,inbound,2024-05-15,15:10:00,19:41:00,56,completed
TR00476,L052,VH0085,outbound,2024-09-22,14:52:00,13:16:00,49,delayed
TR00477,L055,VH0024,outbound,2024-12-21,09:06:00,15:37:00,33,completed
TR00478,L032,VH0112,inbound,2024-09-23,17:52:00,14:24:00,69,completed
TR00479,L011,VH0054,outbound,2024-03-10,13:41:00,13:50:00,25,cancelled
TR00480,L021,VH0016,outbound,2024-10-14,13:40:00,12:34:00,31,completed
TR00481,L053,VH0011,inbound,2025-01-22,05:05:00,18:47:00,57,completed
TR00482,L005,VH0079,inbound,2025-04-27,17:33:00,11:08:00,77,delayed
TR00483,L025,VH0066,outbound,2025-04-02,08:45:00,05:08:00,32,delayed
TR00484,L008,VH0111,outbound,2025-11-28,18:22:00,12:49:00,50,cancelled
TR00485,L018,VH0048,outbound,2024-06-09,12:39:00,13:38:00,39,completed
TR00486,L036,VH0036,outbound,2024-01-14,16:00:00,21:23:00,25,completed
TR00487,L055,VH0021,inbound,2024-07-12,17:14:00,08:39:00,23,completed
TR00488,L030,VH0080,outbound,2024-09-10,22:57:00,12:14:00,82,in_progress
TR00489,L052,VH0057,inbound,2025-12-02,18:50:00,22:59:00,60,completed
TR00490,L012,VH0085,inbound,2025-11-07,05:45:00,10:48:00,46,cancelled
TR00491,L005,VH0050,outbound,2025-09-03,13:47:00,18:16:00,47,completed
TR00492,L038,VH0077,inbound,2025-09-23,20:35:00,05:51:00,27,cancelled
TR00493,L037,VH0104,inbound,2024-09-07,17:39:00,16:58:00,82,cancelled
TR00494,L012,VH0057,outbound,2024-07-01,05:42:00,12:37:00,33,completed
TR00495,L046,VH0110,outbound,2024-09-25,21:50:00,14:26:00,83,completed
TR00496,L032,VH0088,inbound,2024-03-28,20:50:00,18:02:00,74,completed
TR00497,L039,VH0088,inbound,2024-12-24,23:37:00,18:24:00,24,delayed
TR00498,L041,VH0098,inbound,2024-04-22,07:40:00,10:44:00,85,delayed
TR00499,L038,VH0106,inbound,2024-04-26,11:51:00,20:54:00,24,in_progress
TR00500,L043,VH0032,inbound,2024-01-30,09:25:00,10:36:00,18,completed
TR00501,L032,VH0041,outbound,2025-06-23,17:02:00,08:38:00,20,completed
TR00502,L050,VH0068,inbound,2025-11-11,06:43:00,11:55:00,60,completed
TR00503,L050,VH0044,inbound,2025-05-28,20:57:00,07:01:00,41,in_progress
TR00504,L011,VH0101,inbound,2025-04-03,14:39:00,06:15:00,34,delayed
TR00505,L041,VH0001,outbound,2025-10-07,10:17:00,12:40:00,64,completed
TR00506,L034,VH0057,outbound,2024-05-28,23:16:00,17:13:00,55,cancelled
TR00507,L021,VH0107,inbound,2025-03-23,21:33:00,10:50:00,47,completed
TR00508,L010,VH0048,inbound,2025-11-25,05:26:00,16:44:00,82,completed
TR00509,L030,VH0036,outbound,2024-11-14,09:23:00,08:56:00,28,completed
TR00510,L031,VH0110,outbound,2025-01-04,12:08:00,09:59:00,28,cancelled
TR00511,L032,VH0086,outbound,2025-05-04,15:03:00,10:38:00,81,completed
TR00512,L028,VH0106,outbound,2024-10-25,11:14:00,15:48:00,21,completed
TR00513,L052,VH0035,inbound,2024-02-06,10:42:00,23:35:00,32,cancelled
TR00514,L050,VH0010,outbound,2024-10-24,08:19:00,22:26:00,43,cancelled
TR00515,L023,VH0086,outbound,2024-09-08,19:23:00,19:20:00,51,completed
TR00516,L013,VH0061,outbound,2024-02-25,13:01:00,09:40:00,39,completed
TR00517,L054,VH0111,inbound,2024-03-31,23:15:00,10:46:00,37,completed
TR00518,L022,VH0098,inbound,2024-08-31,20:25:00,12:10:00,76,cancelled
TR00519,L011,VH0049,inbound,2024-07-02,09:13:00,08:24:00,18,in_progress
TR00520,L055,VH0106,outbound,2024-07-12,23:43:00,10:41:00,17,completed
TR00521,L014,VH0113,inbound,2024-11-28,20:26:00,21:32:00,74,completed
TR00522,L032,VH0104,inbound,2024-04-05,07:52:00,15:33:00,84,completed
TR00523,L018,VH0111,inbound,2025-12-26,15:24:00,15:39:00,37,delayed
TR00524,L040,VH0075,inbound,2025-09-13,23:42:00,13:09:00,81,completed
TR00525,L048,VH0085,outbound,2024-09-15,10:58:00,10:29:00,43,in_progress
TR00526,L039,VH0083,outbound,2025-12-03,12:39:00,05:09:00,59,completed
TR00527,L010,VH0010,outbound,2025-03-06,06:56:00,07:16:00,25,in_progress
TR00528,L046,VH0090,outbound,2025-11-21,07:39:00,18:27:00,28,cancelled
TR00529,L046,VH0072,inbound,2025-01-20,07:40:00,08:19:00,80,cancelled
TR00530,L036,VH0109,inbound,2024-06-27,19:04:00,20:21:00,85,in_progress
TR00531,L055,VH0016,inbound,2024-12-07,11:40:00,08:27:00,48,in_progress
TR00532,L014,VH0059,outbound,2025-07-27,08:18:00,15:32:00,39,completed
TR00533,L020,VH0008,inbound,2025-12-19,16:31:00,19:03:00,68,completed
TR00534,L049,VH0072,outbound,2025-02-14,17:27:00,12:39:00,43,in_progress
TR00535,L010,VH0065,inbound,2025-06-07,06:11:00,15:39:00,48,delayed
TR00536,L011,VH0097,inbound,2024-09-01,14:46:00,12:03:00,77,completed
TR00537,L022,VH0084,inbound,2024-01-05,14:05:00,07:11:00,46,cancelled
TR00538,L019,VH0038,inbound,2025-05-16,12:58:00,15:35:00,34,delayed
TR00539,L017,VH0044,outbound,2025-10-14,06:52:00,11:55:00,63,completed
TR00540,L032,VH0096,inbound,2024-05-17,19:22:00,10:30:00,38,completed
TR00541,L001,VH0060,inbound,2025-06-18,09:55:00,05:59:00,68,in_progress
TR00542,L025,VH0105,inbound,2024-04-11,12:37:00,20:34:00,60,delayed
TR00543,L026,VH0025,outbound,2024-10-20,19:14:00,13:22:00,18,completed
TR00544,L007,VH0105,outbound,2024-06-07,06:29:00,06:49:00,29,in_progress
TR00545,L002,VH0038,outbound,2024-04-01,10:43:00,10:22:00,79,completed
TR00546,L013,VH0012,inbound,2024-10-27,23:20:00,22:28:00,40,delayed
TR00547,L011,VH0029,inbound,2025-06-05,15:30:00,22:28:00,76,completed
TR00548,L040,VH0056,inbound,2025-03-17,14:57:00,13:43:00,72,in_progress
TR00549,L022,VH0031,outbound,2025-06-14,23:51:00,07:02:00,56,cancelled
TR00550,L043,VH0067,inbound,2024-08-06,06:48:00,10:13:00,80,delayed
TR00551,L005,VH0034,outbound,2024-04-12,21:22:00,18:14:00,41,completed
TR00552,L016,VH0044,outbound,2024-06-27,14:18:00,14:48:00,87,delayed
TR00553,L040,VH0105,outbound,2024-12-30,05:00:00,18:58:00,37,completed
TR00554,L002,VH0109,inbound,2025-01-17,16:39:00,12:56:00,83,cancelled
TR00555,L015,VH0023,inbound,2025-11-08,12:45:00,09:02:00,62,in_progress
TR00556,L013,VH0065,outbound,2025-06-08,11:03:00,10:11:00,87,completed
TR00557,L044,VH0018,inbound,2025-04-02,09:26:00,17:38:00,70,completed
TR00558,L046,VH0067,inbound,2024-02-02,13:42:00,13:44:00,54,delayed
TR00559,L021,VH0075,outbound,2025-06-17,06:53:00,20:26:00,27,delayed
TR00560,L013,VH0114,inbound,2024-10-28,20:40:00,14:00:00,22,in_progress
TR00561,L008,VH0001,inbound,2024-09-07,22:02:00,15:27:00,42,in_progress
TR00562,L023,VH0032,inbound,2025-12-21,22:25:00,15:56:00,66,completed
TR00563,L034,VH0110,outbound,2024-10-11,08:04:00,06:26:00,42,completed
TR00564,L024,VH0101,inbound,2024-09-30,11:25:00,05:44:00,19,completed
TR00565,L015,VH0041,inbound,2024-02-13,19:14:00,17:38:00,51,cancelled
TR00566,L019,VH0077,inbound,2025-10-18,18:51:00,13:44:00,59,delayed
TR00567,L020,VH0034,inbound,2024-03-28,07:36:00,12:19:00,26,cancelled
TR00568,L016,VH0042,inbound,2025-04-01,21:23:00,14:19:00,25,in_progress
TR00569,L031,VH0117,inbound,2025-02-02,18:40:00,19:44:00,89,in_progress
TR00570,L030,VH0005,inbound,2025-06-23,08:53:00,16:53:00,21,completed
TR00571,L024,VH0112,inbound,2025-05-09,16:50:00,19:01:00,79,completed
TR00572,L018,VH0113,outbound,2024-04-09,12:11:00,19:24:00,76,completed
TR00573,L004,VH0016,outbound,2025-10-30,18:44:00,06:35:00,34,completed
TR00574,L009,VH0059,outbound,2024-07-31,15:16:00,23:41:00,34,completed
TR00575,L021,VH0076,outbound,2025-04-09,17:43:00,05:00:00,33,delayed
TR00576,L016,VH0106,inbound,2025-04-04,12:05:00,14:48:00,56,completed
TR00577,L043,VH0024,outbound,2024-08-24,16:59:00,07:02:00,63,in_progress
TR00578,L050,VH0033,inbound,2024-04-14,11:23:00,07:24:00,36,completed
TR00579,L012,VH0038,inbound,2025-03-16,22:13:00,16:57:00,29,cancelled
TR00580,L012,VH0094,outbound,2025-05-24,17:39:00,22:18:00,31,completed
TR00581,L010,VH0067,inbound,2024-01-20,10:50:00,19:01:00,40,completed
TR00582,L011,VH0038,outbound,2025-12-29,10:55:00,17:09:00,88,delayed
TR00583,L023,VH0114,outbound,2025-09-24,11:50:00,11:21:00,75,completed
TR00584,L042,VH0054,inbound,2025-02-26,22:04:00,18:53:00,43,cancelled
TR00585,L039,VH0070,inbound,2024-08-19,22:43:00,16:00:00,72,completed
TR00586,L010,VH0016,inbound,2024-12-15,21:15:00,07:25:00,74,in_progress
TR00587,L018,VH0048,outbound,2024-02-22,20:57:00,17:34:00,17,completed
TR00588,L005,VH0120,inbound,2025-04-20,12:33:00,18:50:00,50,completed
TR00589,L007,VH0046,outbound,2025-09-16,07:40:00,13:12:00,28,completed
TR00590,L023,VH0042,outbound,2024-12-30,13:50:00,16:20:00,45,completed
TR00591,L043,VH0065,outbound,2024-10-21,19:05:00,07:41:00,57,completed
TR00592,L017,VH0015,inbound,2024-04-28,18:10:00,22:08:00,52,delayed
TR00593,L015,VH0026,outbound,2024-12-03,08:42:00,21:20:00,45,completed
TR00594,L046,VH0034,outbound,2024-09-23,05:37:00,12:32:00,83,completed
TR00595,L049,VH0085,outbound,2024-06-02,09:29:00,12:54:00,46,completed
TR00596,L001,VH0087,inbound,2025-01-18,14:29:00,22:59:00,51,in_progress
TR00597,L011,VH0052,outbound,2024-09-05,21:32:00,22:26:00,65,completed
TR00598,L008,VH0112,outbound,2025-08-06,11:51:00,14:26:00,88,cancelled
TR00599,L007,VH0042,inbound,2024-04-10,07:48:00,20:54:00,85,completed
TR00600,L002,VH0107,outbound,2024-05-20,12:41:00,07:02:00,34,completed
TR00601,L030,VH0069,inbound,2024-04-27,16:55:00,05:07:00,29,delayed
TR00602,L051,VH0030,outbound,2024-09-28,16:00:00,15:36:00,46,completed
TR00603,L021,VH0016,outbound,2024-05-10,15:57:00,16:04:00,20,completed
TR00604,L022,VH0113,outbound,2024-05-17,09:18:00,16:28:00,58,completed
TR00605,L019,VH0020,outbound,2025-01-24,19:52:00,08:57:00,73,completed
TR00606,L043,VH0100,outbound,2025-07-13,11:21:00,20:40:00,29,delayed
TR00607,L028,VH0045,inbound,2025-12-29,05:08:00,16:53:00,47,cancelled
TR00608,L053,VH0024,inbound,2025-12-17,13:34:00,23:43:00,88,completed
TR00609,L024,VH0054,inbound,2025-03-01,19:18:00,13:48:00,57,in_progress
TR00610,L052,VH0026,outbound,2025-03-01,14:00:00,17:15:00,21,in_progress
TR00611,L010,VH0081,inbound,2025-05-11,09:34:00,18:44:00,25,completed
TR00612,L043,VH0023,outbound,2025-12-31,08:23:00,08:44:00,45,cancelled
TR00613,L008,VH0043,outbound,2024-01-23,14:01:00,15:21:00,64,completed
TR00614,L002,VH0102,inbound,2024-02-11,07:30:00,15:51:00,30,cancelled
TR00615,L055,VH0035,outbound,2024-01-29,20:52:00,07:33:00,45,delayed
TR00616,L033,VH0117,outbound,2025-06-07,14:08:00,20:20:00,88,in_progress
TR00617,L012,VH0044,inbound,2025-09-10,20:11:00,18:28:00,65,completed
TR00618,L044,VH0106,inbound,2025-08-03,16:12:00,15:44:00,63,cancelled
TR00619,L030,VH0001,outbound,2024-11-22,20:49:00,15:55:00,58,delayed
TR00620,L043,VH0077,outbound,2024-07-24,16:50:00,17:33:00,17,completed
TR00621,L016,VH0107,inbound,2024-06-19,18:24:00,13:17:00,33,in_progress
TR00622,L041,VH0108,outbound,2024-07-07,22:49:00,22:40:00,28,in_progress
TR00623,L039,VH0087,inbound,2024-12-26,15:59:00,05:52:00,34,completed
TR00624,L011,VH0062,inbound,2025-07-10,09:50:00,12:23:00,84,completed
TR00625,L052,VH0111,inbound,2024-05-03,15:13:00,08:00:00,88,completed
TR00626,L037,VH0043,outbound,2025-10-06,07:34:00,07:38:00,15,delayed
TR00627,L050,VH0062,inbound,2024-10-02,16:16:00,20:31:00,32,completed
TR00628,L005,VH0111,inbound,2024-05-09,07:01:00,11:54:00,56,completed
TR00629,L010,VH0082,outbound,2024-08-18,11:55:00,15:50:00,29,completed
TR00630,L007,VH0033,outbound,2025-09-18,20:40:00,22:23:00,83,completed
TR00631,L051,VH0099,inbound,2024-06-23,19:31:00,18:18:00,89,completed
TR00632,L037,VH0088,outbound,2025-10-02,20:04:00,14:23:00,36,cancelled
TR00633,L004,VH0093,outbound,2024-06-10,09:51:00,21:46:00,69,cancelled
TR00634,L033,VH0011,outbound,2025-12-16,22:21:00,09:27:00,26,delayed
TR00635,L036,VH0105,outbound,2024-03-31,20:16:00,12:07:00,24,in_progress
TR00636,L009,VH0058,outbound,2024-02-02,22:54:00,22:53:00,24,delayed
TR00637,L021,VH0016,outbound,2025-10-08,08:15:00,18:15:00,26,completed
TR00638,L024,VH0037,outbound,2025-08-25,07:00:00,09:53:00,89,completed
TR00639,L039,VH0073,inbound,2025-10-25,22:17:00,08:00:00,70,completed
TR00640,L022,VH0028,inbound,2025-11-22,05:07:00,06:21:00,67,completed
TR00641,L030,VH0098,outbound,2025-01-15,20:47:00,08:55:00,71,completed
TR00642,L020,VH0059,outbound,2024-01-23,13:40:00,16:59:00,52,completed
TR00643,L055,VH0117,inbound,2025-09-02,21:55:00,19:45:00,42,delayed
TR00644,L036,VH0052,outbound,2024-01-12,09:08:00,16:54:00,43,completed
TR00645,L008,VH0001,inbound,2025-12-11,07:42:00,10:57:00,79,completed
TR00646,L043,VH0076,inbound,2024-10-11,19:47:00,16:37:00,51,cancelled
TR00647,L030,VH0091,inbound,2024-11-06,05:23:00,11:40:00,38,completed
TR00648,L010,VH0089,outbound,2025-09-10,15:10:00,08:34:00,44,in_progress
TR00649,L019,VH0013,inbound,2024-02-02,23:23:00,10:08:00,85,cancelled
TR00650,L014,VH0050,outbound,2024-10-29,16:40:00,10:33:00,16,in_progress
TR00651,L011,VH0028,inbound,2025-09-17,09:18:00,10:12:00,43,delayed
TR00652,L050,VH0028,outbound,2024-07-30,06:08:00,19:40:00,84,completed
TR00653,L044,VH0061,inbound,2025-01-11,23:59:00,18:20:00,50,cancelled
TR00654,L045,VH0049,inbound,2024-09-08,06:15:00,15:29:00,89,in_progress
TR00655,L036,VH0090,outbound,2025-07-21,10:53:00,06:40:00,71,completed
TR00656,L025,VH0113,outbound,2025-03-17,14:06:00,11:21:00,17,cancelled
TR00657,L052,VH0075,outbound,2025-09-16,08:39:00,13:24:00,29,in_progress
TR00658,L043,VH0062,outbound,2024-03-13,12:24:00,14:03:00,80,completed
TR00659,L036,VH0057,outbound,2024-11-29,09:45:00,06:45:00,31,completed
TR00660,L044,VH0025,outbound,2024-11-13,22:08:00,09:54:00,60,delayed
TR00661,L037,VH0120,inbound,2024-03-02,23:29:00,21:00:00,66,in_progress
TR00662,L013,VH0041,outbound,2025-11-06,11:28:00,10:58:00,89,cancelled
TR00663,L031,VH0001,outbound,2024-10-07,12:47:00,14:50:00,50,completed
TR00664,L021,VH0115,inbound,2024-08-15,08:53:00,22:14:00,39,delayed
TR00665,L001,VH0112,outbound,2024-06-16,22:18:00,13:30:00,15,in_progress
