incident_id,line_id,station_id,incident_type,severity,description,start_datetime,end_datetime,duration_minutes,passengers_affected,status
INC0193,L005,,weather_disruption,major,Incident reported on the network requiring attention.,2024-04-21 21:39:05,2025-04-27 21:23:45,176,25611,resolved
INC0194,L001,ST0162,strike_action,minor,Incident reported on the network requiring attention.,2025-08-19 14:49:35,2024-06-20 16:07:35,217,41044,ongoing
INC0195,L044,ST0046,passenger_incident,moderate,Incident reported on the network requiring attention.,2025-01-12 09:36:22,2024-04-29 21:16:08,141,34509,ongoing
INC0196,L034,ST0102,passenger_incident,minor,Incident reported on the network requiring attention.,2024-09-28 21:58:57,2025-12-23 23:24:16,208,5772,resolved
INC0197,L035,,medical_emergency,moderate,Incident reported on the network requiring attention.,2024-10-02 09:33:22,2024-06-07 23:59:51,80,31543,resolved
INC0198,L023,ST0194,overcrowding,minor,Incident reported on the network requiring attention.,2024-08-24 16:48:41,2024-12-13 06:25:53,230,6373,resolved
INC0199,L042,ST0228,trespasser_on_track,critical,Incident reported on the network requiring attention.,2024-10-04 13:17:24,2025-01-15 10:13:03,12,32504,resolved
INC0200,L014,,rolling_stock_issue,minor,Incident reported on the network requiring attention.,2024-06-22 22:20:47,2025-05-26 22:47:56,73,46220,resolved
INC0201,L038,ST0233,overcrowding,minor,Incident reported on the network requiring attention.,2025-11-11 22:32:58,2024-09-11 05:48:51,155,28237,ongoing
INC0202,L003,ST0174,suspicious_package,critical,Incident reported on the network requiring attention.,2024-03-08 06:07:32,2024-01-01 15:27:42,18,30227,resolved
INC0203,L046,,trespasser_on_track,moderate,Incident reported on the network requiring attention.,2024-04-04 16:07:55,2024-05-29 07:27:28,131,1114,resolved
INC0204,L020,,overcrowding,minor,Incident reported on the network requiring attention.,2024-06-02 08:16:52,2024-12-13 16:13:23,49,45016,ongoing
INC0205,L045,ST0143,trespasser_on_track,major,Incident reported on the network requiring attention.,2024-12-05 08:21:28,2024-09-30 21:33:36,65,33134,resolved
INC0206,L041,ST0199,track_fault,major,Incident reported on the network requiring attention.,2025-12-12 19:53:41,2024-03-01 21:20:06,108,33445,under_investigation
INC0207,L019,ST0219,trespasser_on_track,minor,Incident reported on the network requiring attention.,2025-02-26 23:30:57,2025-04-22 13:46:20,105,17137,under_investigation
INC0208,L048,ST0202,suspicious_package,moderate,Incident reported on the network requiring attention.,2025-12-19 10:55:57,2025-07-21 21:38:07,172,35621,ongoing
INC0209,L013,,door_malfunction,major,Incident reported on the network requiring attention.,2024-10-21 06:58:23,2024-03-06 06:12:59,118,19358,resolved
INC0210,L002,,power_outage,critical,Incident reported on the network requiring attention.,2025-08-22 11:12:41,2024-05-25 21:08:12,29,15765,resolved
INC0211,L023,ST0186,suspicious_package,critical,Incident reported on the network requiring attention.,2025-11-10 12:38:29,2025-06-24 22:02:58,185,48061,resolved
INC0212,L033,ST0220,weather_disruption,minor,Incident reported on the network requiring attention.,2025-09-24 09:00:23,2025-03-17 15:02:02,33,21880,resolved
INC0213,L010,ST0200,signal_failure,major,Incident reported on the network requiring attention.,2025-09-29 15:52:08,2024-06-15 08:45:24,239,18211,ongoing
INC0214,L015,,power_outage,minor,Incident reported on the network requiring attention.,2025-02-15 13:52:57,2025-10-17 09:33:12,31,11305,resolved
INC0215,L014,,weather_disruption,critical,Incident reported on the network requiring attention.,2024-03-07 11:28:54,2025-02-14 07:56:45,216,35721,resolved
INC0216,L033,ST0137,medical_emergency,critical,Incident reported on the network requiring attention.,2025-10-13 09:03:05,2024-06-01 21:48:13,67,18102,ongoing
INC0217,L041,ST0100,medical_emergency,minor,Incident reported on the network requiring attention.,2025-10-10 17:12:05,2025-08-01 11:58:47,204,41033,resolved
INC0218,L011,ST0189,door_malfunction,major,Incident reported on the network requiring attention.,2024-11-23 11:23:37,2025-04-05 14:50:53,67,46429,resolved
INC0219,L040,ST0093,rolling_stock_issue,minor,Incident reported on the network requiring attention.,2024-01-30 18:51:25,2024-07-20 05:19:21,132,11601,resolved
INC0220,L012,,overcrowding,critical,Incident reported on the network requiring attention.,2025-08-17 10:09:56,2025-04-27 20:25:10,17,31100,under_investigation
INC0221,L009,ST0206,weather_disruption,minor,Incident reported on the network requiring attention.,2024-11-15 23:57:39,2024-11-04 22:24:19,25,10055,ongoing
INC0222,L029,ST0110,weather_disruption,major,Incident reported on the network requiring attention.,2025-04-01 22:21:13,2025-03-30 06:56:25,109,23778,resolved
INC0223,L032,,track_fault,critical,Incident reported on the network requiring attention.,2025-06-30 13:56:02,2025-11-25 15:57:10,227,11654,resolved
INC0224,L012,ST0206,strike_action,moderate,Incident reported on the network requiring attention.,2025-09-10 21:04:10,2025-10-04 21:43:57,156,7673,ongoing
INC0225,L005,ST0206,trespasser_on_track,minor,Incident reported on the network requiring attention.,2025-01-24 14:49:45,2024-09-15 16:01:50,222,2601,resolved
INC0226,L023,,passenger_incident,minor,Incident reported on the network requiring attention.,2025-08-19 23:05:00,2025-09-08 18:15:02,206,36327,ongoing
INC0227,L026,,signal_failure,minor,Incident reported on the network requiring attention.,2024-11-09 06:07:11,2024-10-05 16:34:58,39,14560,ongoing
INC0228,L035,ST0218,power_outage,moderate,Incident reported on the network requiring attention.,2025-01-02 07:37:17,2024-08-05 19:46:18,218,6345,under_investigation
INC0229,L017,ST0015,track_fault,minor,Incident reported on the network requiring attention.,2025-08-16 12:02:10,2024-12-10 15:02:40,87,32955,resolved
INC0230,L030,ST0136,overcrowding,minor,Incident reported on the network requiring attention.,2024-03-04 05:06:41,2024-08-24 05:05:46,141,26784,resolved
INC0231,L012,ST0106,signal_failure,moderate,Incident reported on the network requiring attention.,2025-07-02 17:00:42,2024-08-31 07:13:57,115,35228,ongoing
INC0232,L053,ST0023,suspicious_package,major,Incident reported on the network requiring attention.,2024-11-15 20:46:38,2024-11-01 20:30:58,218,18041,under_investigation
INC0233,L003,ST0126,signal_failure,major,Incident reported on the network requiring attention.,2024-09-21 18:33:48,2025-11-10 08:22:22,73,44403,ongoing
INC0234,L032,,track_fault,minor,Incident reported on the network requiring attention.,2025-01-23 18:01:54,2025-05-29 12:58:16,133,48138,ongoing
INC0235,L011,ST0233,track_fault,critical,Incident reported on the network requiring attention.,2025-07-31 16:38:42,2025-06-03 22:33:15,96,6018,resolved
INC0236,L019,ST0080,track_fault,minor,Incident reported on the network requiring attention.,2024-05-07 11:45:29,2024-08-29 05:24:00,58,8331,resolved
INC0237,L010,,overcrowding,minor,Incident reported on the network requiring attention.,2024-10-17 09:24:31,2025-09-03 13:56:55,124,44557,ongoing
INC0238,L020,ST0150,rolling_stock_issue,minor,Incident reported on the network requiring attention.,2024-02-12 06:34:59,2025-11-04 11:27:07,90,13598,resolved
INC0239,L037,ST0022,door_malfunction,moderate,Incident reported on the network requiring attention.,2025-06-15 19:05:55,2024-06-05 21:30:08,130,35926,resolved
INC0240,L002,,power_outage,moderate,Incident reported on the network requiring attention.,2025-11-02 13:51:39,2025-01-12 19:18:57,59,24425,resolved
INC0241,L019,ST0108,medical_emergency,major,Incident reported on the network requiring attention.,2025-01-16 20:23:54,2024-11-12 19:46:12,123,3898,resolved
INC0242,L023,ST0023,passenger_incident,critical,Incident reported on the network requiring attention.,2025-04-06 09:46:37,2025-08-09 10:32:41,45,33098,resolved
INC0243,L037,ST0145,weather_disruption,minor,Incident reported on the network requiring attention.,2025-06-07 09:46:44,2024-02-19 12:23:12,210,7897,ongoing
INC0244,L026,ST0088,passenger_incident,major,Incident reported on the network requiring attention.,2024-08-16 16:08:40,2024-04-13 14:05:20,119,2754,resolved
INC0245,L006,,trespasser_on_track,major,Incident reported on the network requiring attention.,2025-07-30 16:57:48,2025-07-23 22:30:37,175,31276,resolved
INC0246,L010,ST0201,passenger_incident,critical,Incident reported on the network requiring attention.,2024-03-30 09:24:33,2024-02-05 21:26:04,225,2034,resolved
INC0247,L040,ST0198,weather_disruption,critical,Incident reported on the network requiring attention.,2024-06-12 13:22:36,2025-12-11 12:56:58,96,19409,resolved
INC0248,L054,ST0054,rolling_stock_issue,minor,Incident reported on the network requiring attention.,2024-07-03 07:14:15,2025-11-21 22:04:02,214,21348,resolved
INC0249,L023,,door_malfunction,moderate,Incident reported on the network requiring attention.,2024-03-08 17:51:54,2025-04-29 07:54:10,23,41669,resolved
INC0250,L011,,rolling_stock_issue,critical,Incident reported on the network requiring attention.,2024-04-18 07:19:32,2025-03-24 07:48:00,73,9936,under_investigation
INC0251,L002,ST0101,strike_action,critical,Incident reported on the network requiring attention.,2025-07-17 15:46:18,2025-01-25 10:08:15,33,11594,resolved
INC0252,L026,ST0018,strike_action,minor,Incident reported on the network requiring attention.,2024-03-04 12:30:36,2024-12-19 19:39:18,173,33572,resolved
INC0253,L007,,strike_action,moderate,Incident reported on the network requiring attention.,2025-04-21 06:54:33,2025-04-26 05:41:58,74,35,resolved
INC0254,L036,ST0091,strike_action,moderate,Incident reported on the network requiring attention.,2024-01-24 16:13:12,2024-01-04 16:43:46,35,39974,under_investigation
INC0255,L028,ST0202,power_outage,moderate,Incident reported on the network requiring attention.,2025-06-06 22:30:30,2025-08-24 09:36:09,7,42611,ongoing
INC0256,L055,ST0198,weather_disruption,critical,Incident reported on the network requiring attention.,2024-06-06 19:41:36,2025-05-30 10:09:06,167,1929,resolved
INC0257,L038,ST0153,signal_failure,critical,Incident reported on the network requiring attention.,2024-09-28 07:34:15,2024-01-01 20:25:58,64,30509,resolved
INC0258,L015,,weather_disruption,critical,Incident reported on the network requiring attention.,2024-05-05 19:02:05,2024-07-22 11:53:44,26,5326,ongoing
INC0259,L003,ST0085,power_outage,moderate,Incident reported on the network requiring attention.,2025-08-19 13:21:05,2024-06-23 11:58:29,194,41899,resolved
INC0260,L022,,overcrowding,minor,Incident reported on the network requiring attention.,2025-12-30 13:38:41,2025-03-22 10:06:44,41,35423,resolved
INC0261,L054,ST0168,overcrowding,minor,Incident reported on the network requiring attention.,2024-12-02 19:51:27,2024-02-08 15:42:33,72,12345,resolved
INC0262,L036,ST0104,strike_action,critical,Incident reported on the network requiring attention.,2024-11-10 15:54:19,2024-11-05 07:54:17,91,34832,resolved
INC0263,L002,ST0078,track_fault,moderate,Incident reported on the network requiring attention.,2025-09-18 12:48:29,2025-03-29 09:04:17,29,15742,resolved
INC0264,L052,,rolling_stock_issue,critical,Incident reported on the network requiring attention.,2025-12-29 17:20:23,2025-07-16 17:00:06,83,10528,resolved
INC0265,L011,,track_fault,major,Incident reported on the network requiring attention.,2025-08-09 20:49:12,2024-10-27 17:55:45,56,16506,under_investigation
INC0266,L029,ST0228,door_malfunction,moderate,Incident reported on the network requiring attention.,2024-06-30 08:24:29,2025-06-27 19:38:32,238,38945,under_investigation
INC0267,L035,ST0195,strike_action,major,Incident reported on the network requiring attention.,2025-07-25 14:34:14,2024-05-11 12:55:10,84,39592,resolved
INC0268,L006,ST0089,medical_emergency,minor,Incident reported on the network requiring attention.,2024-12-16 06:48:53,2025-12-17 16:35:05,113,3465,under_investigation
INC0269,L034,,passenger_incident,critical,Incident reported on the network requiring attention.,2024-05-19 19:41:30,2024-07-07 18:15:54,127,18915,ongoing
INC0270,L012,,passenger_incident,moderate,Incident reported on the network requiring attention.,2024-02-22 05:28:51,2024-04-02 16:35:50,119,23224,resolved
INC0271,L020,ST0059,rolling_stock_issue,minor,Incident reported on the network requiring attention.,2025-10-23 14:41:36,2024-08-02 17:48:29,93,47325,resolved
INC0272,L046,ST0101,passenger_incident,critical,Incident reported on the network requiring attention.,2024-04-29 10:46:51,2025-07-26 16:17:32,72,11015,under_investigation
INC0273,L012,,suspicious_package,minor,Incident reported on the network requiring attention.,2024-10-02 20:24:56,2025-01-24 10:15:51,51,7111,resolved
INC0274,L034,,trespasser_on_track,major,Incident reported on the network requiring attention.,2024-12-07 10:01:52,2025-07-25 07:35:26,224,39906,under_investigation
INC0275,L023,ST0094,weather_disruption,moderate,Incident reported on the network requiring attention.,2025-06-08 07:08:35,2025-02-21 21:22:59,151,19855,resolved
INC0276,L004,,suspicious_package,minor,Incident reported on the network requiring attention.,2024-01-07 13:08:26,2025-03-10 15:49:57,184,25958,ongoing
INC0277,L030,ST0001,trespasser_on_track,minor,Incident reported on the network requiring attention.,2024-08-23 05:48:15,2024-10-15 15:33:01,22,13313,resolved
INC0278,L024,,passenger_incident,moderate,Incident reported on the network requiring attention.,2025-11-17 19:28:30,2024-07-27 07:57:15,229,37683,resolved
INC0279,L032,ST0117,weather_disruption,major,Incident reported on the network requiring attention.,2024-07-08 15:13:24,2025-05-30 13:39:17,186,33988,resolved
INC0280,L004,ST0064,medical_emergency,minor,Incident reported on the network requiring attention.,2024-07-19 15:16:08,2024-02-22 14:49:10,138,10412,resolved
INC0281,L041,ST0185,suspicious_package,minor,Incident reported on the network requiring attention.,2024-03-09 22:58:27,2025-11-13 10:23:04,112,15961,resolved
INC0282,L055,ST0138,strike_action,moderate,Incident reported on the network requiring attention.,2024-12-04 23:24:08,2025-05-09 10:20:08,203,20521,resolved
INC0283,L040,ST0019,passenger_incident,critical,Incident reported on the network requiring attention.,2025-12-31 10:18:58,2024-08-21 08:19:37,14,47976,under_investigation
INC0284,L009,ST0080,medical_emergency,moderate,Incident reported on the network requiring attention.,2024-05-14 17:54:38,2024-04-03 06:42:10,11,8178,resolved
INC0285,L005,ST0042,signal_failure,minor,Incident reported on the network requiring attention.,2024-04-25 06:30:37,2025-09-22 16:13:52,170,9605,resolved
INC0286,L024,,trespasser_on_track,minor,Incident reported on the network requiring attention.,2025-03-24 20:00:52,2025-05-31 08:46:18,106,38000,resolved
INC0287,L040,ST0026,power_outage,critical,Incident reported on the network requiring attention.,2024-03-20 23:57:39,2024-09-08 14:57:52,43,42729,resolved
INC0288,L033,ST0094,signal_failure,moderate,Incident reported on the network requiring attention.,2025-06-09 13:35:29,2024-11-08 11:26:55,112,41200,resolved
INC0289,L001,ST0144,signal_failure,critical,Incident reported on the network requiring attention.,2025-01-11 07:34:20,2025-08-30 08:00:13,82,28981,resolved
INC0290,L004,ST0164,trespasser_on_track,major,Incident reported on the network requiring attention.,2025-11-26 11:05:34,2025-06-05 17:32:56,215,4265,resolved
INC0291,L028,,passenger_incident,critical,Incident reported on the network requiring attention.,2025-10-25 23:01:29,2024-12-29 17:47:13,154,19355,resolved
INC0292,L004,,door_malfunction,minor,Incident reported on the network requiring attention.,2025-10-01 10:30:59,2024-10-24 18:11:05,139,49733,ongoing
INC0293,L045,ST0183,trespasser_on_track,critical,Incident reported on the network requiring attention.,2024-11-24 07:19:31,2024-01-28 20:34:24,147,43599,resolved
INC0294,L010,,medical_emergency,moderate,Incident reported on the network requiring attention.,2024-01-25 22:22:22,2024-05-19 11:17:10,117,21833,resolved
INC0295,L013,ST0210,weather_disruption,critical,Incident reported on the network requiring attention.,2025-06-25 06:09:08,2024-11-04 16:17:10,17,26238,resolved
INC0296,L041,,medical_emergency,critical,Incident reported on the network requiring attention.,2025-05-25 05:00:38,2025-08-22 07:25:30,203,16796,resolved
INC0297,L005,ST0149,trespasser_on_track,critical,Incident reported on the network requiring attention.,2024-06-17 12:39:59,2025-05-08 09:36:03,193,45164,under_investigation
INC0298,L050,ST0139,medical_emergency,moderate,Incident reported on the network requiring attention.,2024-06-04 16:39:09,2024-04-21 07:30:23,170,25439,resolved
INC0299,L035,,strike_action,minor,Incident reported on the network requiring attention.,2025-05-22 19:44:22,2024-02-13 23:30:03,116,8468,under_investigation
INC0300,L031,,strike_action,critical,Incident reported on the network requiring attention.,2024-12-16 18:19:02,2024-06-09 18:34:31,79,46762,under_investigation
