stop_event_id,trip_id,station_id,scheduled_arrival,actual_arrival,delay_seconds,passenger_boarding,passenger_alighting,platform
SE00385,TR00480,ST0205,23:05:00,16:35:00,600,8,92,
SE00386,TR00587,ST0059,17:01:00,08:22:00,60,194,120,Quai Sud
SE00387,TR01107,ST0233,19:39:00,06:27:00,60,158,190,B
SE00388,TR00942,ST0070,23:04:00,09:16:00,0,78,167,A
SE00389,TR01354,ST0144,12:05:00,18:59:00,0,128,154,1
SE00390,TR01320,ST0080,22:13:00,12:55:00,0,195,9,A
SE00391,TR00669,ST0138,19:11:00,11:51:00,0,88,75,B
SE00392,TR00236,ST0158,14:20:00,18:00:00,0,125,35,B
SE00393,TR00266,ST0126,07:04:00,11:49:00,600,49,0,
SE00394,TR00816,ST0027,09:17:00,07:35:00,180,162,182,Quai Nord
SE00395,TR00733,ST0104,05:36:00,12:26:00,600,133,179,B
SE00396,TR00352,ST0069,18:39:00,15:49:00,120,163,98,
SE00397,TR00409,ST0130,21:18:00,20:53:00,0,187,184,Quai Sud
SE00398,TR01171,ST0048,15:00:00,06:52:00,120,134,32,Quai Sud
SE00399,TR00956,ST0242,23:12:00,17:54:00,300,47,61,A
SE00400,TR00974,ST0202,22:46:00,15:44:00,0,164,145,A
SE00401,TR01113,ST0151,23:33:00,20:27:00,300,169,13,A
SE00402,TR00588,ST0169,16:32:00,08:33:00,60,56,130,B
SE00403,TR00605,ST0238,08:02:00,22:38:00,180,163,111,2
SE00404,TR00354,ST0024,13:40:00,23:02:00,0,58,63,2
SE00405,TR00197,ST0195,08:29:00,05:46:00,180,64,77,2
SE00406,TR01401,ST0132,14:09:00,11:30:00,0,132,38,Quai Nord
SE00407,TR01106,ST0222,13:41:00,19:06:00,0,147,94,A
SE00408,TR00712,ST0127,15:04:00,16:15:00,120,200,71,Quai Nord
SE00409,TR00527,ST0165,07:02:00,20:09:00,120,50,167,Quai Nord
SE00410,TR00960,ST0019,05:44:00,15:29:00,120,173,177,1
SE00411,TR00789,ST0015,18:44:00,20:32:00,0,173,27,B
SE00412,TR00165,ST0007,15:55:00,17:01:00,0,177,145,A
SE00413,TR00678,ST0129,20:01:00,22:40:00,180,55,30,1
SE00414,TR00860,ST0164,05:13:00,18:17:00,0,91,95,Quai Sud
SE00415,TR00495,ST0205,23:19:00,17:13:00,0,150,181,2
SE00416,TR00747,ST0020,19:03:00,06:16:00,180,41,35,Quai Sud
SE00417,TR00010,ST0244,16:16:00,19:20:00,60,175,158,A
SE00418,TR01228,ST0120,16:37:00,14:16:00,60,147,96,1
SE00419,TR00804,ST0009,21:52:00,06:48:00,300,15,178,A
SE00420,TR00385,ST0014,18:21:00,14:27:00,0,36,14,
SE00421,TR00048,ST0091,13:37:00,18:41:00,300,187,188,A
SE00422,TR00900,ST0228,19:12:00,23:27:00,0,182,115,
SE00423,TR00327,ST0090,20:00:00,22:38:00,60,99,167,
SE00424,TR00294,ST0156,19:51:00,08:03:00,0,138,137,
SE00425,TR00421,ST0130,17:13:00,11:16:00,0,130,18,A
SE00426,TR00644,ST0195,09:38:00,23:27:00,180,20,2,2
SE00427,TR00370,ST0149,15:55:00,05:25:00,600,125,115,2
SE00428,TR00590,ST0115,05:22:00,09:36:00,0,17,137,A
SE00429,TR00786,ST0042,08:18:00,21:58:00,120,16,37,A
SE00430,TR00370,ST0001,09:52:00,10:48:00,0,21,94,Quai Nord
SE00431,TR01476,ST0166,06:28:00,21:26:00,300,190,121,Quai Sud
SE00432,TR00328,ST0027,06:54:00,23:54:00,60,32,94,1
SE00433,TR01224,ST0030,13:06:00,20:26:00,0,5,154,
SE00434,TR01293,ST0054,09:34:00,10:15:00,600,153,116,1
SE00435,TR00583,ST0163,06:59:00,08:35:00,0,1,178,Quai Nord
SE00436,TR01194,ST0037,23:57:00,12:31:00,0,104,95,
SE00437,TR00889,ST0144,16:25:00,21:07:00,600,184,134,1
SE00438,TR00483,ST0122,10:52:00,05:11:00,300,9,187,Quai Nord
SE00439,TR01074,ST0090,16:34:00,06:35:00,300,126,94,
SE00440,TR01225,ST0201,19:59:00,18:30:00,0,71,94,
SE00441,TR00093,ST0107,21:47:00,05:35:00,600,175,97,1
SE00442,TR00235,ST0243,13:20:00,05:21:00,0,41,102,A
SE00443,TR00430,ST0071,21:14:00,07:05:00,300,44,45,B
SE00444,TR01008,ST0063,11:17:00,06:31:00,300,168,74,B
SE00445,TR00695,ST0208,13:11:00,18:47:00,120,162,127,1
SE00446,TR00211,ST0152,23:46:00,21:02:00,0,6,87,
SE00447,TR00483,ST0201,13:53:00,20:35:00,300,163,127,1
SE00448,TR00173,ST0013,12:23:00,18:05:00,0,116,141,B
SE00449,TR00890,ST0043,11:25:00,06:31:00,120,119,142,Quai Sud
SE00450,TR01040,ST0048,12:50:00,09:05:00,180,141,153,2
SE00451,TR00463,ST0173,18:48:00,15:17:00,180,142,68,Quai Nord
SE00452,TR00665,ST0148,09:00:00,12:23:00,300,186,26,1
SE00453,TR00491,ST0162,16:57:00,23:01:00,120,165,102,Quai Nord
SE00454,TR00687,ST0007,08:28:00,15:22:00,120,148,142,
SE00455,TR01368,ST0215,14:26:00,06:27:00,600,118,186,B
SE00456,TR00456,ST0065,12:46:00,22:37:00,600,50,155,B
SE00457,TR00017,ST0208,11:16:00,12:11:00,0,7,120,B
SE00458,TR01274,ST0086,05:04:00,09:58:00,600,114,89,Quai Sud
SE00459,TR01072,ST0042,20:05:00,17:17:00,0,27,109,B
SE00460,TR00221,ST0080,22:08:00,15:51:00,300,121,164,Quai Sud
SE00461,TR00802,ST0003,12:01:00,06:54:00,0,164,104,
SE00462,TR00195,ST0004,08:02:00,13:38:00,0,124,145,Quai Nord
SE00463,TR01341,ST0044,14:07:00,19:38:00,0,23,124,Quai Sud
SE00464,TR01047,ST0108,13:53:00,17:08:00,0,160,175,
SE00465,TR00528,ST0110,10:50:00,12:22:00,180,155,21,Quai Nord
SE00466,TR01249,ST0185,17:55:00,23:26:00,600,95,60,
SE00467,TR01401,ST0240,23:47:00,18:20:00,60,5,147,
SE00468,TR00420,ST0042,13:34:00,22:45:00,0,77,110,Quai Sud
SE00469,TR01270,ST0134,05:25:00,07:13:00,180,29,112,Quai Nord
SE00470,TR00074,ST0060,13:35:00,19:06:00,600,54,65,Quai Sud
SE00471,TR00485,ST0159,11:57:00,23:06:00,300,137,59,B
SE00472,TR00476,ST0066,20:23:00,20:01:00,0,139,18,Quai Sud
SE00473,TR01292,ST0130,12:20:00,23:15:00,0,109,168,1
SE00474,TR00842,ST0153,20:00:00,21:50:00,0,147,65,Quai Sud
SE00475,TR00682,ST0221,06:19:00,22:14:00,300,5,56,B
SE00476,TR00584,ST0247,14:34:00,09:02:00,180,79,139,A
SE00477,TR00663,ST0097,09:19:00,16:09:00,0,101,144,2
SE00478,TR00340,ST0012,09:25:00,16:19:00,120,44,110,2
SE00479,TR00892,ST0079,09:15:00,10:39:00,60,138,143,
SE00480,TR00134,ST0017,17:34:00,17:16:00,60,54,12,B
SE00481,TR01351,ST0050,12:59:00,09:54:00,180,190,47,2
SE00482,TR00734,ST0083,13:08:00,07:21:00,600,70,98,B
SE00483,TR00383,ST0124,20:21:00,13:07:00,0,197,160,A
SE00484,TR00122,ST0035,22:18:00,10:38:00,600,48,145,Quai Sud
SE00485,TR01314,ST0172,21:51:00,16:58:00,300,24,41,1
SE00486,TR01454,ST0208,13:55:00,16:36:00,300,14,189,1
SE00487,TR00672,ST0181,16:54:00,22:52:00,60,107,37,B
SE00488,TR00075,ST0071,16:14:00,05:13:00,0,37,56,Quai Sud
SE00489,TR00849,ST0070,07:28:00,07:34:00,600,184,14,A
SE00490,TR00897,ST0011,07:51:00,21:17:00,120,74,98,A
SE00491,TR01410,ST0211,20:27:00,06:55:00,0,76,27,Quai Sud
SE00492,TR01385,ST0124,12:20:00,18:25:00,120,100,42,
SE00493,TR00549,ST0153,20:19:00,05:42:00,0,133,89,Quai Sud
SE00494,TR00992,ST0065,18:32:00,23:28:00,300,197,156,B
SE00495,TR01472,ST0152,07:40:00,21:33:00,60,8,71,A
SE00496,TR00219,ST0007,06:48:00,12:59:00,120,86,162,1
SE00497,TR00348,ST0110,19:09:00,15:01:00,0,95,176,2
SE00498,TR01237,ST0170,17:37:00,12:00:00,0,40,113,2
SE00499,TR01258,ST0019,22:10:00,12:46:00,0,135,26,1
SE00500,TR00636,ST0233,12:38:00,21:06:00,0,56,12,B
SE00501,TR00805,ST0216,14:41:00,16:57:00,120,172,108,1
SE00502,TR00504,ST0111,07:31:00,18:18:00,600,200,190,Quai Nord
SE00503,TR01414,ST0232,07:30:00,16:16:00,120,154,87,2
SE00504,TR00098,ST0079,09:03:00,21:34:00,60,125,184,2
SE00505,TR00442,ST0211,22:11:00,22:49:00,0,166,110,1
SE00506,TR00666,ST0192,06:47:00,19:02:00,300,46,149,1
SE00507,TR00713,ST0121,15:22:00,11:11:00,0,185,8,A
SE00508,TR01208,ST0114,08:05:00,12:14:00,180,132,29,A
SE00509,TR01249,ST0114,16:49:00,11:21:00,0,143,179,2
SE00510,TR00179,ST0046,22:37:00,08:46:00,120,109,154,1
SE00511,TR00255,ST0063,10:54:00,19:42:00,0,156,73,1
SE00512,TR00361,ST0017,07:05:00,05:35:00,60,55,126,Quai Nord
SE00513,TR01189,ST0204,14:00:00,19:33:00,600,21,157,B
SE00514,TR00878,ST0113,05:32:00,23:03:00,300,117,9,
SE00515,TR00089,ST0225,18:50:00,08:54:00,0,58,57,Quai Nord
SE00516,TR01112,ST0089,20:40:00,07:41:00,120,86,167,2
SE00517,TR01335,ST0218,05:36:00,22:15:00,120,194,93,
SE00518,TR01052,ST0130,13:38:00,15:06:00,600,103,27,B
SE00519,TR00836,ST0009,10:22:00,14:29:00,0,116,20,A
SE00520,TR00953,ST0020,15:42:00,11:21:00,300,180,2,
SE00521,TR00221,ST0147,16:28:00,20:12:00,0,84,60,1
SE00522,TR01410,ST0130,17:28:00,05:44:00,0,188,162,Quai Nord
SE00523,TR00876,ST0123,05:03:00,11:40:00,0,18,117,Quai Nord
SE00524,TR01004,ST0063,10:07:00,09:29:00,180,105,162,
SE00525,TR00884,ST0171,20:30:00,16:20:00,120,19,38,1
SE00526,TR00145,ST0198,08:57:00,12:35:00,0,116,128,
SE00527,TR00991,ST0149,12:28:00,06:20:00,0,105,97,Quai Sud
SE00528,TR00388,ST0239,19:16:00,19:36:00,0,95,195,Quai Nord
SE00529,TR00847,ST0165,16:41:00,05:55:00,180,80,163,
SE00530,TR00795,ST0231,16:43:00,19:23:00,120,121,72,B
SE00531,TR00115,ST0236,20:25:00,21:54:00,0,147,117,B
SE00532,TR00347,ST0157,21:41:00,20:24:00,120,9,192,
SE00533,TR00687,ST0241,13:50:00,17:37:00,60,1,104,Quai Nord
SE00534,TR00044,ST0063,09:41:00,23:23:00,0,86,60,Quai Nord
SE00535,TR00612,ST0205,17:16:00,17:06:00,0,90,91,2
SE00536,TR00843,ST0219,16:53:00,06:26:00,600,173,48,1
SE00537,TR00164,ST0122,08:54:00,08:29:00,0,73,150,Quai Sud
SE00538,TR01403,ST0231,09:27:00,15:31:00,60,14,190,Quai Sud
SE00539,TR01383,ST0034,13:34:00,21:05:00,0,73,92,Quai Nord
SE00540,TR00644,ST0023,07:35:00,20:02:00,0,155,3,B
SE00541,TR00298,ST0020,09:21:00,05:29:00,0,83,157,Quai Sud
SE00542,TR01219,ST0016,14:34:00,10:25:00,60,74,191,
SE00543,TR00500,ST0215,20:37:00,06:12:00,0,50,130,A
SE00544,TR01021,ST0201,05:44:00,17:12:00,0,12,90,Quai Sud
SE00545,TR00873,ST0026,19:38:00,23:47:00,60,161,147,Quai Sud
SE00546,TR00229,ST0116,07:23:00,16:50:00,0,179,149,Quai Nord
SE00547,TR00881,ST0016,06:25:00,16:51:00,180,32,29,1
SE00548,TR00765,ST0005,16:23:00,07:35:00,0,147,106,1
SE00549,TR00756,ST0135,11:56:00,09:01:00,300,174,45,Quai Sud
SE00550,TR00750,ST0161,11:50:00,05:52:00,0,130,59,Quai Sud
SE00551,TR00393,ST0149,08:23:00,16:34:00,180,65,16,
SE00552,TR00273,ST0140,21:47:00,13:21:00,600,168,37,Quai Nord
SE00553,TR01294,ST0153,05:32:00,14:55:00,60,152,37,Quai Sud
SE00554,TR01415,ST0235,12:53:00,07:43:00,120,63,63,A
SE00555,TR00136,ST0011,21:15:00,09:39:00,0,18,136,Quai Nord
SE00556,TR01006,ST0149,14:34:00,10:15:00,60,123,176,1
SE00557,TR00454,ST0007,07:08:00,23:25:00,600,45,41,Quai Nord
SE00558,TR01341,ST0225,07:43:00,11:00:00,60,6,177,1
SE00559,TR00599,ST0197,07:00:00,05:16:00,600,199,169,B
SE00560,TR00648,ST0192,06:57:00,13:53:00,60,175,66,Quai Nord
SE00561,TR00830,ST0206,20:38:00,10:07:00,0,55,138,Quai Sud
SE00562,TR00428,ST0117,15:04:00,10:22:00,120,176,54,Quai Nord
SE00563,TR00393,ST0199,23:45:00,09:12:00,180,63,140,2
SE00564,TR01429,ST0234,05:27:00,07:00:00,600,198,17,Quai Sud
SE00565,TR00026,ST0041,12:32:00,06:10:00,0,155,112,2
SE00566,TR01275,ST0203,22:59:00,22:28:00,0,75,77,1
SE00567,TR00736,ST0242,11:02:00,05:33:00,180,163,4,2
SE00568,TR01404,ST0083,19:47:00,05:03:00,0,97,197,
SE00569,TR00946,ST0107,08:52:00,07:19:00,60,103,170,1
SE00570,TR00270,ST0208,05:31:00,07:28:00,60,31,187,B
SE00571,TR00866,ST0209,10:05:00,20:02:00,0,175,19,A
SE00572,TR01373,ST0151,17:41:00,06:04:00,120,131,125,2
SE00573,TR00511,ST0226,07:02:00,11:55:00,0,46,131,A
SE00574,TR00624,ST0025,06:26:00,18:18:00,300,17,40,B
SE00575,TR00280,ST0024,07:27:00,12:51:00,60,171,107,Quai Sud
SE00576,TR00959,ST0170,10:01:00,19:31:00,120,99,90,B
SE00577,TR00327,ST0160,13:43:00,12:01:00,600,119,50,
SE00578,TR00632,ST0073,08:22:00,20:55:00,120,196,65,B
SE00579,TR01365,ST0247,10:48:00,14:26:00,0,172,121,B
SE00580,TR01349,ST0216,07:48:00,22:14:00,300,70,124,B
SE00581,TR01388,ST0237,12:37:00,12:18:00,120,86,50,Quai Nord
SE00582,TR01409,ST0116,22:08:00,20:02:00,0,19,113,
SE00583,TR00144,ST0136,10:25:00,10:05:00,60,136,77,
SE00584,TR01427,ST0148,11:25:00,07:01:00,600,174,196,1
SE00585,TR00642,ST0168,12:16:00,12:35:00,0,113,23,
SE00586,TR01125,ST0112,11:51:00,23:26:00,120,66,61,B
SE00587,TR00310,ST0224,09:03:00,23:55:00,120,103,178,
SE00588,TR00886,ST0063,07:21:00,16:52:00,0,173,120,1
SE00589,TR00894,ST0012,13:00:00,14:44:00,180,3,157,
SE00590,TR01388,ST0015,20:33:00,20:25:00,60,77,96,2
SE00591,TR00757,ST0209,09:08:00,13:29:00,180,44,71,B
SE00592,TR00469,ST0152,17:31:00,08:05:00,600,52,134,
SE00593,TR01486,ST0056,11:01:00,05:14:00,600,37,78,1
SE00594,TR00560,ST0006,19:29:00,08:56:00,60,144,74,Quai Sud
SE00595,TR00760,ST0084,14:43:00,22:56:00,0,25,143,Quai Nord
SE00596,TR00761,ST0177,11:10:00,06:58:00,600,95,15,
SE00597,TR00236,ST0167,18:54:00,14:41:00,0,111,139,B
SE00598,TR01196,ST0182,05:49:00,16:47:00,0,44,166,Quai Nord
SE00599,TR00910,ST0037,20:32:00,06:24:00,600,168,73,
SE00600,TR01014,ST0174,17:53:00,21:22:00,300,17,158,B
SE00601,TR01080,ST0199,16:18:00,21:09:00,0,154,42,2
SE00602,TR01256,ST0035,16:40:00,08:33:00,120,76,148,
SE00603,TR00044,ST0172,17:52:00,20:34:00,600,173,113,B
SE00604,TR00761,ST0015,14:57:00,21:17:00,600,41,65,1
SE00605,TR00265,ST0123,17:42:00,20:36:00,600,48,90,1
SE00606,TR00711,ST0186,12:34:00,23:25:00,180,70,74,2
SE00607,TR00312,ST0067,07:23:00,23:09:00,600,25,123,1
SE00608,TR00648,ST0135,21:37:00,08:38:00,0,30,125,2
SE00609,TR00497,ST0038,14:45:00,05:20:00,0,155,111,A
SE00610,TR01207,ST0165,08:04:00,17:50:00,0,184,100,1
SE00611,TR00308,ST0040,19:33:00,06:07:00,0,124,71,A
SE00612,TR00725,ST0195,09:10:00,21:54:00,300,146,123,Quai Nord
SE00613,TR00175,ST0110,21:18:00,18:44:00,300,44,20,
SE00614,TR00285,ST0196,23:18:00,18:42:00,0,108,151,A
SE00615,TR01049,ST0061,11:34:00,21:51:00,600,68,159,
SE00616,TR01329,ST0247,16:40:00,08:02:00,300,196,16,
SE00617,TR00961,ST0103,15:53:00,12:56:00,60,46,157,1
SE00618,TR00955,ST0181,22:27:00,06:49:00,0,60,18,2
SE00619,TR01181,ST0137,11:41:00,06:23:00,600,168,189,
SE00620,TR00559,ST0230,05:42:00,06:07:00,0,126,159,B
SE00621,TR01133,ST0121,06:31:00,13:22:00,180,126,27,
SE00622,TR00326,ST0200,06:09:00,22:02:00,0,118,171,2
SE00623,TR00152,ST0192,11:34:00,21:39:00,0,111,152,2
SE00624,TR00556,ST0217,19:50:00,10:51:00,60,6,58,A
SE00625,TR00917,ST0158,07:14:00,22:15:00,600,61,145,2
SE00626,TR00705,ST0178,17:31:00,23:44:00,120,27,126,Quai Nord
SE00627,TR00805,ST0054,14:00:00,05:36:00,0,171,182,1
SE00628,TR00469,ST0134,19:44:00,13:09:00,0,105,3,A
SE00629,TR00902,ST0011,23:49:00,06:34:00,0,196,117,A
SE00630,TR00212,ST0206,16:51:00,17:15:00,0,15,57,B
SE00631,TR00644,ST0136,07:20:00,18:24:00,0,83,37,
SE00632,TR00271,ST0055,12:14:00,23:42:00,600,142,151,
SE00633,TR00218,ST0216,11:45:00,12:11:00,0,89,77,1
SE00634,TR01336,ST0198,14:06:00,22:30:00,60,177,80,1
SE00635,TR01415,ST0043,17:01:00,11:43:00,0,114,180,Quai Nord
SE00636,TR00501,ST0178,22:42:00,06:49:00,60,21,107,A
SE00637,TR00614,ST0014,06:42:00,17:55:00,0,145,49,1
SE00638,TR00672,ST0145,16:20:00,21:24:00,0,87,200,Quai Sud
SE00639,TR00084,ST0057,12:01:00,20:37:00,0,92,40,Quai Nord
SE00640,TR00429,ST0225,06:30:00,14:02:00,60,165,106,A
SE00641,TR01419,ST0066,05:05:00,09:51:00,0,36,104,1
SE00642,TR01481,ST0211,18:34:00,21:22:00,120,138,128,Quai Sud
SE00643,TR00277,ST0015,08:39:00,18:27:00,0,131,177,B
SE00644,TR00447,ST0066,09:47:00,23:32:00,0,193,182,Quai Nord
SE00645,TR00904,ST0040,08:43:00,07:05:00,60,62,24,B
SE00646,TR00381,ST0063,06:01:00,15:39:00,600,128,175,A
SE00647,TR00047,ST0104,16:04:00,21:17:00,600,30,125,A
SE00648,TR00542,ST0148,06:21:00,08:24:00,0,50,173,Quai Sud
SE00649,TR00327,ST0069,10:39:00,05:53:00,0,20,123,B
SE00650,TR00415,ST0198,18:59:00,18:37:00,300,135,154,A
SE00651,TR00857,ST0093,19:44:00,10:37:00,0,106,108,1
SE00652,TR00926,ST0109,23:30:00,05:46:00,600,72,74,B
SE00653,TR00111,ST0007,05:34:00,11:39:00,600,46,93,Quai Sud
SE00654,TR00537,ST0176,07:14:00,19:05:00,600,35,130,Quai Sud
SE00655,TR01340,ST0001,23:49:00,10:24:00,180,37,132,Quai Sud
SE00656,TR00593,ST0031,15:10:00,08:13:00,0,122,95,1
SE00657,TR00250,ST0072,07:50:00,18:52:00,60,104,74,Quai Nord
SE00658,TR00803,ST0242,06:52:00,16:20:00,0,197,5,Quai Nord
SE00659,TR01476,ST0152,20:56:00,05:03:00,60,62,135,B
SE00660,TR00415,ST0039,12:21:00,14:42:00,600,69,81,
SE00661,TR01099,ST0187,22:22:00,07:48:00,60,59,82,2
SE00662,TR00216,ST0226,08:20:00,08:35:00,0,41,117,Quai Nord
SE00663,TR01154,ST0100,20:00:00,23:12:00,0,131,118,A
SE00664,TR00212,ST0226,20:18:00,17:29:00,300,160,14,
SE00665,TR00337,ST0015,05:06:00,15:38:00,180,156,18,2
SE00666,TR00063,ST0020,22:59:00,12:46:00,300,164,92,Quai Nord
SE00667,TR01460,ST0155,15:21:00,11:56:00,300,24,185,1
SE00668,TR00822,ST0122,06:45:00,06:48:00,120,81,108,A
SE00669,TR00448,ST0123,11:02:00,17:51:00,0,9,146,Quai Sud
SE00670,TR00558,ST0127,05:05:00,15:24:00,0,116,133,1
SE00671,TR00910,ST0011,18:10:00,09:17:00,300,47,1,1
SE00672,TR00461,ST0093,08:02:00,14:58:00,0,139,86,Quai Sud
SE00673,TR00664,ST0084,12:08:00,21:55:00,0,34,178,B
SE00674,TR00403,ST0028,05:45:00,17:55:00,120,59,21,Quai Sud
SE00675,TR01111,ST0190,23:02:00,22:23:00,300,120,176,Quai Nord
SE00676,TR00118,ST0049,19:35:00,15:46:00,180,36,42,2
SE00677,TR00124,ST0108,05:30:00,21:48:00,180,21,38,1
SE00678,TR01398,ST0133,20:40:00,12:29:00,600,3,194,1
SE00679,TR01042,ST0147,23:46:00,11:42:00,0,187,155,2
SE00680,TR01073,ST0020,11:54:00,07:50:00,0,176,4,Quai Sud
SE00681,TR01278,ST0058,17:30:00,11:51:00,0,89,107,A
SE00682,TR00123,ST0185,23:17:00,23:09:00,0,48,163,B
SE00683,TR01358,ST0047,21:50:00,17:07:00,0,20,140,Quai Sud
SE00684,TR00283,ST0165,22:58:00,15:02:00,0,34,45,2
SE00685,TR00074,ST0012,17:57:00,16:44:00,0,86,178,2
SE00686,TR00881,ST0186,10:59:00,19:21:00,0,179,15,1
SE00687,TR00109,ST0068,08:33:00,07:34:00,0,161,87,2
SE00688,TR00173,ST0042,08:26:00,23:34:00,120,120,194,B
SE00689,TR00438,ST0224,23:26:00,22:47:00,120,65,60,Quai Sud
SE00690,TR00146,ST0077,06:01:00,15:17:00,300,99,117,B
SE00691,TR00196,ST0222,17:16:00,21:36:00,0,70,104,1
SE00692,TR00337,ST0011,19:11:00,07:47:00,0,73,157,
SE00693,TR00619,ST0222,06:01:00,05:02:00,0,98,66,Quai Sud
SE00694,TR01479,ST0044,07:11:00,15:55:00,600,84,14,
SE00695,TR01241,ST0226,20:00:00,11:31:00,120,85,108,Quai Nord
SE00696,TR01133,ST0190,13:10:00,06:38:00,300,49,70,B
SE00697,TR00211,ST0040,09:11:00,15:03:00,0,6,9,2
SE00698,TR01053,ST0036,23:44:00,14:16:00,0,46,10,Quai Nord
SE00699,TR00016,ST0098,11:57:00,22:53:00,300,10,197,B
SE00700,TR01347,ST0040,05:26:00,10:01:00,180,41,160,Quai Sud
SE00701,TR01041,ST0244,20:50:00,19:59:00,300,88,72,2
SE00702,TR00586,ST0010,16:28:00,22:05:00,0,138,164,Quai Sud
SE00703,TR01383,ST0043,15:36:00,14:10:00,300,149,67,2
SE00704,TR00520,ST0039,18:10:00,14:29:00,600,69,61,Quai Nord
SE00705,TR01437,ST0037,23:33:00,07:06:00,300,177,108,2
SE00706,TR00680,ST0108,19:55:00,23:47:00,60,180,51,2
SE00707,TR00973,ST0155,09:08:00,12:48:00,0,75,19,
SE00708,TR00935,ST0199,08:32:00,17:45:00,120,76,197,
SE00709,TR01294,ST0216,16:06:00,16:27:00,180,198,176,Quai Nord
SE00710,TR00357,ST0083,19:41:00,18:07:00,120,47,93,
SE00711,TR00035,ST0024,19:06:00,14:24:00,120,103,14,B
SE00712,TR01269,ST0162,18:14:00,18:22:00,0,175,148,A
SE00713,TR00136,ST0124,14:23:00,10:02:00,600,84,79,A
SE00714,TR00426,ST0197,23:56:00,14:36:00,0,96,183,Quai Nord
SE00715,TR00852,ST0131,08:41:00,11:17:00,180,73,145,
SE00716,TR00493,ST0226,21:38:00,12:50:00,600,77,126,Quai Sud
SE00717,TR01341,ST0095,21:12:00,18:48:00,60,150,24,
SE00718,TR00304,ST0030,19:30:00,13:06:00,600,125,45,2
SE00719,TR00216,ST0246,08:26:00,22:10:00,60,133,105,2
SE00720,TR00142,ST0166,05:28:00,18:16:00,600,101,32,B
SE00721,TR00228,ST0086,13:50:00,14:39:00,60,53,180,
SE00722,TR00894,ST0008,23:54:00,07:40:00,180,98,168,Quai Nord
SE00723,TR00685,ST0242,23:08:00,21:58:00,300,92,42,Quai Sud
SE00724,TR01401,ST0044,09:34:00,11:32:00,120,163,180,Quai Nord
SE00725,TR01221,ST0112,19:00:00,15:35:00,0,197,168,1
SE00726,TR01110,ST0087,17:25:00,16:07:00,300,131,149,2
SE00727,TR01452,ST0088,08:49:00,23:40:00,0,142,179,Quai Nord
SE00728,TR00732,ST0047,09:42:00,07:45:00,120,193,104,2
SE00729,TR00215,ST0122,08:52:00,14:32:00,300,2,141,Quai Nord
SE00730,TR00508,ST0202,09:12:00,05:41:00,0,91,7,B
SE00731,TR00519,ST0033,19:16:00,15:10:00,300,188,111,A
SE00732,TR00819,ST0158,11:10:00,09:15:00,0,116,55,B
SE00733,TR00115,ST0247,16:07:00,13:32:00,120,64,67,
SE00734,TR00771,ST0155,05:48:00,09:06:00,0,189,29,B
SE00735,TR00992,ST0049,21:43:00,22:32:00,120,153,162,A
SE00736,TR01395,ST0089,15:44:00,10:35:00,300,24,4,
SE00737,TR00461,ST0139,17:35:00,21:47:00,0,46,2,Quai Nord
SE00738,TR01359,ST0243,23:27:00,14:56:00,60,142,106,1
SE00739,TR00072,ST0210,07:35:00,12:11:00,300,21,177,2
SE00740,TR00814,ST0106,15:18:00,18:25:00,120,154,126,1
SE00741,TR00855,ST0206,07:12:00,11:07:00,300,137,176,2
SE00742,TR01364,ST0180,05:50:00,21:36:00,0,3,78,B
SE00743,TR00249,ST0113,05:19:00,10:42:00,300,45,120,A
SE00744,TR01458,ST0012,06:23:00,23:00:00,0,107,0,B
SE00745,TR00878,ST0073,20:02:00,19:25:00,0,21,172,B
SE00746,TR00510,ST0145,19:10:00,13:01:00,0,113,26,1
SE00747,TR00008,ST0117,18:34:00,12:23:00,180,85,75,Quai Nord
SE00748,TR00941,ST0192,23:56:00,12:16:00,300,103,160,1
SE00749,TR00752,ST0183,05:30:00,16:40:00,120,141,34,B
SE00750,TR00206,ST0193,13:24:00,10:15:00,600,49,131,B
SE00751,TR00998,ST0106,11:11:00,16:15:00,600,71,95,Quai Sud
SE00752,TR01407,ST0224,07:05:00,23:03:00,0,103,10,1
SE00753,TR00325,ST0142,07:30:00,23:13:00,0,58,36,Quai Nord
SE00754,TR01199,ST0085,17:57:00,06:19:00,120,53,88,2
SE00755,TR00077,ST0244,12:20:00,09:42:00,300,75,107,A
SE00756,TR00856,ST0191,12:29:00,23:03:00,0,79,103,Quai Nord
SE00757,TR01338,ST0110,23:47:00,15:44:00,0,41,61,B
SE00758,TR01102,ST0089,22:28:00,12:13:00,300,19,22,1
SE00759,TR00994,ST0065,20:42:00,14:35:00,0,0,38,Quai Nord
SE00760,TR00477,ST0028,05:34:00,05:26:00,0,97,43,2
SE00761,TR00037,ST0214,13:01:00,07:50:00,120,172,121,1
SE00762,TR01301,ST0247,10:12:00,08:48:00,120,154,31,2
SE00763,TR00329,ST0038,06:53:00,09:36:00,600,9,76,B
SE00764,TR00561,ST0030,23:57:00,10:24:00,300,33,95,A
SE00765,TR00997,ST0113,15:27:00,23:08:00,600,111,20,2
SE00766,TR00858,ST0161,18:30:00,05:38:00,600,126,143,Quai Sud
SE00767,TR00480,ST0173,16:29:00,19:09:00,600,91,197,2
SE00768,TR00208,ST0137,06:20:00,21:52:00,300,40,184,Quai Sud
