reading_id,meter_id,reading_date,reading_value,unit,reading_type,reported_by,validated
RDG000370,MTR000241,2022-09-16,3727.13,m3,actual,technician,true
RDG000371,MTR000354,2022-05-30,2587.34,kWh,actual,smart_meter,false
RDG000372,MTR000199,2023-12-27,4526.09,m3,actual,technician,false
RDG000373,MTR000286,2023-08-24,3697.38,kWh,actual,technician,true
RDG000374,MTR000303,2022-08-09,9170.49,kWh,smart_auto,customer,true
RDG000375,MTR000379,2024-07-08,13818.78,kWh,estimated,smart_meter,true
RDG000376,MTR000380,2023-08-16,12538.59,kWh,estimated,smart_meter,true
RDG000377,MTR000376,2025-04-22,958.08,m3,smart_auto,customer,true
RDG000378,MTR000004,2024-01-28,2988.09,m3,smart_auto,smart_meter,true
RDG000379,MTR000195,2022-12-28,4874.51,kWh,smart_auto,smart_meter,false
RDG000380,MTR000144,2022-07-18,4726.6,m3,actual,technician,true
RDG000381,MTR000175,2024-11-26,289.03,m3,smart_auto,smart_meter,false
RDG000382,MTR000219,2024-02-26,4350.33,kWh,estimated,customer,true
RDG000383,MTR000022,2023-03-08,4079.24,m3,estimated,smart_meter,true
RDG000384,MTR000295,2023-10-06,4403.94,m3,actual,technician,true
RDG000385,MTR000085,2023-07-15,636.83,m3,estimated,technician,true
RDG000386,MTR000087,2023-06-16,1477.97,m3,smart_auto,customer,true
RDG000387,MTR000342,2022-07-16,4251.57,kWh,actual,smart_meter,false
RDG000388,MTR000387,2025-05-10,885.82,m3,actual,smart_meter,false
RDG000389,MTR000100,2022-02-22,199.31,kWh,estimated,customer,true
RDG000390,MTR000293,2024-06-30,6454.89,kWh,smart_auto,customer,true
RDG000391,MTR000152,2025-12-17,4594.08,m3,actual,technician,true
RDG000392,MTR000253,2022-10-08,1352.13,m3,estimated,smart_meter,false
RDG000393,MTR000060,2022-06-11,14529.75,kWh,smart_auto,customer,false
RDG000394,MTR000039,2024-11-04,1669.22,m3,estimated,technician,true
RDG000395,MTR000323,2025-10-08,3690.83,m3,actual,smart_meter,false
RDG000396,MTR000162,2022-03-20,13394.86,kWh,estimated,customer,false
RDG000397,MTR000267,2025-02-17,4831.16,kWh,smart_auto,smart_meter,true
RDG000398,MTR000325,2023-05-19,3155.06,m3,actual,smart_meter,true
RDG000399,MTR000113,2023-06-28,3383.07,m3,estimated,customer,true
RDG000400,MTR000096,2023-08-02,3681.13,m3,actual,customer,false
RDG000401,MTR000046,2023-03-15,4756.62,m3,actual,technician,true
RDG000402,MTR000252,2023-03-04,8410.28,kWh,smart_auto,customer,true
RDG000403,MTR000215,2025-06-10,3455.51,m3,estimated,smart_meter,false
RDG000404,MTR000121,2024-09-18,3206.69,m3,smart_auto,smart_meter,true
RDG000405,MTR000154,2023-08-22,4211.42,m3,smart_auto,technician,true
RDG000406,MTR000323,2024-01-02,1991.44,m3,smart_auto,technician,true
RDG000407,MTR000050,2023-08-12,3362.06,kWh,estimated,technician,true
RDG000408,MTR000127,2022-08-26,9970.03,kWh,actual,technician,true
RDG000409,MTR000339,2025-11-28,1791.69,kWh,estimated,smart_meter,true
RDG000410,MTR000397,2024-09-28,4416.75,m3,smart_auto,technician,false
RDG000411,MTR000121,2023-07-03,193.36,m3,smart_auto,customer,true
RDG000412,MTR000032,2023-10-24,2833.17,m3,estimated,smart_meter,true
RDG000413,MTR000211,2024-06-24,5931.54,kWh,estimated,technician,true
RDG000414,MTR000028,2023-03-25,1378.17,m3,estimated,smart_meter,true
RDG000415,MTR000158,2023-03-30,6769.78,kWh,smart_auto,customer,false
RDG000416,MTR000106,2022-08-14,11715.32,kWh,smart_auto,smart_meter,true
RDG000417,MTR000067,2022-02-10,9113.92,kWh,smart_auto,customer,true
RDG000418,MTR000047,2023-11-14,11728.46,kWh,estimated,smart_meter,true
RDG000419,MTR000336,2023-03-08,833.31,kWh,estimated,smart_meter,true
RDG000420,MTR000081,2024-03-21,12588.42,kWh,smart_auto,customer,true
RDG000421,MTR000083,2023-11-10,13668.74,kWh,estimated,customer,false
RDG000422,MTR000376,2022-01-28,1281.08,m3,actual,customer,false
RDG000423,MTR000053,2024-09-20,7572.34,kWh,actual,customer,true
RDG000424,MTR000155,2025-07-17,170.01,m3,smart_auto,customer,true
RDG000425,MTR000140,2024-02-13,11273.74,kWh,smart_auto,technician,true
RDG000426,MTR000380,2022-06-23,13161.66,kWh,actual,customer,false
RDG000427,MTR000370,2024-04-30,3532.27,m3,actual,customer,false
RDG000428,MTR000278,2022-11-07,3044.12,m3,actual,smart_meter,false
RDG000429,MTR000201,2025-05-25,1011.71,m3,estimated,technician,true
RDG000430,MTR000263,2023-09-11,11177.9,kWh,estimated,technician,true
RDG000431,MTR000052,2025-09-05,1358.14,m3,smart_auto,technician,true
RDG000432,MTR000150,2023-04-01,2176.2,m3,estimated,smart_meter,true
RDG000433,MTR000248,2025-12-10,4337.9,kWh,smart_auto,smart_meter,true
RDG000434,MTR000196,2024-10-14,356.47,kWh,smart_auto,technician,true
RDG000435,MTR000391,2022-08-10,8244.06,kWh,estimated,customer,false
RDG000436,MTR000013,2023-04-21,2016.88,m3,estimated,technician,true
RDG000437,MTR000289,2023-09-29,589.29,m3,estimated,customer,false
RDG000438,MTR000043,2022-12-13,522.18,m3,actual,technician,false
RDG000439,MTR000128,2024-04-05,1349.94,kWh,smart_auto,technician,false
RDG000440,MTR000371,2023-04-22,4206.27,m3,actual,technician,true
RDG000441,MTR000211,2023-11-23,4740.68,kWh,actual,customer,true
RDG000442,MTR000353,2024-04-12,2848.3,m3,actual,technician,false
RDG000443,MTR000108,2024-09-27,3787.44,m3,smart_auto,technician,true
RDG000444,MTR000334,2024-08-02,3612.52,kWh,smart_auto,technician,false
RDG000445,MTR000285,2022-06-16,4300.33,m3,actual,technician,false
RDG000446,MTR000040,2022-01-28,5697.72,kWh,actual,smart_meter,false
RDG000447,MTR000063,2024-06-15,2576.33,kWh,actual,customer,true
RDG000448,MTR000254,2024-12-10,895.07,m3,estimated,customer,false
RDG000449,MTR000281,2022-01-19,2119.83,m3,estimated,customer,true
RDG000450,MTR000151,2025-10-17,10827.15,kWh,estimated,smart_meter,true
RDG000451,MTR000315,2025-02-28,13354.22,kWh,smart_auto,customer,true
RDG000452,MTR000149,2023-02-23,7896.44,kWh,smart_auto,smart_meter,true
RDG000453,MTR000266,2024-08-24,9107.31,kWh,estimated,customer,true
RDG000454,MTR000383,2022-10-05,3614.64,m3,actual,smart_meter,false
RDG000455,MTR000243,2024-05-02,98.61,m3,actual,customer,true
RDG000456,MTR000035,2022-01-12,4966.89,m3,estimated,smart_meter,true
RDG000457,MTR000103,2025-01-06,3485.52,m3,estimated,technician,true
RDG000458,MTR000032,2025-05-02,3143.62,m3,actual,customer,true
RDG000459,MTR000326,2023-04-08,8431.43,kWh,estimated,smart_meter,true
RDG000460,MTR000099,2024-05-22,1409.17,m3,smart_auto,smart_meter,true
RDG000461,MTR000189,2024-04-05,9405.06,kWh,estimated,smart_meter,false
RDG000462,MTR000329,2022-06-08,9924.58,kWh,smart_auto,customer,true
RDG000463,MTR000375,2023-01-01,3324.98,kWh,estimated,smart_meter,true
RDG000464,MTR000065,2025-04-17,3994.58,m3,smart_auto,technician,true
RDG000465,MTR000295,2025-04-27,3871.29,m3,smart_auto,technician,false
RDG000466,MTR000316,2024-08-27,3359.06,m3,actual,customer,true
RDG000467,MTR000119,2022-07-07,4945.98,m3,smart_auto,customer,true
RDG000468,MTR000085,2022-01-01,2403.55,m3,estimated,customer,true
RDG000469,MTR000071,2024-06-19,7724.41,kWh,estimated,smart_meter,true
RDG000470,MTR000168,2022-08-29,4608.12,kWh,actual,smart_meter,true
RDG000471,MTR000194,2025-12-17,11631.4,kWh,estimated,technician,true
RDG000472,MTR000268,2022-06-10,1619.01,m3,smart_auto,customer,true
RDG000473,MTR000325,2025-12-27,4176.34,m3,actual,technician,false
RDG000474,MTR000227,2023-05-29,2475.96,m3,smart_auto,customer,false
RDG000475,MTR000223,2022-12-31,3277.86,m3,actual,technician,true
RDG000476,MTR000395,2024-05-18,3366.69,m3,actual,smart_meter,false
RDG000477,MTR000098,2023-01-02,5798.62,kWh,smart_auto,customer,true
RDG000478,MTR000227,2023-02-04,1836.91,m3,actual,smart_meter,true
RDG000479,MTR000169,2024-01-26,1502.22,kWh,estimated,smart_meter,true
RDG000480,MTR000311,2025-08-18,1401.49,m3,estimated,smart_meter,true
RDG000481,MTR000204,2025-11-25,267.39,m3,smart_auto,technician,true
RDG000482,MTR000321,2025-03-17,333.27,m3,actual,smart_meter,true
RDG000483,MTR000312,2024-10-01,9520.38,kWh,actual,technician,false
RDG000484,MTR000332,2022-08-01,11283.74,kWh,actual,technician,true
RDG000485,MTR000314,2022-11-10,4476.61,m3,smart_auto,smart_meter,true
RDG000486,MTR000068,2022-09-02,459.98,m3,actual,technician,false
RDG000487,MTR000364,2022-07-19,358.51,m3,smart_auto,technician,true
RDG000488,MTR000336,2022-02-04,9248.66,kWh,estimated,smart_meter,true
RDG000489,MTR000364,2025-04-16,887.61,m3,smart_auto,technician,false
RDG000490,MTR000008,2024-04-05,14114.12,kWh,estimated,smart_meter,false
RDG000491,MTR000032,2024-10-24,371.53,m3,actual,smart_meter,true
RDG000492,MTR000043,2022-04-02,904.3,m3,estimated,smart_meter,true
RDG000493,MTR000353,2022-12-21,2552.06,m3,smart_auto,smart_meter,true
RDG000494,MTR000160,2023-12-20,4179.07,kWh,actual,technician,true
RDG000495,MTR000291,2022-06-26,4188.72,m3,smart_auto,technician,true
RDG000496,MTR000060,2023-01-09,13778.37,kWh,smart_auto,customer,true
RDG000497,MTR000163,2022-02-11,2976.19,m3,actual,customer,true
RDG000498,MTR000327,2022-06-16,1903.92,m3,smart_auto,customer,true
RDG000499,MTR000349,2023-01-27,9670.53,kWh,smart_auto,smart_meter,true
RDG000500,MTR000159,2025-12-16,314.01,m3,estimated,customer,true
RDG000501,MTR000072,2024-04-27,2846.95,m3,actual,customer,true
RDG000502,MTR000103,2023-08-28,926.7,m3,estimated,smart_meter,true
RDG000503,MTR000136,2023-12-29,1476.94,kWh,smart_auto,technician,true
RDG000504,MTR000396,2024-07-09,9663.21,kWh,smart_auto,smart_meter,true
RDG000505,MTR000019,2025-04-13,4750.84,m3,estimated,customer,false
RDG000506,MTR000292,2025-12-09,3238.88,kWh,estimated,technician,false
RDG000507,MTR000350,2023-03-01,3991.54,m3,estimated,smart_meter,false
RDG000508,MTR000283,2023-07-05,4157.8,m3,actual,smart_meter,true
RDG000509,MTR000133,2023-06-19,1130.36,m3,actual,customer,false
RDG000510,MTR000338,2024-08-31,9503.59,kWh,actual,technician,false
RDG000511,MTR000166,2024-02-13,5647.01,kWh,smart_auto,smart_meter,true
RDG000512,MTR000166,2025-07-13,10549.2,kWh,estimated,customer,true
RDG000513,MTR000216,2023-11-21,2403.7,m3,smart_auto,customer,true
RDG000514,MTR000184,2024-08-14,1566.06,m3,smart_auto,customer,true
RDG000515,MTR000225,2024-07-23,12157.4,kWh,smart_auto,smart_meter,false
RDG000516,MTR000223,2024-08-27,3668.23,m3,actual,technician,false
RDG000517,MTR000192,2024-09-15,3024.66,m3,smart_auto,technician,true
RDG000518,MTR000021,2023-04-25,4855.29,m3,smart_auto,customer,true
RDG000519,MTR000219,2025-03-28,11633.68,kWh,estimated,smart_meter,true
RDG000520,MTR000084,2023-09-08,7731.84,kWh,smart_auto,smart_meter,false
RDG000521,MTR000102,2025-03-09,14277.26,kWh,actual,customer,false
RDG000522,MTR000171,2022-04-21,3953.42,m3,actual,technician,true
RDG000523,MTR000178,2022-12-05,6934.83,kWh,estimated,customer,false
RDG000524,MTR000076,2022-12-19,1042.01,m3,estimated,technician,true
RDG000525,MTR000095,2023-02-21,3619.14,kWh,estimated,customer,false
RDG000526,MTR000126,2025-02-11,812.98,m3,estimated,customer,true
RDG000527,MTR000082,2024-08-22,1756.32,m3,smart_auto,smart_meter,true
RDG000528,MTR000358,2024-08-25,1101.83,m3,smart_auto,technician,true
RDG000529,MTR000362,2022-07-16,1251.57,m3,estimated,customer,true
RDG000530,MTR000391,2024-03-29,14035.41,kWh,estimated,technician,false
RDG000531,MTR000374,2025-05-07,4369.78,m3,estimated,smart_meter,true
RDG000532,MTR000178,2025-04-16,7375.81,kWh,actual,customer,false
RDG000533,MTR000092,2024-01-26,11540.87,kWh,estimated,technician,false
RDG000534,MTR000001,2024-03-26,9197.44,kWh,actual,smart_meter,true
RDG000535,MTR000071,2022-04-01,7549.25,kWh,actual,technician,true
RDG000536,MTR000048,2025-09-01,5159.84,kWh,actual,technician,true
RDG000537,MTR000146,2025-10-14,4735.27,kWh,estimated,customer,true
RDG000538,MTR000216,2024-03-26,938.61,m3,smart_auto,smart_meter,true
RDG000539,MTR000239,2023-12-11,12112.81,kWh,smart_auto,smart_meter,true
RDG000540,MTR000336,2022-01-26,12950.75,kWh,actual,technician,true
RDG000541,MTR000295,2025-11-06,2559.5,m3,estimated,customer,true
RDG000542,MTR000335,2024-04-02,4801.61,m3,estimated,customer,true
RDG000543,MTR000218,2025-07-22,3953.87,kWh,actual,smart_meter,true
RDG000544,MTR000258,2024-08-27,1895.49,m3,smart_auto,technician,false
RDG000545,MTR000187,2023-01-02,1763.91,kWh,estimated,smart_meter,true
RDG000546,MTR000346,2022-01-15,446.05,m3,estimated,smart_meter,false
RDG000547,MTR000133,2025-06-12,1028.18,m3,smart_auto,technician,true
RDG000548,MTR000025,2022-03-23,7024.97,kWh,actual,technician,true
RDG000549,MTR000188,2025-05-12,846.1,kWh,smart_auto,technician,true
RDG000550,MTR000218,2023-08-30,5128.18,kWh,actual,smart_meter,true
RDG000551,MTR000092,2024-05-04,4469.27,kWh,actual,technician,true
RDG000552,MTR000153,2025-05-05,9576.14,kWh,actual,technician,false
RDG000553,MTR000019,2024-03-22,2679.78,m3,actual,customer,true
RDG000554,MTR000274,2022-10-24,1509.13,kWh,smart_auto,technician,true
RDG000555,MTR000141,2024-07-27,5246.26,kWh,smart_auto,smart_meter,true
RDG000556,MTR000376,2025-03-11,4111.4,m3,estimated,customer,true
RDG000557,MTR000168,2022-10-28,5654.65,kWh,smart_auto,smart_meter,false
RDG000558,MTR000052,2022-06-11,1940.47,m3,estimated,smart_meter,false
RDG000559,MTR000155,2022-02-15,2141.52,m3,actual,smart_meter,true
RDG000560,MTR000370,2022-06-12,3281.83,m3,estimated,customer,true
RDG000561,MTR000293,2023-09-13,3988.54,kWh,smart_auto,smart_meter,false
RDG000562,MTR000125,2022-04-11,3486.57,m3,estimated,smart_meter,true
RDG000563,MTR000111,2024-06-13,11434.71,kWh,estimated,smart_meter,false
RDG000564,MTR000399,2024-10-24,2867.13,kWh,smart_auto,customer,false
RDG000565,MTR000205,2025-10-20,4553.24,m3,estimated,technician,true
RDG000566,MTR000209,2024-04-28,1075.32,m3,smart_auto,customer,true
RDG000567,MTR000137,2025-07-24,6990.37,kWh,estimated,customer,true
RDG000568,MTR000116,2023-10-27,139.46,m3,actual,customer,false
RDG000569,MTR000148,2025-06-01,3654.41,m3,estimated,smart_meter,true
RDG000570,MTR000326,2025-01-13,8968.94,kWh,estimated,technician,false
RDG000571,MTR000007,2023-10-17,1747.61,m3,estimated,technician,true
RDG000572,MTR000237,2024-10-18,12829.9,kWh,actual,smart_meter,false
RDG000573,MTR000088,2023-06-08,3381.28,m3,estimated,customer,false
RDG000574,MTR000293,2025-07-17,14519.08,kWh,estimated,smart_meter,true
RDG000575,MTR000043,2024-12-20,1077.38,m3,estimated,technician,true
RDG000576,MTR000385,2025-10-13,4798.54,kWh,estimated,customer,true
RDG000577,MTR000320,2025-07-02,8815.56,kWh,estimated,smart_meter,true
RDG000578,MTR000213,2022-02-17,4979.34,m3,estimated,smart_meter,false
RDG000579,MTR000252,2024-02-08,14846.24,kWh,smart_auto,customer,true
RDG000580,MTR000311,2022-09-10,4746.65,m3,actual,technician,true
RDG000581,MTR000109,2025-03-14,4961.05,m3,estimated,customer,true
RDG000582,MTR000393,2024-04-01,3898.75,m3,smart_auto,technician,true
RDG000583,MTR000385,2025-05-12,3344.51,kWh,estimated,technician,true
RDG000584,MTR000323,2025-11-07,572.91,m3,smart_auto,smart_meter,true
RDG000585,MTR000258,2024-03-14,2701.35,m3,actual,technician,true
RDG000586,MTR000388,2024-07-09,2346.37,m3,actual,customer,true
RDG000587,MTR000148,2023-11-16,66.52,m3,estimated,smart_meter,true
RDG000588,MTR000350,2024-02-25,4541.04,m3,smart_auto,smart_meter,true
RDG000589,MTR000215,2025-07-27,2080.95,m3,actual,smart_meter,true
RDG000590,MTR000071,2024-10-27,9184.62,kWh,actual,smart_meter,false
RDG000591,MTR000375,2022-02-16,6190.75,kWh,estimated,smart_meter,true
RDG000592,MTR000086,2024-08-24,2868.07,m3,smart_auto,customer,true
RDG000593,MTR000012,2025-09-01,3727.68,m3,estimated,smart_meter,false
RDG000594,MTR000099,2022-11-27,4259.03,m3,estimated,technician,false
RDG000595,MTR000123,2025-12-30,917.29,m3,actual,technician,true
RDG000596,MTR000151,2022-03-05,1065.71,kWh,actual,smart_meter,true
RDG000597,MTR000236,2025-05-20,3751.2,kWh,estimated,customer,true
RDG000598,MTR000237,2022-08-16,7553.2,kWh,smart_auto,technician,true
RDG000599,MTR000126,2022-05-24,2337.95,m3,actual,smart_meter,true
RDG000600,MTR000350,2024-11-30,3400.52,m3,estimated,technician,true
RDG000601,MTR000214,2025-01-05,4790.0,m3,actual,smart_meter,false
RDG000602,MTR000332,2022-02-18,14839.21,kWh,estimated,technician,false
RDG000603,MTR000031,2024-03-26,4465.15,kWh,smart_auto,customer,true
RDG000604,MTR000205,2024-11-13,3597.29,m3,smart_auto,smart_meter,true
RDG000605,MTR000220,2022-08-01,11832.61,kWh,actual,technician,false
RDG000606,MTR000386,2022-12-13,11895.12,kWh,estimated,technician,false
RDG000607,MTR000174,2023-05-13,752.65,m3,estimated,customer,true
RDG000608,MTR000050,2025-11-21,5017.38,kWh,actual,technician,false
RDG000609,MTR000252,2023-06-17,11312.29,kWh,estimated,technician,false
RDG000610,MTR000228,2024-07-11,1686.77,m3,smart_auto,technician,false
RDG000611,MTR000141,2022-10-14,8956.98,kWh,actual,smart_meter,true
RDG000612,MTR000014,2024-01-30,1144.06,m3,smart_auto,technician,false
RDG000613,MTR000150,2022-11-21,1567.98,m3,smart_auto,smart_meter,true
RDG000614,MTR000244,2025-10-10,3579.74,m3,estimated,customer,false
RDG000615,MTR000356,2025-05-29,2015.44,kWh,estimated,technician,true
RDG000616,MTR000327,2023-03-10,1178.19,m3,smart_auto,technician,true
RDG000617,MTR000300,2024-01-16,109.73,m3,smart_auto,smart_meter,false
RDG000618,MTR000265,2025-06-20,6147.09,kWh,actual,technician,false
RDG000619,MTR000080,2024-10-23,2956.32,m3,estimated,smart_meter,true
RDG000620,MTR000194,2024-09-20,12994.59,kWh,smart_auto,customer,false
RDG000621,MTR000247,2024-02-17,2713.27,kWh,actual,smart_meter,true
RDG000622,MTR000176,2023-02-27,3449.9,kWh,actual,customer,true
RDG000623,MTR000312,2022-09-02,11692.41,kWh,smart_auto,customer,true
RDG000624,MTR000256,2025-07-31,6943.89,kWh,actual,smart_meter,false
RDG000625,MTR000117,2024-01-15,3719.82,m3,smart_auto,customer,true
RDG000626,MTR000321,2023-11-06,539.26,m3,smart_auto,customer,true
RDG000627,MTR000284,2025-01-06,14428.68,kWh,actual,customer,true
RDG000628,MTR000291,2023-05-17,2638.6,m3,estimated,smart_meter,true
RDG000629,MTR000354,2023-05-17,14051.37,kWh,actual,smart_meter,false
RDG000630,MTR000234,2025-06-01,2743.72,kWh,estimated,smart_meter,true
RDG000631,MTR000047,2022-05-11,11172.35,kWh,actual,smart_meter,true
RDG000632,MTR000032,2023-05-15,1078.27,m3,smart_auto,smart_meter,true
RDG000633,MTR000238,2022-04-15,1564.23,kWh,estimated,smart_meter,true
RDG000634,MTR000101,2024-06-24,2417.58,m3,actual,technician,true
RDG000635,MTR000052,2023-03-17,2734.73,m3,smart_auto,technician,true
RDG000636,MTR000292,2024-05-30,243.08,kWh,actual,smart_meter,true
RDG000637,MTR000399,2025-04-21,9675.15,kWh,smart_auto,smart_meter,true
RDG000638,MTR000001,2024-04-13,3851.04,kWh,smart_auto,technician,true
RDG000639,MTR000324,2024-11-04,923.83,m3,estimated,smart_meter,true
RDG000640,MTR000331,2024-12-25,1533.2,m3,actual,technician,true
RDG000641,MTR000348,2023-09-25,8462.84,kWh,smart_auto,technician,true
RDG000642,MTR000388,2024-09-25,4731.2,m3,actual,technician,false
RDG000643,MTR000241,2023-01-02,2504.15,m3,actual,technician,false
RDG000644,MTR000156,2024-06-26,518.11,m3,estimated,smart_meter,false
RDG000645,MTR000276,2023-02-01,4121.66,m3,actual,customer,true
RDG000646,MTR000158,2023-10-18,7576.52,kWh,smart_auto,technician,true
RDG000647,MTR000351,2025-06-02,4570.92,kWh,actual,smart_meter,false
RDG000648,MTR000080,2023-01-29,1652.64,m3,estimated,customer,true
RDG000649,MTR000313,2023-10-29,3329.82,m3,smart_auto,technician,false
RDG000650,MTR000305,2023-07-06,11852.35,kWh,actual,technician,true
RDG000651,MTR000156,2023-09-20,1885.42,m3,estimated,smart_meter,true
RDG000652,MTR000382,2023-09-23,1610.97,m3,estimated,smart_meter,true
RDG000653,MTR000391,2024-04-07,6315.14,kWh,actual,technician,true
RDG000654,MTR000331,2024-07-24,4036.59,m3,estimated,customer,false
RDG000655,MTR000104,2023-06-09,1082.61,m3,estimated,technician,true
RDG000656,MTR000165,2024-02-23,2166.12,m3,estimated,smart_meter,false
RDG000657,MTR000379,2023-03-17,3071.84,kWh,smart_auto,smart_meter,true
RDG000658,MTR000141,2023-05-13,1691.84,kWh,actual,technician,false
RDG000659,MTR000246,2025-04-29,4710.4,m3,estimated,customer,false
RDG000660,MTR000200,2025-12-17,3454.61,m3,estimated,customer,true
RDG000661,MTR000311,2022-05-02,2951.27,m3,actual,customer,false
RDG000662,MTR000176,2024-01-27,4213.09,kWh,estimated,technician,true
RDG000663,MTR000242,2022-06-01,714.71,m3,estimated,smart_meter,true
RDG000664,MTR000078,2025-04-22,4376.06,m3,estimated,smart_meter,true
RDG000665,MTR000288,2023-05-18,485.63,m3,estimated,smart_meter,false
RDG000666,MTR000391,2025-02-14,9944.29,kWh,smart_auto,technician,false
RDG000667,MTR000012,2022-05-20,745.31,m3,smart_auto,smart_meter,false
RDG000668,MTR000161,2024-01-10,4788.14,m3,estimated,smart_meter,true
RDG000669,MTR000095,2023-04-12,4886.88,kWh,estimated,technician,true
RDG000670,MTR000102,2025-12-12,10197.27,kWh,estimated,technician,false
RDG000671,MTR000383,2022-10-15,4666.77,m3,actual,smart_meter,true
RDG000672,MTR000219,2024-09-23,6004.99,kWh,actual,smart_meter,true
RDG000673,MTR000263,2025-03-04,5664.77,kWh,estimated,customer,false
RDG000674,MTR000168,2024-10-04,11873.05,kWh,estimated,smart_meter,true
RDG000675,MTR000325,2022-06-04,382.19,m3,smart_auto,customer,false
RDG000676,MTR000400,2022-11-21,1773.79,kWh,smart_auto,customer,false
RDG000677,MTR000240,2023-01-26,9189.47,kWh,actual,smart_meter,true
RDG000678,MTR000142,2022-11-08,7039.16,kWh,smart_auto,technician,true
RDG000679,MTR000094,2023-11-27,9752.81,kWh,estimated,smart_meter,false
RDG000680,MTR000379,2024-06-04,12321.11,kWh,actual,technician,false
RDG000681,MTR000151,2024-03-09,194.67,kWh,actual,customer,true
RDG000682,MTR000166,2023-06-15,6464.53,kWh,actual,smart_meter,false
RDG000683,MTR000394,2024-07-26,1666.77,m3,smart_auto,smart_meter,true
RDG000684,MTR000395,2023-12-28,4116.55,m3,smart_auto,smart_meter,true
RDG000685,MTR000097,2023-02-27,11617.58,kWh,estimated,customer,true
RDG000686,MTR000014,2022-03-22,2690.44,m3,actual,smart_meter,true
RDG000687,MTR000036,2023-10-08,4979.17,kWh,actual,smart_meter,true
RDG000688,MTR000104,2024-05-18,1549.5,m3,estimated,customer,true
RDG000689,MTR000396,2022-10-09,5394.64,kWh,estimated,customer,true
RDG000690,MTR000014,2023-03-04,2247.56,m3,estimated,customer,true
RDG000691,MTR000225,2023-02-26,6047.76,kWh,estimated,smart_meter,true
RDG000692,MTR000048,2024-11-03,14541.73,kWh,smart_auto,smart_meter,false
RDG000693,MTR000063,2023-03-06,2526.96,kWh,actual,technician,false
RDG000694,MTR000310,2023-10-11,1824.03,m3,estimated,customer,true
RDG000695,MTR000047,2024-01-07,12016.89,kWh,estimated,technician,false
RDG000696,MTR000058,2022-02-03,14178.96,kWh,actual,technician,true
RDG000697,MTR000205,2022-07-24,4809.77,m3,estimated,technician,true
RDG000698,MTR000034,2025-08-28,2199.04,m3,estimated,customer,false
RDG000699,MTR000044,2024-03-09,3269.64,m3,estimated,customer,true
RDG000700,MTR000374,2023-10-25,3254.43,m3,actual,customer,true
RDG000701,MTR000091,2022-09-20,2844.67,m3,smart_auto,customer,true
RDG000702,MTR000356,2022-03-21,7100.21,kWh,actual,smart_meter,true
RDG000703,MTR000379,2024-02-01,9948.19,kWh,smart_auto,technician,true
RDG000704,MTR000215,2024-11-28,903.48,m3,actual,smart_meter,false
RDG000705,MTR000093,2022-08-13,5539.51,kWh,actual,customer,true
RDG000706,MTR000105,2025-07-04,4660.37,kWh,estimated,technician,false
RDG000707,MTR000165,2022-02-22,190.97,m3,estimated,customer,true
RDG000708,MTR000018,2022-10-23,11050.77,kWh,estimated,customer,false
RDG000709,MTR000194,2024-12-11,11461.28,kWh,actual,customer,true
RDG000710,MTR000008,2023-04-02,5295.13,kWh,actual,technician,true
RDG000711,MTR000058,2024-08-09,14534.08,kWh,estimated,smart_meter,true
RDG000712,MTR000069,2025-07-28,4291.73,m3,actual,technician,true
RDG000713,MTR000241,2023-06-11,4502.77,m3,actual,technician,false
RDG000714,MTR000277,2025-06-10,1859.63,m3,smart_auto,smart_meter,true
RDG000715,MTR000245,2025-03-15,7442.75,kWh,actual,customer,true
RDG000716,MTR000264,2022-10-20,2034.13,kWh,actual,smart_meter,true
RDG000717,MTR000381,2024-04-07,519.21,m3,estimated,smart_meter,true
RDG000718,MTR000128,2023-01-14,3470.73,kWh,smart_auto,smart_meter,true
RDG000719,MTR000169,2024-08-04,10685.86,kWh,smart_auto,smart_meter,false
RDG000720,MTR000265,2023-07-01,8699.79,kWh,actual,technician,true
RDG000721,MTR000192,2025-04-01,3322.95,m3,smart_auto,customer,false
RDG000722,MTR000198,2023-02-10,3177.81,m3,actual,customer,true
RDG000723,MTR000325,2023-05-03,218.86,m3,actual,technician,true
RDG000724,MTR000006,2024-09-17,2881.83,m3,estimated,customer,false
RDG000725,MTR000296,2023-03-16,2058.0,m3,estimated,smart_meter,true
RDG000726,MTR000280,2023-07-27,2227.32,m3,smart_auto,smart_meter,true
RDG000727,MTR000173,2023-01-17,4983.59,m3,estimated,technician,true
RDG000728,MTR000396,2025-09-20,8278.62,kWh,actual,smart_meter,true
RDG000729,MTR000391,2022-05-10,7834.19,kWh,estimated,technician,false
RDG000730,MTR000014,2022-09-16,4825.53,m3,actual,customer,true
RDG000731,MTR000057,2025-12-30,1892.14,kWh,estimated,customer,true
RDG000732,MTR000158,2025-02-07,6843.22,kWh,actual,smart_meter,true
RDG000733,MTR000204,2024-11-12,4109.13,m3,actual,customer,false
RDG000734,MTR000114,2023-02-11,3890.76,m3,smart_auto,smart_meter,true
RDG000735,MTR000270,2022-11-07,9053.95,kWh,smart_auto,smart_meter,false
RDG000736,MTR000025,2024-01-13,12023.87,kWh,smart_auto,customer,false
RDG000737,MTR000272,2022-11-22,2584.63,kWh,actual,smart_meter,true
RDG000738,MTR000326,2025-06-20,9551.26,kWh,actual,smart_meter,true
