call_id,customer_id,call_datetime,duration_seconds,reason,agent_id,status,satisfaction_score,notes
CALL00255,CUST00128,2024-01-20 20:45:00,388,general_info,AGT145,callback_required,2,Customer called regarding meter reading
CALL00256,CUST00131,2024-03-16 12:45:00,137,contract_change,AGT136,completed,3,Customer called regarding payment question
CALL00257,CUST00165,2022-12-02 13:14:00,418,payment_question,AGT105,resolved,3,Customer called regarding meter reading
CALL00258,CUST00141,2023-12-12 14:34:00,566,general_info,AGT127,resolved,,Customer called regarding tariff info
CALL00259,CUST00054,2023-09-07 15:50:00,847,tariff_info,AGT145,transferred,1,Customer called regarding move in
CALL00260,CUST00191,2025-07-18 17:34:00,640,meter_reading,AGT140,resolved,,Customer called regarding general info
CALL00261,CUST00030,2024-05-19 08:28:00,66,move_in,AGT100,callback_required,1,Customer called regarding complaint
CALL00262,CUST00171,2022-07-12 18:36:00,1190,meter_reading,AGT141,transferred,1,Customer called regarding technical issue
CALL00263,CUST00196,2023-09-07 14:42:00,1042,move_out,AGT144,completed,3,Customer called regarding complaint
CALL00264,CUST00053,2025-11-22 21:51:00,981,payment_question,AGT101,callback_required,2,Customer called regarding complaint
CALL00265,CUST00104,2023-08-15 13:12:00,1638,billing_inquiry,AGT109,resolved,3,Customer called regarding billing inquiry
CALL00266,CUST00148,2025-08-15 18:45:00,1737,contract_change,AGT107,callback_required,4,Customer called regarding tariff info
CALL00267,CUST00032,2025-05-13 18:26:00,907,move_out,AGT104,completed,,Customer called regarding move in
CALL00268,CUST00192,2024-03-18 13:17:00,416,billing_inquiry,AGT108,callback_required,,Customer called regarding technical issue
CALL00269,CUST00069,2025-06-10 07:04:00,487,tariff_info,AGT127,callback_required,4,Customer called regarding move in
CALL00270,CUST00159,2022-02-03 09:30:00,986,general_info,AGT104,transferred,,Customer called regarding payment question
CALL00271,CUST00071,2024-04-06 09:17:00,661,billing_inquiry,AGT139,callback_required,,Customer called regarding move in
CALL00272,CUST00017,2024-07-26 15:54:00,869,move_in,AGT127,transferred,,Customer called regarding move out
CALL00273,CUST00014,2022-08-14 18:15:00,1062,contract_change,AGT124,callback_required,,Customer called regarding general info
CALL00274,CUST00193,2024-01-01 18:57:00,1314,move_in,AGT122,callback_required,4,Customer called regarding tariff info
CALL00275,CUST00097,2023-06-23 08:19:00,1304,billing_inquiry,AGT101,callback_required,5,Customer called regarding move in
CALL00276,CUST00001,2023-01-02 16:21:00,190,technical_issue,AGT150,transferred,3,Customer called regarding complaint
CALL00277,CUST00103,2024-09-12 10:11:00,1152,complaint,AGT114,completed,2,Customer called regarding technical issue
CALL00278,CUST00017,2023-06-02 17:17:00,834,meter_reading,AGT123,resolved,,Customer called regarding technical issue
CALL00279,CUST00039,2024-01-03 08:07:00,593,general_info,AGT129,resolved,3,Customer called regarding technical issue
CALL00280,CUST00017,2022-10-02 06:18:00,88,general_info,AGT120,transferred,,Customer called regarding tariff info
CALL00281,CUST00167,2024-06-10 19:06:00,1112,technical_issue,AGT103,transferred,1,Customer called regarding meter reading
CALL00282,CUST00186,2025-11-27 21:15:00,235,payment_question,AGT113,completed,1,Customer called regarding payment question
CALL00283,CUST00059,2024-06-06 21:34:00,904,contract_change,AGT140,completed,1,Customer called regarding tariff info
CALL00284,CUST00141,2022-06-08 20:06:00,152,general_info,AGT142,resolved,3,Customer called regarding move out
CALL00285,CUST00078,2022-09-21 16:48:00,990,billing_inquiry,AGT126,completed,,Customer called regarding move out
CALL00286,CUST00149,2025-09-06 12:15:00,1716,meter_reading,AGT123,transferred,,Customer called regarding technical issue
CALL00287,CUST00004,2024-04-07 07:03:00,438,technical_issue,AGT103,callback_required,4,Customer called regarding move in
CALL00288,CUST00166,2025-11-16 16:58:00,1484,billing_inquiry,AGT143,transferred,2,Customer called regarding contract change
CALL00289,CUST00074,2022-07-15 09:18:00,1674,contract_change,AGT101,resolved,1,Customer called regarding meter reading
CALL00290,CUST00081,2022-06-04 14:20:00,1572,general_info,AGT136,callback_required,,Customer called regarding move out
CALL00291,CUST00109,2023-05-27 12:54:00,1575,complaint,AGT109,callback_required,,Customer called regarding contract change
CALL00292,CUST00072,2022-03-18 07:20:00,535,general_info,AGT108,callback_required,1,Customer called regarding move in
CALL00293,CUST00097,2022-10-14 06:06:00,1418,general_info,AGT148,completed,1,Customer called regarding technical issue
CALL00294,CUST00066,2024-12-30 15:13:00,517,general_info,AGT106,callback_required,,Customer called regarding contract change
CALL00295,CUST00094,2023-01-07 22:24:00,299,technical_issue,AGT110,callback_required,3,Customer called regarding move in
CALL00296,CUST00106,2025-10-23 15:21:00,318,technical_issue,AGT119,callback_required,3,Customer called regarding payment question
CALL00297,CUST00157,2024-06-25 19:50:00,70,contract_change,AGT116,resolved,3,Customer called regarding contract change
CALL00298,CUST00191,2022-04-22 17:15:00,955,tariff_info,AGT140,resolved,2,Customer called regarding payment question
CALL00299,CUST00170,2025-03-19 17:11:00,1333,tariff_info,AGT114,transferred,1,Customer called regarding move in
CALL00300,CUST00177,2022-12-30 18:25:00,819,move_in,AGT136,completed,,Customer called regarding move out
