enrollment_id,student_id,course_id,semester,year,grade,status
ENR000448,STU00251,CRS00068,Summer,2024,F,withdrawn
ENR000449,STU00026,CRS00047,Summer,2021,I,enrolled
ENR000450,STU00007,CRS00027,Fall,2023,C-,enrolled
ENR000451,STU00185,CRS00072,Spring,2023,I,enrolled
ENR000452,STU00137,CRS00068,Summer,2020,A-,withdrawn
ENR000453,STU00040,CRS00028,Fall,2024,A-,completed
ENR000454,STU00273,CRS00050,Fall,2021,D,completed
ENR000455,STU00292,CRS00023,Summer,2024,D,in_progress
ENR000456,STU00055,CRS00074,Summer,2022,C-,in_progress
ENR000457,STU00054,CRS00022,Summer,2021,C,withdrawn
ENR000458,STU00081,CRS00069,Spring,2024,C+,withdrawn
ENR000459,STU00282,CRS00042,Spring,2022,W,in_progress
ENR000460,STU00166,CRS00078,Summer,2021,D,completed
ENR000461,STU00193,CRS00071,Spring,2022,C-,in_progress
ENR000462,STU00204,CRS00001,Spring,2020,F,enrolled
ENR000463,STU00266,CRS00018,Fall,2022,B-,completed
ENR000464,STU00110,CRS00041,Summer,2020,B-,completed
ENR000465,STU00049,CRS00005,Spring,2023,B+,completed
ENR000466,STU00136,CRS00047,Fall,2024,B,withdrawn
ENR000467,STU00154,CRS00012,Spring,2024,F,completed
ENR000468,STU00040,CRS00042,Fall,2023,C-,enrolled
ENR000469,STU00154,CRS00005,Spring,2024,A-,enrolled
ENR000470,STU00172,CRS00045,Spring,2023,A-,completed
ENR000471,STU00006,CRS00049,Spring,2020,D,enrolled
ENR000472,STU00164,CRS00070,Fall,2024,C+,completed
ENR000473,STU00079,CRS00007,Spring,2023,F,enrolled
ENR000474,STU00114,CRS00056,Spring,2022,B+,completed
ENR000475,STU00173,CRS00011,Summer,2023,I,enrolled
ENR000476,STU00281,CRS00052,Fall,2022,C,in_progress
ENR000477,STU00067,CRS00018,Summer,2023,B,in_progress
ENR000478,STU00203,CRS00074,Summer,2021,F,completed
ENR000479,STU00125,CRS00010,Spring,2022,C+,enrolled
ENR000480,STU00058,CRS00053,Spring,2023,C+,completed
ENR000481,STU00165,CRS00045,Summer,2024,A,withdrawn
ENR000482,STU00087,CRS00045,Spring,2024,F,completed
ENR000483,STU00226,CRS00006,Fall,2021,W,withdrawn
ENR000484,STU00080,CRS00011,Summer,2020,A,completed
ENR000485,STU00076,CRS00037,Spring,2020,I,enrolled
ENR000486,STU00157,CRS00058,Fall,2023,C+,completed
ENR000487,STU00276,CRS00028,Summer,2021,D,withdrawn
ENR000488,STU00281,CRS00062,Summer,2024,B+,enrolled
ENR000489,STU00193,CRS00075,Fall,2024,B-,completed
ENR000490,STU00031,CRS00037,Summer,2021,F,withdrawn
ENR000491,STU00028,CRS00060,Fall,2020,C,withdrawn
ENR000492,STU00185,CRS00014,Spring,2020,W,in_progress
ENR000493,STU00119,CRS00049,Summer,2024,A-,withdrawn
ENR000494,STU00249,CRS00077,Fall,2024,B+,completed
ENR000495,STU00257,CRS00059,Summer,2024,A,enrolled
ENR000496,STU00127,CRS00068,Spring,2022,C-,in_progress
ENR000497,STU00081,CRS00003,Summer,2022,C+,withdrawn
ENR000498,STU00155,CRS00031,Spring,2024,A,withdrawn
ENR000499,STU00199,CRS00004,Spring,2024,B,completed
ENR000500,STU00175,CRS00051,Fall,2021,I,in_progress
ENR000501,STU00267,CRS00079,Spring,2021,B,completed
ENR000502,STU00219,CRS00040,Spring,2024,C-,completed
ENR000503,STU00106,CRS00018,Summer,2024,W,completed
ENR000504,STU00071,CRS00040,Fall,2024,C,completed
ENR000505,STU00290,CRS00021,Fall,2022,D,enrolled
ENR000506,STU00095,CRS00041,Summer,2021,A,withdrawn
ENR000507,STU00212,CRS00053,Spring,2022,I,withdrawn
ENR000508,STU00078,CRS00025,Fall,2020,B+,enrolled
ENR000509,STU00137,CRS00078,Summer,2024,B,completed
ENR000510,STU00119,CRS00004,Fall,2022,I,in_progress
ENR000511,STU00069,CRS00065,Spring,2024,I,withdrawn
ENR000512,STU00095,CRS00050,Spring,2023,B+,completed
ENR000513,STU00099,CRS00029,Spring,2020,A,withdrawn
ENR000514,STU00212,CRS00029,Fall,2021,A-,completed
ENR000515,STU00225,CRS00079,Summer,2023,C+,in_progress
ENR000516,STU00127,CRS00055,Fall,2023,F,in_progress
ENR000517,STU00161,CRS00051,Summer,2024,F,enrolled
ENR000518,STU00267,CRS00014,Spring,2023,A,completed
ENR000519,STU00266,CRS00069,Summer,2023,A,in_progress
ENR000520,STU00265,CRS00007,Spring,2021,C-,in_progress
ENR000521,STU00156,CRS00037,Fall,2023,C,withdrawn
ENR000522,STU00028,CRS00067,Spring,2021,W,in_progress
ENR000523,STU00047,CRS00065,Fall,2020,F,completed
ENR000524,STU00202,CRS00053,Spring,2022,A,completed
ENR000525,STU00233,CRS00076,Spring,2021,A-,withdrawn
ENR000526,STU00166,CRS00021,Fall,2020,A-,in_progress
ENR000527,STU00186,CRS00011,Summer,2024,C,completed
ENR000528,STU00194,CRS00071,Fall,2023,B+,withdrawn
ENR000529,STU00290,CRS00020,Fall,2021,B+,enrolled
ENR000530,STU00215,CRS00040,Summer,2022,C-,withdrawn
ENR000531,STU00093,CRS00016,Fall,2021,A,withdrawn
ENR000532,STU00007,CRS00059,Spring,2023,D,enrolled
ENR000533,STU00253,CRS00031,Summer,2021,W,in_progress
ENR000534,STU00233,CRS00053,Fall,2023,F,enrolled
ENR000535,STU00126,CRS00071,Summer,2022,W,completed
ENR000536,STU00026,CRS00024,Fall,2021,W,withdrawn
ENR000537,STU00019,CRS00019,Summer,2020,F,withdrawn
ENR000538,STU00170,CRS00012,Fall,2020,C,completed
ENR000539,STU00083,CRS00037,Summer,2024,I,completed
ENR000540,STU00234,CRS00075,Fall,2022,A-,withdrawn
ENR000541,STU00166,CRS00048,Fall,2023,C,enrolled
ENR000542,STU00150,CRS00061,Fall,2021,I,withdrawn
ENR000543,STU00169,CRS00068,Summer,2023,B,completed
ENR000544,STU00030,CRS00014,Summer,2024,W,enrolled
ENR000545,STU00248,CRS00078,Spring,2022,F,withdrawn
ENR000546,STU00133,CRS00068,Summer,2024,C+,completed
ENR000547,STU00289,CRS00064,Summer,2024,W,in_progress
ENR000548,STU00253,CRS00024,Fall,2024,I,withdrawn
ENR000549,STU00100,CRS00001,Fall,2020,C-,enrolled
ENR000550,STU00107,CRS00079,Spring,2023,A,withdrawn
ENR000551,STU00180,CRS00072,Fall,2021,W,completed
ENR000552,STU00145,CRS00033,Spring,2020,B-,withdrawn
ENR000553,STU00004,CRS00015,Spring,2022,C,enrolled
ENR000554,STU00090,CRS00025,Spring,2022,W,in_progress
ENR000555,STU00243,CRS00005,Spring,2021,B+,in_progress
ENR000556,STU00275,CRS00043,Spring,2023,I,enrolled
ENR000557,STU00267,CRS00039,Summer,2024,W,withdrawn
ENR000558,STU00285,CRS00069,Fall,2020,F,withdrawn
ENR000559,STU00182,CRS00009,Spring,2021,A,withdrawn
ENR000560,STU00193,CRS00069,Summer,2021,F,in_progress
ENR000561,STU00096,CRS00077,Spring,2020,I,withdrawn
ENR000562,STU00017,CRS00035,Fall,2023,C-,completed
ENR000563,STU00191,CRS00058,Fall,2022,D,withdrawn
ENR000564,STU00090,CRS00015,Fall,2022,B,enrolled
ENR000565,STU00228,CRS00065,Spring,2020,D,completed
ENR000566,STU00098,CRS00044,Summer,2023,D,withdrawn
ENR000567,STU00168,CRS00019,Summer,2020,W,completed
ENR000568,STU00106,CRS00005,Spring,2023,I,enrolled
ENR000569,STU00003,CRS00040,Summer,2020,F,enrolled
ENR000570,STU00171,CRS00060,Fall,2020,D,withdrawn
ENR000571,STU00012,CRS00074,Summer,2022,B,withdrawn
ENR000572,STU00103,CRS00025,Spring,2022,D,withdrawn
ENR000573,STU00226,CRS00016,Fall,2022,B+,withdrawn
ENR000574,STU00059,CRS00002,Summer,2024,D,enrolled
ENR000575,STU00106,CRS00070,Summer,2022,C+,withdrawn
ENR000576,STU00073,CRS00037,Fall,2024,B+,enrolled
ENR000577,STU00160,CRS00079,Summer,2022,C-,enrolled
ENR000578,STU00067,CRS00004,Summer,2023,A,enrolled
ENR000579,STU00197,CRS00007,Spring,2020,C,completed
ENR000580,STU00229,CRS00079,Spring,2022,C+,completed
ENR000581,STU00274,CRS00011,Summer,2023,B+,enrolled
ENR000582,STU00240,CRS00013,Spring,2023,W,in_progress
ENR000583,STU00241,CRS00030,Fall,2021,F,withdrawn
ENR000584,STU00187,CRS00051,Summer,2021,W,withdrawn
ENR000585,STU00167,CRS00059,Fall,2023,A-,in_progress
ENR000586,STU00058,CRS00045,Spring,2023,B+,withdrawn
ENR000587,STU00179,CRS00078,Fall,2024,D,enrolled
ENR000588,STU00208,CRS00014,Summer,2022,W,enrolled
ENR000589,STU00155,CRS00069,Spring,2023,F,in_progress
ENR000590,STU00123,CRS00080,Summer,2021,B+,in_progress
ENR000591,STU00197,CRS00009,Fall,2022,I,in_progress
ENR000592,STU00223,CRS00073,Summer,2022,I,completed
ENR000593,STU00089,CRS00010,Spring,2024,A-,in_progress
ENR000594,STU00167,CRS00072,Spring,2020,B+,withdrawn
ENR000595,STU00208,CRS00009,Fall,2024,W,in_progress
ENR000596,STU00168,CRS00064,Fall,2020,B,completed
ENR000597,STU00298,CRS00001,Summer,2021,B+,in_progress
ENR000598,STU00273,CRS00038,Summer,2023,F,in_progress
ENR000599,STU00101,CRS00027,Spring,2022,F,withdrawn
ENR000600,STU00223,CRS00045,Summer,2020,A,in_progress
ENR000601,STU00066,CRS00038,Spring,2020,D,enrolled
ENR000602,STU00001,CRS00072,Fall,2022,B-,enrolled
ENR000603,STU00121,CRS00056,Spring,2024,W,withdrawn
ENR000604,STU00196,CRS00052,Spring,2023,D,completed
ENR000605,STU00089,CRS00061,Fall,2021,D,in_progress
ENR000606,STU00185,CRS00054,Spring,2021,W,completed
ENR000607,STU00069,CRS00002,Summer,2020,A,completed
ENR000608,STU00250,CRS00056,Fall,2021,B+,in_progress
ENR000609,STU00234,CRS00078,Summer,2023,B+,in_progress
ENR000610,STU00261,CRS00055,Spring,2024,C,withdrawn
ENR000611,STU00116,CRS00024,Summer,2023,A,in_progress
ENR000612,STU00122,CRS00065,Spring,2022,D,withdrawn
ENR000613,STU00018,CRS00005,Spring,2024,I,withdrawn
ENR000614,STU00058,CRS00075,Summer,2023,A-,completed
ENR000615,STU00270,CRS00036,Summer,2023,A-,enrolled
ENR000616,STU00126,CRS00061,Summer,2020,W,withdrawn
ENR000617,STU00028,CRS00044,Fall,2024,C-,in_progress
ENR000618,STU00263,CRS00061,Summer,2024,C+,in_progress
ENR000619,STU00181,CRS00038,Fall,2022,A,withdrawn
ENR000620,STU00289,CRS00034,Summer,2020,C-,completed
ENR000621,STU00294,CRS00007,Summer,2022,F,enrolled
ENR000622,STU00147,CRS00063,Fall,2020,D,enrolled
ENR000623,STU00143,CRS00033,Summer,2021,B-,withdrawn
ENR000624,STU00132,CRS00002,Summer,2020,B+,completed
ENR000625,STU00229,CRS00048,Spring,2021,I,completed
ENR000626,STU00249,CRS00024,Fall,2024,C+,enrolled
ENR000627,STU00075,CRS00077,Spring,2021,C,in_progress
ENR000628,STU00122,CRS00057,Fall,2021,F,withdrawn
ENR000629,STU00028,CRS00034,Fall,2020,B+,in_progress
ENR000630,STU00205,CRS00061,Spring,2022,I,completed
ENR000631,STU00195,CRS00050,Spring,2023,B+,in_progress
ENR000632,STU00007,CRS00037,Spring,2023,W,withdrawn
ENR000633,STU00272,CRS00006,Summer,2020,W,withdrawn
ENR000634,STU00222,CRS00079,Spring,2022,B-,withdrawn
ENR000635,STU00051,CRS00033,Spring,2024,C-,completed
ENR000636,STU00100,CRS00067,Summer,2022,I,completed
ENR000637,STU00161,CRS00071,Summer,2020,A,enrolled
ENR000638,STU00007,CRS00053,Summer,2020,A-,in_progress
ENR000639,STU00180,CRS00029,Spring,2022,B,enrolled
ENR000640,STU00013,CRS00080,Fall,2020,F,completed
ENR000641,STU00063,CRS00016,Summer,2020,B+,in_progress
ENR000642,STU00290,CRS00024,Summer,2020,B+,withdrawn
ENR000643,STU00151,CRS00060,Summer,2020,C-,withdrawn
ENR000644,STU00219,CRS00042,Fall,2022,A-,withdrawn
ENR000645,STU00032,CRS00049,Spring,2023,A,withdrawn
ENR000646,STU00136,CRS00023,Fall,2023,C-,completed
ENR000647,STU00202,CRS00023,Fall,2023,B+,in_progress
ENR000648,STU00112,CRS00079,Spring,2020,I,withdrawn
ENR000649,STU00053,CRS00005,Fall,2020,F,withdrawn
ENR000650,STU00229,CRS00003,Fall,2023,W,enrolled
ENR000651,STU00020,CRS00050,Fall,2022,I,withdrawn
ENR000652,STU00201,CRS00074,Summer,2020,I,in_progress
ENR000653,STU00245,CRS00056,Summer,2023,A-,completed
ENR000654,STU00002,CRS00050,Fall,2023,F,withdrawn
ENR000655,STU00171,CRS00039,Fall,2023,W,enrolled
ENR000656,STU00188,CRS00069,Fall,2022,C-,withdrawn
ENR000657,STU00104,CRS00023,Fall,2024,C,completed
ENR000658,STU00154,CRS00050,Summer,2020,I,withdrawn
ENR000659,STU00250,CRS00011,Summer,2023,B,completed
ENR000660,STU00019,CRS00025,Summer,2020,F,completed
ENR000661,STU00251,CRS00050,Summer,2020,W,withdrawn
ENR000662,STU00256,CRS00069,Fall,2023,A,withdrawn
ENR000663,STU00029,CRS00044,Spring,2020,A-,completed
ENR000664,STU00268,CRS00059,Fall,2024,I,completed
ENR000665,STU00037,CRS00005,Spring,2021,W,enrolled
ENR000666,STU00242,CRS00080,Fall,2020,I,completed
ENR000667,STU00008,CRS00023,Spring,2020,A-,in_progress
ENR000668,STU00088,CRS00076,Fall,2020,A-,in_progress
ENR000669,STU00113,CRS00009,Spring,2021,C+,in_progress
ENR000670,STU00167,CRS00016,Summer,2024,B+,withdrawn
ENR000671,STU00110,CRS00006,Fall,2024,C+,enrolled
ENR000672,STU00062,CRS00036,Spring,2021,B+,withdrawn
ENR000673,STU00284,CRS00022,Fall,2023,F,enrolled
ENR000674,STU00069,CRS00013,Spring,2024,B+,enrolled
ENR000675,STU00250,CRS00011,Fall,2020,B+,enrolled
ENR000676,STU00146,CRS00054,Summer,2023,B+,completed
ENR000677,STU00074,CRS00035,Spring,2024,C,completed
ENR000678,STU00090,CRS00079,Summer,2020,B+,in_progress
ENR000679,STU00046,CRS00039,Spring,2022,A,completed
ENR000680,STU00099,CRS00016,Fall,2024,F,withdrawn
ENR000681,STU00277,CRS00065,Spring,2021,W,completed
ENR000682,STU00142,CRS00007,Fall,2021,B+,in_progress
ENR000683,STU00255,CRS00023,Summer,2021,A,enrolled
ENR000684,STU00187,CRS00037,Spring,2021,B-,withdrawn
ENR000685,STU00233,CRS00006,Summer,2020,A,completed
ENR000686,STU00081,CRS00004,Summer,2023,A-,enrolled
ENR000687,STU00121,CRS00057,Summer,2024,C+,in_progress
ENR000688,STU00102,CRS00042,Fall,2021,C+,completed
ENR000689,STU00051,CRS00031,Fall,2023,C,completed
ENR000690,STU00038,CRS00061,Spring,2024,A,in_progress
ENR000691,STU00075,CRS00028,Spring,2024,B+,in_progress
ENR000692,STU00192,CRS00018,Summer,2023,B,withdrawn
ENR000693,STU00139,CRS00026,Fall,2022,A,enrolled
ENR000694,STU00144,CRS00018,Spring,2020,C-,in_progress
ENR000695,STU00088,CRS00044,Spring,2021,F,completed
ENR000696,STU00088,CRS00074,Fall,2024,A-,in_progress
ENR000697,STU00268,CRS00063,Summer,2021,C-,in_progress
ENR000698,STU00143,CRS00002,Summer,2023,B,completed
ENR000699,STU00168,CRS00056,Fall,2024,F,completed
ENR000700,STU00294,CRS00001,Fall,2023,A,in_progress
ENR000701,STU00259,CRS00005,Summer,2023,C,in_progress
ENR000702,STU00051,CRS00058,Fall,2023,A-,enrolled
ENR000703,STU00209,CRS00028,Spring,2021,B-,completed
ENR000704,STU00047,CRS00003,Summer,2023,B-,completed
ENR000705,STU00236,CRS00074,Fall,2024,C-,in_progress
ENR000706,STU00071,CRS00052,Spring,2021,W,in_progress
ENR000707,STU00001,CRS00010,Summer,2023,C+,enrolled
ENR000708,STU00152,CRS00055,Summer,2022,F,completed
ENR000709,STU00042,CRS00080,Summer,2022,A,withdrawn
ENR000710,STU00027,CRS00015,Spring,2023,C-,enrolled
ENR000711,STU00188,CRS00047,Summer,2021,D,enrolled
ENR000712,STU00288,CRS00027,Spring,2021,B,enrolled
ENR000713,STU00245,CRS00075,Summer,2021,B,withdrawn
ENR000714,STU00181,CRS00035,Summer,2024,C,withdrawn
ENR000715,STU00028,CRS00009,Spring,2022,C-,in_progress
ENR000716,STU00257,CRS00068,Spring,2020,I,withdrawn
ENR000717,STU00232,CRS00080,Summer,2022,I,enrolled
ENR000718,STU00097,CRS00059,Fall,2020,C,completed
ENR000719,STU00148,CRS00010,Fall,2020,B-,enrolled
ENR000720,STU00076,CRS00064,Fall,2021,D,enrolled
ENR000721,STU00151,CRS00054,Fall,2024,C-,withdrawn
ENR000722,STU00216,CRS00057,Spring,2020,B,enrolled
ENR000723,STU00012,CRS00030,Summer,2024,C+,in_progress
ENR000724,STU00297,CRS00044,Spring,2022,F,in_progress
ENR000725,STU00235,CRS00039,Fall,2024,B-,completed
ENR000726,STU00134,CRS00030,Spring,2023,B-,enrolled
ENR000727,STU00076,CRS00046,Spring,2022,B+,completed
ENR000728,STU00275,CRS00037,Fall,2021,I,completed
ENR000729,STU00083,CRS00031,Fall,2020,C+,completed
ENR000730,STU00226,CRS00034,Fall,2022,B,enrolled
ENR000731,STU00163,CRS00045,Spring,2021,C-,completed
ENR000732,STU00274,CRS00039,Fall,2020,C,in_progress
ENR000733,STU00075,CRS00059,Fall,2022,A,withdrawn
ENR000734,STU00152,CRS00061,Summer,2022,W,completed
ENR000735,STU00290,CRS00057,Summer,2022,A-,in_progress
ENR000736,STU00021,CRS00018,Fall,2024,B-,enrolled
ENR000737,STU00206,CRS00080,Spring,2021,C+,enrolled
ENR000738,STU00168,CRS00008,Summer,2024,B,completed
ENR000739,STU00143,CRS00026,Fall,2020,D,in_progress
ENR000740,STU00045,CRS00066,Fall,2023,C-,withdrawn
ENR000741,STU00262,CRS00008,Spring,2022,B+,in_progress
ENR000742,STU00190,CRS00050,Fall,2022,B-,withdrawn
ENR000743,STU00180,CRS00040,Summer,2023,A-,completed
ENR000744,STU00228,CRS00054,Spring,2023,B+,in_progress
ENR000745,STU00213,CRS00018,Summer,2024,A-,completed
ENR000746,STU00107,CRS00039,Summer,2023,C+,enrolled
ENR000747,STU00193,CRS00012,Spring,2020,W,withdrawn
ENR000748,STU00213,CRS00023,Spring,2024,I,completed
ENR000749,STU00103,CRS00024,Spring,2023,D,in_progress
ENR000750,STU00022,CRS00039,Spring,2024,C-,in_progress
ENR000751,STU00115,CRS00004,Fall,2020,B-,withdrawn
ENR000752,STU00242,CRS00016,Spring,2022,B+,in_progress
ENR000753,STU00126,CRS00004,Spring,2020,C-,enrolled
ENR000754,STU00186,CRS00075,Summer,2023,C,withdrawn
ENR000755,STU00244,CRS00016,Summer,2022,I,enrolled
ENR000756,STU00133,CRS00021,Fall,2024,B+,withdrawn
ENR000757,STU00237,CRS00018,Fall,2022,A,withdrawn
ENR000758,STU00185,CRS00054,Fall,2022,B-,withdrawn
ENR000759,STU00272,CRS00010,Fall,2024,W,completed
ENR000760,STU00049,CRS00077,Summer,2021,C+,withdrawn
ENR000761,STU00155,CRS00035,Fall,2022,D,withdrawn
ENR000762,STU00074,CRS00002,Summer,2021,B-,withdrawn
ENR000763,STU00249,CRS00053,Fall,2022,A-,completed
ENR000764,STU00080,CRS00065,Fall,2021,D,enrolled
ENR000765,STU00214,CRS00059,Fall,2020,B+,enrolled
ENR000766,STU00246,CRS00045,Summer,2022,C+,completed
ENR000767,STU00227,CRS00077,Spring,2024,B+,withdrawn
ENR000768,STU00015,CRS00016,Fall,2021,I,completed
ENR000769,STU00117,CRS00040,Fall,2021,B+,enrolled
ENR000770,STU00218,CRS00015,Fall,2020,C-,in_progress
ENR000771,STU00022,CRS00026,Fall,2020,W,enrolled
ENR000772,STU00241,CRS00016,Fall,2022,A-,withdrawn
ENR000773,STU00006,CRS00013,Summer,2020,B,completed
ENR000774,STU00095,CRS00045,Fall,2020,B+,withdrawn
ENR000775,STU00297,CRS00045,Fall,2022,D,completed
ENR000776,STU00259,CRS00073,Fall,2020,F,enrolled
ENR000777,STU00271,CRS00028,Spring,2021,B+,enrolled
ENR000778,STU00051,CRS00028,Summer,2024,C-,withdrawn
ENR000779,STU00095,CRS00057,Fall,2020,C+,in_progress
ENR000780,STU00218,CRS00028,Fall,2024,C,enrolled
ENR000781,STU00161,CRS00016,Fall,2023,D,completed
ENR000782,STU00254,CRS00047,Summer,2022,I,enrolled
ENR000783,STU00043,CRS00042,Fall,2023,C,withdrawn
ENR000784,STU00234,CRS00077,Summer,2022,C-,completed
ENR000785,STU00284,CRS00053,Spring,2022,B,enrolled
ENR000786,STU00244,CRS00048,Fall,2021,W,in_progress
ENR000787,STU00054,CRS00051,Summer,2023,W,enrolled
ENR000788,STU00062,CRS00019,Spring,2023,I,enrolled
ENR000789,STU00087,CRS00009,Fall,2022,C+,completed
ENR000790,STU00207,CRS00016,Spring,2021,I,in_progress
ENR000791,STU00143,CRS00075,Spring,2024,W,in_progress
ENR000792,STU00183,CRS00061,Spring,2024,C-,withdrawn
ENR000793,STU00076,CRS00059,Fall,2020,B-,in_progress
ENR000794,STU00255,CRS00030,Fall,2021,A-,enrolled
ENR000795,STU00035,CRS00064,Fall,2020,C,withdrawn
ENR000796,STU00079,CRS00039,Summer,2024,A-,enrolled
ENR000797,STU00267,CRS00064,Fall,2023,B-,in_progress
ENR000798,STU00252,CRS00065,Summer,2022,C+,enrolled
ENR000799,STU00017,CRS00056,Spring,2020,C-,withdrawn
ENR000800,STU00193,CRS00057,Fall,2023,A,completed
ENR000801,STU00286,CRS00039,Spring,2021,C,completed
ENR000802,STU00160,CRS00050,Fall,2023,F,in_progress
ENR000803,STU00284,CRS00070,Spring,2024,C-,completed
ENR000804,STU00260,CRS00008,Spring,2023,C-,in_progress
ENR000805,STU00181,CRS00037,Fall,2022,A,enrolled
ENR000806,STU00066,CRS00047,Summer,2022,F,enrolled
ENR000807,STU00175,CRS00049,Spring,2020,C+,withdrawn
ENR000808,STU00211,CRS00045,Summer,2020,B,completed
ENR000809,STU00121,CRS00040,Fall,2024,I,enrolled
ENR000810,STU00157,CRS00015,Fall,2022,A,withdrawn
ENR000811,STU00020,CRS00059,Summer,2023,D,in_progress
ENR000812,STU00137,CRS00003,Summer,2023,A,withdrawn
ENR000813,STU00194,CRS00074,Spring,2023,F,enrolled
ENR000814,STU00251,CRS00013,Spring,2021,C-,withdrawn
ENR000815,STU00086,CRS00079,Spring,2022,C,completed
ENR000816,STU00255,CRS00010,Fall,2024,B-,withdrawn
ENR000817,STU00025,CRS00039,Spring,2024,B,enrolled
ENR000818,STU00297,CRS00013,Spring,2024,B-,enrolled
ENR000819,STU00291,CRS00068,Spring,2023,B,withdrawn
ENR000820,STU00040,CRS00039,Spring,2024,C,withdrawn
ENR000821,STU00103,CRS00054,Spring,2023,F,in_progress
ENR000822,STU00281,CRS00024,Summer,2020,I,completed
ENR000823,STU00296,CRS00064,Summer,2021,I,in_progress
ENR000824,STU00138,CRS00069,Spring,2024,F,enrolled
ENR000825,STU00268,CRS00026,Spring,2022,B+,completed
ENR000826,STU00078,CRS00039,Spring,2023,C+,enrolled
ENR000827,STU00105,CRS00053,Spring,2022,W,completed
ENR000828,STU00132,CRS00077,Spring,2021,B,enrolled
ENR000829,STU00077,CRS00025,Fall,2020,B-,in_progress
ENR000830,STU00249,CRS00072,Spring,2023,W,enrolled
ENR000831,STU00104,CRS00021,Fall,2022,A,withdrawn
ENR000832,STU00143,CRS00071,Summer,2021,A,in_progress
ENR000833,STU00011,CRS00008,Spring,2020,F,withdrawn
ENR000834,STU00033,CRS00053,Summer,2022,W,enrolled
ENR000835,STU00204,CRS00018,Fall,2021,F,enrolled
ENR000836,STU00268,CRS00075,Spring,2024,C-,enrolled
ENR000837,STU00122,CRS00077,Spring,2020,C+,in_progress
ENR000838,STU00121,CRS00055,Fall,2021,A-,completed
ENR000839,STU00110,CRS00036,Spring,2023,B-,enrolled
ENR000840,STU00252,CRS00069,Summer,2022,A-,withdrawn
ENR000841,STU00280,CRS00055,Summer,2023,B,withdrawn
ENR000842,STU00075,CRS00047,Summer,2023,C+,withdrawn
ENR000843,STU00011,CRS00078,Summer,2020,W,enrolled
ENR000844,STU00123,CRS00033,Spring,2024,B-,withdrawn
ENR000845,STU00063,CRS00069,Spring,2021,C,enrolled
ENR000846,STU00202,CRS00033,Fall,2022,B,withdrawn
ENR000847,STU00108,CRS00021,Summer,2023,C+,in_progress
ENR000848,STU00018,CRS00036,Spring,2020,C-,in_progress
ENR000849,STU00171,CRS00055,Fall,2020,I,withdrawn
ENR000850,STU00260,CRS00009,Spring,2022,F,withdrawn
ENR000851,STU00233,CRS00004,Summer,2020,W,completed
ENR000852,STU00228,CRS00018,Spring,2020,B,withdrawn
ENR000853,STU00161,CRS00074,Fall,2020,B+,completed
ENR000854,STU00265,CRS00017,Summer,2024,C,withdrawn
ENR000855,STU00232,CRS00062,Spring,2021,B+,withdrawn
ENR000856,STU00145,CRS00026,Spring,2020,C+,completed
ENR000857,STU00202,CRS00049,Fall,2024,A,enrolled
ENR000858,STU00286,CRS00079,Fall,2021,C-,completed
ENR000859,STU00135,CRS00022,Spring,2020,F,in_progress
ENR000860,STU00134,CRS00020,Spring,2020,B+,enrolled
ENR000861,STU00008,CRS00068,Spring,2023,W,in_progress
ENR000862,STU00061,CRS00029,Fall,2021,B-,withdrawn
ENR000863,STU00254,CRS00049,Spring,2021,B,completed
ENR000864,STU00145,CRS00025,Fall,2023,C,completed
ENR000865,STU00015,CRS00038,Fall,2022,F,in_progress
ENR000866,STU00128,CRS00048,Summer,2024,W,in_progress
ENR000867,STU00044,CRS00002,Fall,2023,C+,in_progress
ENR000868,STU00109,CRS00050,Summer,2023,F,withdrawn
ENR000869,STU00038,CRS00013,Fall,2024,A,withdrawn
ENR000870,STU00121,CRS00061,Summer,2022,W,enrolled
ENR000871,STU00003,CRS00033,Summer,2024,C,withdrawn
ENR000872,STU00203,CRS00048,Summer,2021,A,completed
ENR000873,STU00134,CRS00022,Spring,2024,C+,in_progress
ENR000874,STU00068,CRS00012,Summer,2022,D,in_progress
ENR000875,STU00073,CRS00034,Spring,2020,A,completed
ENR000876,STU00256,CRS00036,Spring,2022,B-,withdrawn
ENR000877,STU00136,CRS00067,Spring,2022,B+,withdrawn
ENR000878,STU00252,CRS00020,Summer,2024,W,in_progress
ENR000879,STU00028,CRS00025,Fall,2021,B,completed
ENR000880,STU00019,CRS00061,Fall,2022,I,in_progress
ENR000881,STU00224,CRS00015,Fall,2023,C-,withdrawn
ENR000882,STU00288,CRS00063,Spring,2023,A-,completed
ENR000883,STU00064,CRS00045,Fall,2020,B-,completed
ENR000884,STU00087,CRS00066,Summer,2022,W,completed
ENR000885,STU00299,CRS00001,Summer,2024,B+,in_progress
ENR000886,STU00040,CRS00032,Summer,2023,A-,withdrawn
ENR000887,STU00014,CRS00037,Spring,2020,C+,enrolled
ENR000888,STU00166,CRS00020,Fall,2020,C-,in_progress
ENR000889,STU00233,CRS00035,Summer,2024,A,withdrawn
ENR000890,STU00023,CRS00080,Spring,2023,I,completed
ENR000891,STU00109,CRS00007,Spring,2022,A,enrolled
ENR000892,STU00281,CRS00078,Fall,2023,C,withdrawn
ENR000893,STU00092,CRS00031,Fall,2023,A,completed
ENR000894,STU00084,CRS00050,Spring,2023,W,completed
ENR000895,STU00062,CRS00039,Spring,2023,I,withdrawn
