line_id,so_id,product_id,quantity,unit_price,line_total
SOL000486,SO00027,PRD00068,94,593.22,55762.45
SOL000487,SO00271,PRD00025,142,1267.26,179950.48
SOL000488,SO00180,PRD00045,75,2155.45,161658.91
SOL000489,SO00042,PRD00034,162,2651.73,429579.75
SOL000490,SO00021,PRD00078,161,2266.28,364871.1
SOL000491,SO00119,PRD00042,25,557.31,13932.65
SOL000492,SO00341,PRD00039,89,2609.39,232235.41
SOL000493,SO00161,PRD00097,176,1116.25,196460.48
SOL000494,SO00233,PRD00090,9,2199.11,19792.02
SOL000495,SO00214,PRD00018,122,1907.67,232735.8
SOL000496,SO00433,PRD00014,107,2208.17,236273.84
SOL000497,SO00127,PRD00057,65,1196.03,77741.94
SOL000498,SO00432,PRD00018,23,2195.83,50504.04
SOL000499,SO00426,PRD00061,96,349.83,33583.36
SOL000500,SO00369,PRD00093,196,855.49,167675.21
SOL000501,SO00086,PRD00098,109,27.8,3030.34
SOL000502,SO00052,PRD00023,193,1706.93,329437.87
SOL000503,SO00264,PRD00033,135,1032.83,139431.85
SOL000504,SO00500,PRD00084,114,1839.45,209697.33
SOL000505,SO00008,PRD00076,160,1320.44,211270.85
SOL000506,SO00218,PRD00074,60,2161.11,129666.37
SOL000507,SO00427,PRD00056,62,2258.23,140010.2
SOL000508,SO00433,PRD00031,159,2547.72,405087.54
SOL000509,SO00487,PRD00010,112,2698.63,302246.94
SOL000510,SO00482,PRD00008,80,930.2,74415.87
SOL000511,SO00365,PRD00043,185,1110.97,205528.83
SOL000512,SO00303,PRD00070,37,2740.78,101408.76
SOL000513,SO00065,PRD00087,181,2400.66,434518.7
SOL000514,SO00226,PRD00030,174,135.29,23541.26
SOL000515,SO00486,PRD00023,195,1602.75,312536.24
SOL000516,SO00401,PRD00030,199,125.59,24992.64
SOL000517,SO00285,PRD00068,10,561.43,5614.29
SOL000518,SO00177,PRD00012,169,1996.24,337365.19
SOL000519,SO00078,PRD00008,38,939.6,35704.77
SOL000520,SO00418,PRD00032,103,2159.16,222393.69
SOL000521,SO00024,PRD00087,38,2290.67,87045.39
SOL000522,SO00403,PRD00093,61,686.93,41902.48
SOL000523,SO00131,PRD00017,121,2146.31,259703.73
SOL000524,SO00190,PRD00057,97,1224.75,118800.64
SOL000525,SO00311,PRD00079,17,1997.45,33956.61
SOL000526,SO00170,PRD00038,152,1353.98,205804.58
SOL000527,SO00147,PRD00081,67,2367.86,158646.59
SOL000528,SO00044,PRD00067,182,384.52,69982.45
SOL000529,SO00154,PRD00032,112,2542.28,284735.37
SOL000530,SO00191,PRD00029,22,885.17,19473.63
SOL000531,SO00352,PRD00084,41,1987.06,81469.47
SOL000532,SO00300,PRD00062,124,2034.08,252226.31
SOL000533,SO00329,PRD00014,83,1927.11,159950.47
SOL000534,SO00076,PRD00088,150,1680.25,252037.79
SOL000535,SO00345,PRD00060,155,90.57,14038.14
SOL000536,SO00463,PRD00044,17,101.39,1723.57
SOL000537,SO00110,PRD00021,131,1113.48,145866.03
SOL000538,SO00219,PRD00019,176,32.89,5788.16
SOL000539,SO00381,PRD00007,188,2057.57,386823.62
SOL000540,SO00118,PRD00080,40,1122.29,44891.74
SOL000541,SO00304,PRD00071,64,2127.56,136163.71
SOL000542,SO00461,PRD00010,83,2480.94,205918.14
SOL000543,SO00348,PRD00059,112,1406.78,157559.51
SOL000544,SO00059,PRD00099,7,1379.29,9655.05
SOL000545,SO00290,PRD00066,175,79.75,13957.0
SOL000546,SO00001,PRD00057,165,1163.08,191908.69
SOL000547,SO00436,PRD00077,190,2071.77,393637.14
SOL000548,SO00374,PRD00011,96,448.2,43027.52
SOL000549,SO00029,PRD00033,71,1098.82,78016.52
SOL000550,SO00006,PRD00023,2,1560.69,3121.38
SOL000551,SO00331,PRD00049,191,1701.27,324942.41
SOL000552,SO00125,PRD00072,127,1472.19,186967.77
SOL000553,SO00018,PRD00028,191,2461.49,470144.81
SOL000554,SO00327,PRD00045,15,2044.45,30666.73
SOL000555,SO00162,PRD00065,103,343.75,35406.62
SOL000556,SO00204,PRD00007,61,2142.82,130712.15
SOL000557,SO00025,PRD00035,3,1332.16,3996.47
SOL000558,SO00369,PRD00027,70,557.1,38996.97
SOL000559,SO00354,PRD00059,174,1246.66,216918.13
SOL000560,SO00321,PRD00009,138,2365.41,326426.14
SOL000561,SO00075,PRD00031,109,2508.06,273378.25
SOL000562,SO00050,PRD00006,20,2035.13,40702.67
SOL000563,SO00426,PRD00071,171,1961.65,335441.86
SOL000564,SO00089,PRD00010,13,2789.88,36268.43
SOL000565,SO00161,PRD00013,63,1062.69,66949.26
SOL000566,SO00193,PRD00008,26,988.73,25707.11
SOL000567,SO00082,PRD00020,1,1674.69,1674.69
SOL000568,SO00275,PRD00085,141,1118.41,157695.14
SOL000569,SO00408,PRD00031,45,2146.78,96604.89
SOL000570,SO00282,PRD00095,51,488.43,24909.86
SOL000571,SO00040,PRD00097,173,1174.08,203116.36
SOL000572,SO00063,PRD00093,200,804.12,160824.96
SOL000573,SO00114,PRD00054,3,1995.42,5986.26
SOL000574,SO00290,PRD00087,171,2372.7,405732.53
SOL000575,SO00333,PRD00090,123,2236.41,275078.63
SOL000576,SO00378,PRD00049,154,1346.31,207331.95
SOL000577,SO00384,PRD00066,152,85.65,13019.09
SOL000578,SO00332,PRD00063,110,1356.48,149212.71
SOL000579,SO00024,PRD00006,6,1755.1,10530.6
SOL000580,SO00042,PRD00033,179,1231.13,220371.7
SOL000581,SO00400,PRD00007,122,2298.31,280393.98
SOL000582,SO00234,PRD00015,112,2143.89,240116.18
SOL000583,SO00288,PRD00047,8,331.68,2653.42
SOL000584,SO00344,PRD00069,156,2358.9,367988.97
SOL000585,SO00093,PRD00028,118,1878.18,221625.19
SOL000586,SO00191,PRD00011,196,360.82,70719.82
SOL000587,SO00400,PRD00075,193,1678.72,323993.01
SOL000588,SO00136,PRD00083,78,2204.77,171972.37
SOL000589,SO00479,PRD00047,108,315.16,34037.39
SOL000590,SO00073,PRD00079,102,2147.68,219062.91
SOL000591,SO00200,PRD00015,154,2107.27,324518.99
SOL000592,SO00220,PRD00064,21,1075.65,22588.62
SOL000593,SO00229,PRD00094,176,1520.84,267667.63
SOL000594,SO00353,PRD00097,173,1213.7,209970.81
SOL000595,SO00213,PRD00097,37,1333.46,49337.84
SOL000596,SO00124,PRD00075,91,1853.26,168646.81
SOL000597,SO00069,PRD00095,103,499.0,51397.15
SOL000598,SO00196,PRD00100,113,798.86,90270.72
SOL000599,SO00482,PRD00004,96,1454.64,139645.22
SOL000600,SO00107,PRD00059,26,1189.91,30937.73
SOL000601,SO00434,PRD00068,123,635.9,78215.61
SOL000602,SO00422,PRD00006,43,1951.8,83927.47
SOL000603,SO00112,PRD00088,168,2118.8,355958.22
SOL000604,SO00390,PRD00037,171,2520.2,430954.14
SOL000605,SO00036,PRD00039,77,2581.21,198753.47
SOL000606,SO00454,PRD00049,46,1561.54,71830.7
SOL000607,SO00105,PRD00094,56,1197.57,67064.07
SOL000608,SO00488,PRD00088,29,1657.02,48053.44
SOL000609,SO00235,PRD00054,200,1908.64,381728.6
SOL000610,SO00153,PRD00023,161,1829.87,294608.96
SOL000611,SO00192,PRD00024,76,2624.67,199474.95
SOL000612,SO00058,PRD00077,102,2284.52,233020.96
SOL000613,SO00378,PRD00054,54,2395.8,129373.31
SOL000614,SO00213,PRD00034,123,2136.86,262834.32
SOL000615,SO00129,PRD00050,81,319.4,25871.41
SOL000616,SO00290,PRD00050,152,332.02,50466.64
SOL000617,SO00248,PRD00003,56,2443.87,136856.7
SOL000618,SO00287,PRD00100,60,676.92,40615.5
SOL000619,SO00143,PRD00070,57,2439.07,139026.93
SOL000620,SO00309,PRD00083,59,2230.85,131620.04
SOL000621,SO00117,PRD00089,21,198.49,4168.32
SOL000622,SO00296,PRD00024,192,2954.11,567188.58
SOL000623,SO00400,PRD00091,153,1645.12,251703.19
SOL000624,SO00330,PRD00022,124,279.98,34717.79
SOL000625,SO00197,PRD00043,154,990.36,152516.05
SOL000626,SO00033,PRD00006,68,1596.15,108538.5
SOL000627,SO00381,PRD00088,38,1930.73,73367.83
SOL000628,SO00042,PRD00070,116,2217.94,257281.1
SOL000629,SO00263,PRD00021,72,1245.27,89659.36
SOL000630,SO00266,PRD00025,6,1053.23,6319.39
SOL000631,SO00059,PRD00058,179,285.93,51182.0
SOL000632,SO00485,PRD00052,167,95.68,15978.42
SOL000633,SO00424,PRD00062,86,2398.31,206254.77
SOL000634,SO00270,PRD00079,187,2434.07,455171.17
SOL000635,SO00373,PRD00067,168,390.39,65585.8
SOL000636,SO00296,PRD00062,73,2336.02,170529.3
SOL000637,SO00230,PRD00080,154,1086.79,167366.32
SOL000638,SO00083,PRD00018,28,2089.58,58508.29
SOL000639,SO00057,PRD00036,140,436.14,61059.43
SOL000640,SO00405,PRD00043,107,1031.2,110338.22
SOL000641,SO00378,PRD00013,142,1185.59,168353.71
SOL000642,SO00340,PRD00014,3,2193.5,6580.49
SOL000643,SO00253,PRD00028,162,2374.44,384659.3
SOL000644,SO00438,PRD00091,81,1799.81,145784.32
SOL000645,SO00125,PRD00013,105,1048.13,110053.41
SOL000646,SO00049,PRD00022,153,246.25,37676.78
SOL000647,SO00490,PRD00047,91,301.45,27431.8
SOL000648,SO00092,PRD00096,193,1751.0,337943.42
SOL000649,SO00215,PRD00077,79,2066.08,163220.25
SOL000650,SO00112,PRD00063,144,1366.21,196733.92
SOL000651,SO00046,PRD00074,55,2470.66,135886.11
SOL000652,SO00354,PRD00091,152,1927.61,292996.87
SOL000653,SO00455,PRD00075,14,1848.45,25878.31
SOL000654,SO00486,PRD00022,179,216.82,38811.28
SOL000655,SO00391,PRD00027,165,624.97,103120.32
SOL000656,SO00256,PRD00010,110,2876.18,316380.25
SOL000657,SO00179,PRD00025,175,1260.67,220617.5
SOL000658,SO00059,PRD00050,57,359.63,20498.94
SOL000659,SO00354,PRD00025,108,1337.53,144453.54
SOL000660,SO00411,PRD00031,20,2457.43,49148.53
SOL000661,SO00441,PRD00068,85,554.5,47132.76
SOL000662,SO00019,PRD00097,12,1147.64,13771.74
SOL000663,SO00309,PRD00008,63,969.42,61073.3
SOL000664,SO00084,PRD00077,92,2146.76,197502.34
SOL000665,SO00191,PRD00067,199,400.1,79619.7
SOL000666,SO00116,PRD00044,178,88.72,15791.43
SOL000667,SO00496,PRD00031,175,2547.71,445849.71
SOL000668,SO00301,PRD00071,195,2399.24,467851.82
SOL000669,SO00079,PRD00062,72,2608.36,187801.63
SOL000670,SO00112,PRD00078,162,2320.2,375873.1
SOL000671,SO00467,PRD00042,199,717.1,142703.88
SOL000672,SO00176,PRD00014,113,2433.8,275018.97
SOL000673,SO00036,PRD00077,180,2141.06,385390.36
SOL000674,SO00166,PRD00072,18,1503.0,27053.95
SOL000675,SO00432,PRD00033,127,1280.93,162678.07
SOL000676,SO00460,PRD00023,28,1903.62,53301.43
SOL000677,SO00094,PRD00091,49,1799.51,88175.85
SOL000678,SO00020,PRD00016,179,1623.42,290592.01
SOL000679,SO00120,PRD00074,154,2285.34,351942.99
SOL000680,SO00133,PRD00013,54,1219.49,65852.68
SOL000681,SO00285,PRD00033,82,1070.99,87821.2
SOL000682,SO00161,PRD00050,56,357.12,19998.98
SOL000683,SO00309,PRD00032,3,2550.02,7650.06
SOL000684,SO00411,PRD00061,154,300.1,46215.3
SOL000685,SO00339,PRD00095,87,500.36,43531.41
SOL000686,SO00319,PRD00006,167,1877.33,313514.35
SOL000687,SO00357,PRD00085,79,1186.62,93743.36
SOL000688,SO00404,PRD00075,138,1888.15,260564.75
SOL000689,SO00323,PRD00036,187,343.16,64170.75
SOL000690,SO00384,PRD00079,155,2483.0,384864.74
SOL000691,SO00360,PRD00014,118,2225.95,262661.95
SOL000692,SO00398,PRD00025,85,1245.4,105859.31
SOL000693,SO00390,PRD00012,108,2062.17,222714.17
SOL000694,SO00033,PRD00009,53,2049.77,108637.74
SOL000695,SO00319,PRD00061,50,347.27,17363.27
SOL000696,SO00232,PRD00004,123,1596.9,196419.29
SOL000697,SO00062,PRD00062,169,2104.3,355626.98
SOL000698,SO00151,PRD00002,181,498.17,90169.46
SOL000699,SO00157,PRD00017,167,2024.91,338159.24
SOL000700,SO00088,PRD00095,70,410.09,28706.05
SOL000701,SO00316,PRD00068,185,548.02,101383.04
SOL000702,SO00415,PRD00008,106,1024.49,108596.05
SOL000703,SO00126,PRD00024,188,2417.86,454558.61
SOL000704,SO00161,PRD00040,4,1321.57,5286.27
SOL000705,SO00279,PRD00013,167,1241.63,207351.67
SOL000706,SO00149,PRD00035,44,1218.31,53605.59
SOL000707,SO00498,PRD00071,70,1976.14,138329.8
SOL000708,SO00343,PRD00004,41,1597.21,65485.8
SOL000709,SO00126,PRD00097,95,1042.55,99042.4
SOL000710,SO00308,PRD00040,113,1457.05,164647.05
SOL000711,SO00360,PRD00012,31,2224.6,68962.64
SOL000712,SO00264,PRD00055,169,1195.22,201992.9
SOL000713,SO00173,PRD00054,71,1853.98,131632.25
SOL000714,SO00411,PRD00074,73,2174.57,158743.68
SOL000715,SO00254,PRD00045,50,2335.24,116761.95
SOL000716,SO00318,PRD00091,17,2059.17,35005.81
SOL000717,SO00240,PRD00005,82,2338.23,191734.94
SOL000718,SO00326,PRD00018,77,2298.18,176960.15
SOL000719,SO00048,PRD00088,163,1954.78,318629.37
SOL000720,SO00261,PRD00023,99,1924.15,190490.7
SOL000721,SO00342,PRD00100,19,682.37,12965.1
SOL000722,SO00103,PRD00041,99,1559.17,154358.25
SOL000723,SO00137,PRD00024,192,2674.41,513487.5
SOL000724,SO00090,PRD00005,163,2794.26,455465.0
SOL000725,SO00124,PRD00062,98,2420.47,237206.42
SOL000726,SO00222,PRD00075,170,2145.22,364687.1
SOL000727,SO00217,PRD00077,45,2161.44,97264.78
SOL000728,SO00292,PRD00045,60,2084.18,125051.0
SOL000729,SO00197,PRD00012,146,1970.95,287759.11
SOL000730,SO00428,PRD00009,161,2436.63,392297.2
SOL000731,SO00401,PRD00097,50,1251.08,62553.83
SOL000732,SO00009,PRD00080,60,1345.1,80706.26
SOL000733,SO00157,PRD00017,72,2332.67,167952.08
SOL000734,SO00440,PRD00020,76,1622.62,123319.15
SOL000735,SO00218,PRD00087,46,2264.5,104166.97
SOL000736,SO00097,PRD00035,105,1179.42,123839.52
SOL000737,SO00413,PRD00039,173,2397.16,414708.53
SOL000738,SO00310,PRD00030,61,115.86,7067.31
SOL000739,SO00242,PRD00048,27,2443.14,65964.72
SOL000740,SO00378,PRD00068,98,583.08,57142.03
SOL000741,SO00314,PRD00033,188,1005.92,189113.08
SOL000742,SO00223,PRD00100,93,859.28,79912.58
SOL000743,SO00090,PRD00037,64,2778.63,177832.33
SOL000744,SO00091,PRD00050,159,373.08,59320.23
SOL000745,SO00284,PRD00043,88,928.22,81683.67
SOL000746,SO00138,PRD00027,88,624.63,54967.21
SOL000747,SO00012,PRD00074,89,2216.65,197281.45
SOL000748,SO00389,PRD00072,163,1616.5,263488.86
SOL000749,SO00268,PRD00080,96,1283.01,123168.71
SOL000750,SO00451,PRD00062,162,2521.24,408441.57
SOL000751,SO00128,PRD00073,110,792.82,87210.47
SOL000752,SO00310,PRD00055,73,1297.25,94698.99
SOL000753,SO00166,PRD00077,25,2198.16,54954.0
SOL000754,SO00241,PRD00052,85,95.41,8109.75
SOL000755,SO00235,PRD00016,141,1614.73,227676.38
SOL000756,SO00003,PRD00005,196,2536.58,497169.69
SOL000757,SO00302,PRD00044,71,81.33,5774.6
SOL000758,SO00261,PRD00059,55,1465.07,80579.03
SOL000759,SO00146,PRD00095,187,478.54,89486.68
SOL000760,SO00206,PRD00086,97,1828.46,177361.02
SOL000761,SO00223,PRD00056,116,2683.58,311295.0
SOL000762,SO00313,PRD00075,67,1883.88,126220.23
SOL000763,SO00210,PRD00090,28,1937.81,54258.75
SOL000764,SO00437,PRD00083,6,2539.49,15236.96
SOL000765,SO00444,PRD00056,150,2281.64,342246.3
SOL000766,SO00434,PRD00034,160,2428.47,388554.65
SOL000767,SO00043,PRD00011,7,459.8,3218.62
SOL000768,SO00111,PRD00068,67,644.16,43158.68
SOL000769,SO00487,PRD00092,115,700.11,80512.8
SOL000770,SO00201,PRD00062,92,2229.83,205144.69
SOL000771,SO00373,PRD00042,1,661.26,661.26
SOL000772,SO00040,PRD00070,187,2452.19,458560.39
SOL000773,SO00484,PRD00003,176,2240.19,394273.53
SOL000774,SO00252,PRD00085,75,1150.77,86307.57
SOL000775,SO00455,PRD00093,175,703.21,123060.96
SOL000776,SO00146,PRD00089,54,209.25,11299.64
SOL000777,SO00189,PRD00079,164,2558.23,419549.39
SOL000778,SO00295,PRD00067,84,362.37,30439.37
SOL000779,SO00500,PRD00036,83,425.48,35314.66
SOL000780,SO00009,PRD00083,86,2480.05,213284.07
SOL000781,SO00210,PRD00091,148,2003.02,296446.62
SOL000782,SO00118,PRD00063,88,1289.76,113498.71
SOL000783,SO00070,PRD00092,192,880.31,169019.5
SOL000784,SO00462,PRD00023,144,1712.08,246538.87
SOL000785,SO00242,PRD00090,138,2010.81,277492.08
SOL000786,SO00461,PRD00043,115,960.04,110404.75
SOL000787,SO00491,PRD00005,34,2351.93,79965.47
SOL000788,SO00442,PRD00088,62,1909.1,118364.47
SOL000789,SO00447,PRD00091,126,1811.14,228203.63
SOL000790,SO00089,PRD00097,97,1343.19,130289.64
SOL000791,SO00155,PRD00066,19,83.87,1593.47
SOL000792,SO00390,PRD00097,64,1219.35,78038.18
SOL000793,SO00148,PRD00074,63,2634.07,165946.36
SOL000794,SO00209,PRD00072,14,1520.32,21284.44
SOL000795,SO00101,PRD00042,132,606.62,80073.98
SOL000796,SO00010,PRD00093,22,668.06,14697.33
SOL000797,SO00041,PRD00098,37,29.35,1086.11
SOL000798,SO00296,PRD00049,154,1489.69,229411.98
SOL000799,SO00496,PRD00079,167,2060.51,344105.55
SOL000800,SO00389,PRD00038,165,1755.29,289622.46
SOL000801,SO00441,PRD00048,38,2422.97,92072.79
SOL000802,SO00463,PRD00091,126,1827.96,230322.93
SOL000803,SO00269,PRD00049,195,1552.87,302809.93
SOL000804,SO00457,PRD00028,100,2078.8,207879.57
SOL000805,SO00076,PRD00007,50,2200.84,110041.91
SOL000806,SO00111,PRD00033,78,1218.78,95065.14
SOL000807,SO00109,PRD00081,153,2415.37,369550.95
SOL000808,SO00261,PRD00100,154,761.35,117247.96
SOL000809,SO00379,PRD00092,63,729.45,45955.1
SOL000810,SO00276,PRD00010,173,2855.93,494076.04
SOL000811,SO00101,PRD00029,95,783.39,74422.52
SOL000812,SO00216,PRD00012,123,2252.35,277039.03
SOL000813,SO00381,PRD00007,115,2280.38,262243.84
SOL000814,SO00430,PRD00016,115,1513.17,174014.35
SOL000815,SO00444,PRD00046,119,2046.43,243525.26
SOL000816,SO00220,PRD00023,173,1701.53,294364.56
SOL000817,SO00070,PRD00050,63,372.94,23495.22
SOL000818,SO00228,PRD00069,81,2625.99,212705.22
SOL000819,SO00261,PRD00079,142,2514.2,357016.65
SOL000820,SO00310,PRD00063,127,1271.88,161528.42
SOL000821,SO00254,PRD00099,96,1483.71,142436.37
SOL000822,SO00351,PRD00037,167,2414.83,403276.21
SOL000823,SO00147,PRD00065,183,331.97,60751.33
SOL000824,SO00301,PRD00046,49,2037.31,99828.25
SOL000825,SO00236,PRD00033,8,1312.28,10498.23
SOL000826,SO00402,PRD00031,122,2400.13,292815.63
SOL000827,SO00215,PRD00072,122,1358.9,165785.82
SOL000828,SO00136,PRD00020,6,2139.37,12836.21
SOL000829,SO00246,PRD00054,120,2067.61,248113.65
SOL000830,SO00158,PRD00077,114,1918.33,218689.74
SOL000831,SO00153,PRD00012,20,2011.61,40232.19
SOL000832,SO00242,PRD00099,54,1499.51,80973.38
SOL000833,SO00107,PRD00008,160,1000.69,160110.35
SOL000834,SO00404,PRD00005,165,2625.35,433183.55
SOL000835,SO00293,PRD00036,190,343.32,65230.05
SOL000836,SO00210,PRD00048,102,2082.16,212380.44
SOL000837,SO00260,PRD00020,62,2024.01,125488.84
SOL000838,SO00370,PRD00034,88,2290.01,201520.72
SOL000839,SO00491,PRD00043,168,1123.77,188794.0
SOL000840,SO00188,PRD00032,88,2588.7,227805.58
SOL000841,SO00468,PRD00026,174,1694.59,294858.97
SOL000842,SO00211,PRD00056,9,2715.17,24436.55
SOL000843,SO00469,PRD00086,196,1566.98,307127.85
SOL000844,SO00491,PRD00005,67,2447.95,164012.72
SOL000845,SO00438,PRD00074,189,2157.49,407766.31
SOL000846,SO00031,PRD00095,63,505.63,31854.76
SOL000847,SO00300,PRD00097,171,1165.39,199282.47
SOL000848,SO00216,PRD00010,21,2594.34,54481.1
SOL000849,SO00392,PRD00077,129,2042.55,263488.38
SOL000850,SO00377,PRD00052,81,125.14,10136.34
SOL000851,SO00045,PRD00071,27,2306.54,62276.52
SOL000852,SO00163,PRD00065,56,373.25,20902.17
SOL000853,SO00230,PRD00036,103,387.78,39941.46
SOL000854,SO00160,PRD00094,79,1384.95,109411.35
SOL000855,SO00218,PRD00012,131,2209.15,289399.21
SOL000856,SO00332,PRD00053,131,658.67,86285.97
SOL000857,SO00001,PRD00036,185,391.76,72475.94
SOL000858,SO00299,PRD00053,103,693.5,71430.1
SOL000859,SO00440,PRD00050,141,367.48,51814.25
SOL000860,SO00363,PRD00079,5,2402.16,12010.81
SOL000861,SO00365,PRD00018,95,2037.97,193606.77
SOL000862,SO00308,PRD00076,96,1012.86,97234.4
SOL000863,SO00329,PRD00080,18,1164.78,20965.99
SOL000864,SO00085,PRD00090,60,2069.0,124140.18
SOL000865,SO00002,PRD00094,47,1426.41,67041.04
SOL000866,SO00096,PRD00064,109,1298.98,141588.75
SOL000867,SO00438,PRD00003,81,2372.11,192141.27
SOL000868,SO00247,PRD00088,62,1954.54,121181.48
SOL000869,SO00217,PRD00023,40,1528.86,61154.49
SOL000870,SO00029,PRD00046,18,1901.43,34225.74
SOL000871,SO00046,PRD00069,100,2398.3,239829.79
SOL000872,SO00158,PRD00063,79,1344.37,106205.51
SOL000873,SO00125,PRD00028,142,2243.24,318540.55
SOL000874,SO00047,PRD00033,117,1236.41,144660.32
SOL000875,SO00257,PRD00044,43,84.57,3636.43
SOL000876,SO00154,PRD00039,33,2046.36,67529.97
SOL000877,SO00168,PRD00078,68,2414.29,164171.57
SOL000878,SO00009,PRD00096,173,1623.86,280926.92
SOL000879,SO00370,PRD00029,130,792.76,103058.39
SOL000880,SO00116,PRD00046,22,2091.2,46006.3
SOL000881,SO00383,PRD00088,180,2025.55,364599.86
SOL000882,SO00209,PRD00053,80,741.56,59325.06
SOL000883,SO00443,PRD00064,123,1097.62,135007.77
SOL000884,SO00105,PRD00012,53,2376.43,125950.92
SOL000885,SO00040,PRD00065,173,317.4,54910.19
SOL000886,SO00073,PRD00046,132,1994.61,263287.93
SOL000887,SO00137,PRD00054,198,2045.17,404944.04
SOL000888,SO00418,PRD00011,90,372.41,33516.55
SOL000889,SO00319,PRD00068,199,600.35,119470.37
SOL000890,SO00327,PRD00022,178,221.91,39500.83
SOL000891,SO00282,PRD00078,84,2459.68,206612.77
SOL000892,SO00319,PRD00080,15,1354.14,20312.04
SOL000893,SO00268,PRD00039,181,2648.5,479378.95
SOL000894,SO00407,PRD00010,44,2861.78,125918.48
SOL000895,SO00284,PRD00049,85,1502.0,127669.71
SOL000896,SO00266,PRD00015,97,2288.92,222025.31
SOL000897,SO00389,PRD00080,46,1143.06,52580.61
SOL000898,SO00106,PRD00013,151,1054.75,159267.44
SOL000899,SO00273,PRD00098,147,26.39,3878.99
SOL000900,SO00457,PRD00092,196,686.22,134498.43
SOL000901,SO00029,PRD00026,137,1659.35,227330.44
SOL000902,SO00133,PRD00050,49,308.24,15103.79
SOL000903,SO00361,PRD00078,45,2436.16,109627.11
SOL000904,SO00081,PRD00014,177,2305.7,408109.56
SOL000905,SO00190,PRD00074,119,2624.13,312271.88
SOL000906,SO00124,PRD00098,14,32.78,458.89
SOL000907,SO00377,PRD00014,45,1957.48,88086.43
SOL000908,SO00161,PRD00020,121,2110.35,255352.1
SOL000909,SO00152,PRD00012,23,1998.65,45968.99
SOL000910,SO00206,PRD00012,51,1970.6,100500.35
SOL000911,SO00171,PRD00083,92,2205.19,202877.58
SOL000912,SO00435,PRD00007,17,1950.28,33154.7
SOL000913,SO00020,PRD00025,16,1299.17,20786.74
SOL000914,SO00152,PRD00002,116,437.31,50727.62
SOL000915,SO00046,PRD00086,183,1611.87,294972.08
SOL000916,SO00025,PRD00079,190,2188.23,415764.1
SOL000917,SO00315,PRD00071,78,2294.51,178971.84
SOL000918,SO00161,PRD00041,117,1600.16,187218.3
SOL000919,SO00430,PRD00091,111,1710.51,189866.86
SOL000920,SO00410,PRD00040,84,1703.33,143079.77
SOL000921,SO00156,PRD00016,143,1715.08,245256.12
SOL000922,SO00095,PRD00077,152,1773.8,269617.55
SOL000923,SO00209,PRD00079,154,2098.09,323105.13
SOL000924,SO00079,PRD00008,107,922.17,98671.84
SOL000925,SO00043,PRD00080,188,1352.3,254233.07
SOL000926,SO00012,PRD00054,27,2414.63,65194.92
SOL000927,SO00384,PRD00049,165,1510.72,249269.47
SOL000928,SO00316,PRD00012,5,1855.02,9275.09
SOL000929,SO00386,PRD00090,187,1976.41,369587.8
SOL000930,SO00068,PRD00021,171,1163.05,198881.51
SOL000931,SO00410,PRD00095,32,451.23,14439.43
SOL000932,SO00073,PRD00054,129,2419.15,312070.21
SOL000933,SO00078,PRD00088,22,1959.76,43114.74
SOL000934,SO00256,PRD00046,164,2011.29,329851.41
SOL000935,SO00333,PRD00049,159,1594.71,253559.65
SOL000936,SO00196,PRD00019,8,32.11,256.89
SOL000937,SO00324,PRD00035,128,1320.46,169018.93
SOL000938,SO00478,PRD00091,23,1979.12,45519.73
SOL000939,SO00006,PRD00045,146,2083.33,304166.64
SOL000940,SO00339,PRD00082,163,2838.59,462690.44
SOL000941,SO00485,PRD00082,91,2527.26,229980.92
SOL000942,SO00390,PRD00017,142,2315.81,328844.74
SOL000943,SO00026,PRD00091,52,1668.52,86762.93
SOL000944,SO00016,PRD00006,166,1915.99,318054.11
SOL000945,SO00468,PRD00035,144,1234.23,177728.56
SOL000946,SO00253,PRD00095,33,431.3,14232.8
SOL000947,SO00098,PRD00072,119,1631.34,194130.01
SOL000948,SO00075,PRD00079,90,1983.43,178508.69
SOL000949,SO00172,PRD00024,184,2848.95,524206.21
SOL000950,SO00170,PRD00087,132,2504.46,330588.88
SOL000951,SO00412,PRD00083,6,2430.83,14584.99
SOL000952,SO00076,PRD00081,133,2520.09,335172.23
SOL000953,SO00413,PRD00049,12,1469.39,17632.65
SOL000954,SO00015,PRD00023,47,1626.1,76426.5
SOL000955,SO00215,PRD00046,77,2297.6,176915.37
SOL000956,SO00135,PRD00058,103,294.65,30348.59
SOL000957,SO00311,PRD00044,11,96.42,1060.57
SOL000958,SO00012,PRD00033,22,1203.73,26482.17
SOL000959,SO00498,PRD00094,150,1398.79,209818.82
SOL000960,SO00224,PRD00051,177,1225.94,216991.92
SOL000961,SO00019,PRD00013,100,1090.42,109041.57
SOL000962,SO00431,PRD00046,111,2249.63,249708.64
SOL000963,SO00113,PRD00066,144,80.7,11620.77
SOL000964,SO00261,PRD00066,114,86.15,9821.15
SOL000965,SO00196,PRD00045,109,2384.42,259901.8
SOL000966,SO00467,PRD00079,160,2459.46,393513.14
SOL000967,SO00038,PRD00027,100,598.12,59811.51
SOL000968,SO00027,PRD00054,166,1927.88,320028.36
SOL000969,SO00475,PRD00018,152,1809.82,275092.43
SOL000970,SO00046,PRD00013,187,1266.92,236914.58
SOL000971,SO00285,PRD00049,3,1752.75,5258.24
