line_id,po_id,product_id,quantity,unit_price,line_total
POL000503,PO00226,PRD00025,324,1166.32,377887.66
POL000504,PO00392,PRD00047,23,332.92,7657.1
POL000505,PO00102,PRD00026,146,1628.19,237715.67
POL000506,PO00135,PRD00093,90,701.54,63138.24
POL000507,PO00284,PRD00032,92,1983.39,182472.19
POL000508,PO00091,PRD00034,467,2071.44,967360.69
POL000509,PO00347,PRD00018,195,2088.31,407219.79
POL000510,PO00057,PRD00044,480,78.93,37884.42
POL000511,PO00234,PRD00031,190,2579.66,490136.12
POL000512,PO00339,PRD00022,482,239.09,115239.39
POL000513,PO00320,PRD00056,450,2650.1,1192546.98
POL000514,PO00061,PRD00019,452,34.19,15453.6
POL000515,PO00098,PRD00025,273,1095.54,299082.2
POL000516,PO00192,PRD00041,307,1532.57,470497.5
POL000517,PO00326,PRD00032,472,1885.32,889870.79
POL000518,PO00316,PRD00076,97,1238.14,120099.47
POL000519,PO00151,PRD00020,168,1664.94,279710.27
POL000520,PO00323,PRD00036,447,334.97,149733.58
POL000521,PO00261,PRD00075,454,1810.5,821967.2
POL000522,PO00373,PRD00011,402,383.31,154089.42
POL000523,PO00340,PRD00079,34,1927.17,65523.7
POL000524,PO00199,PRD00097,452,1205.86,545049.67
POL000525,PO00261,PRD00048,256,2079.16,532264.36
POL000526,PO00092,PRD00042,365,580.63,211928.95
POL000527,PO00356,PRD00062,367,2471.32,906974.79
POL000528,PO00243,PRD00035,298,1195.3,356200.1
POL000529,PO00299,PRD00084,19,1648.73,31325.85
POL000530,PO00104,PRD00058,442,244.79,108195.18
POL000531,PO00112,PRD00040,218,1589.75,346566.58
POL000532,PO00293,PRD00021,479,1315.39,630072.22
POL000533,PO00131,PRD00071,44,1858.62,81779.46
POL000534,PO00044,PRD00038,228,1500.77,342174.66
POL000535,PO00118,PRD00075,22,1797.56,39546.42
POL000536,PO00319,PRD00044,219,85.17,18652.94
POL000537,PO00222,PRD00053,189,687.19,129879.14
POL000538,PO00163,PRD00035,196,1056.26,207026.7
POL000539,PO00227,PRD00030,136,123.73,16827.28
POL000540,PO00184,PRD00011,151,426.46,64394.92
POL000541,PO00263,PRD00070,330,2036.85,672161.77
POL000542,PO00142,PRD00030,51,104.99,5354.69
POL000543,PO00185,PRD00005,280,2142.33,599852.18
POL000544,PO00101,PRD00087,169,1987.9,335954.38
POL000545,PO00382,PRD00099,350,1510.61,528713.75
POL000546,PO00098,PRD00091,310,2024.33,627543.08
POL000547,PO00386,PRD00092,379,761.9,288760.61
POL000548,PO00134,PRD00002,395,398.15,157267.42
POL000549,PO00178,PRD00052,485,101.5,49226.02
POL000550,PO00297,PRD00097,336,986.36,331415.84
POL000551,PO00335,PRD00066,390,87.46,34110.75
POL000552,PO00204,PRD00030,117,126.5,14800.92
POL000553,PO00108,PRD00061,120,295.62,35474.02
POL000554,PO00283,PRD00097,240,1232.71,295849.89
POL000555,PO00237,PRD00044,406,75.7,30734.58
POL000556,PO00097,PRD00055,395,1472.14,581494.28
POL000557,PO00214,PRD00027,225,536.7,120758.0
POL000558,PO00286,PRD00004,192,1285.46,246808.73
POL000559,PO00066,PRD00040,483,1525.3,736720.41
POL000560,PO00256,PRD00085,428,1125.09,481537.81
POL000561,PO00116,PRD00054,218,2168.94,472829.38
POL000562,PO00207,PRD00098,399,30.08,12000.35
POL000563,PO00154,PRD00042,301,517.15,155661.64
POL000564,PO00017,PRD00018,79,2281.3,180223.06
POL000565,PO00170,PRD00073,323,756.54,244363.61
POL000566,PO00312,PRD00074,444,2259.48,1003211.1
POL000567,PO00196,PRD00027,486,527.0,256123.43
POL000568,PO00274,PRD00050,97,312.87,30348.83
POL000569,PO00169,PRD00073,493,684.15,337284.06
POL000570,PO00156,PRD00012,88,1781.5,156772.04
POL000571,PO00284,PRD00023,17,1824.32,31013.43
POL000572,PO00309,PRD00063,14,1176.46,16470.44
POL000573,PO00036,PRD00050,146,287.44,41966.81
POL000574,PO00150,PRD00085,269,1024.62,275622.71
POL000575,PO00030,PRD00048,266,1764.18,469270.75
POL000576,PO00168,PRD00053,201,564.88,113541.61
POL000577,PO00057,PRD00017,275,2076.04,570911.5
POL000578,PO00381,PRD00009,200,2414.77,482954.37
POL000579,PO00106,PRD00017,446,1940.22,865339.33
POL000580,PO00222,PRD00091,341,1747.88,596028.68
POL000581,PO00310,PRD00074,481,2203.02,1059652.96
POL000582,PO00104,PRD00065,367,350.28,128553.86
POL000583,PO00142,PRD00026,4,2070.46,8281.85
POL000584,PO00229,PRD00009,423,2060.46,871575.81
POL000585,PO00127,PRD00068,169,635.25,107357.9
POL000586,PO00252,PRD00059,237,1269.55,300883.06
POL000587,PO00378,PRD00012,148,2110.18,312306.84
POL000588,PO00234,PRD00045,359,2370.69,851079.03
POL000589,PO00153,PRD00051,314,1375.32,431851.47
POL000590,PO00090,PRD00054,128,1856.96,237691.24
POL000591,PO00317,PRD00094,222,1313.43,291581.49
POL000592,PO00338,PRD00024,358,2542.89,910354.1
POL000593,PO00202,PRD00090,485,1612.42,782026.09
POL000594,PO00081,PRD00036,452,391.75,177069.11
POL000595,PO00150,PRD00086,470,1508.01,708765.24
POL000596,PO00372,PRD00093,462,674.44,311590.95
POL000597,PO00253,PRD00053,391,639.65,250102.56
POL000598,PO00189,PRD00010,387,2117.67,819536.69
POL000599,PO00393,PRD00100,167,731.12,122097.73
POL000600,PO00085,PRD00033,107,1105.98,118339.7
POL000601,PO00237,PRD00004,38,1501.67,57063.36
POL000602,PO00346,PRD00096,237,1648.47,390688.22
POL000603,PO00382,PRD00052,439,94.87,41649.75
POL000604,PO00020,PRD00002,129,374.66,48331.19
POL000605,PO00070,PRD00042,344,648.48,223077.05
POL000606,PO00249,PRD00060,35,84.47,2956.35
POL000607,PO00337,PRD00032,366,2477.08,906611.82
POL000608,PO00072,PRD00061,421,274.73,115659.54
POL000609,PO00083,PRD00022,430,202.88,87238.37
POL000610,PO00052,PRD00023,151,1474.23,222608.61
POL000611,PO00380,PRD00051,87,1094.81,95248.31
POL000612,PO00391,PRD00002,347,394.81,137000.06
POL000613,PO00226,PRD00046,92,1803.13,165887.95
POL000614,PO00018,PRD00087,273,1966.07,536736.41
POL000615,PO00357,PRD00007,429,2036.84,873805.62
POL000616,PO00268,PRD00083,340,2328.03,791529.67
POL000617,PO00053,PRD00050,354,297.13,105184.62
POL000618,PO00027,PRD00077,3,1649.98,4949.93
POL000619,PO00194,PRD00099,104,1544.85,160663.96
POL000620,PO00192,PRD00031,103,2071.14,213327.45
POL000621,PO00216,PRD00004,8,1371.17,10969.33
POL000622,PO00099,PRD00088,343,1562.55,535954.13
POL000623,PO00050,PRD00086,86,1849.78,159081.4
POL000624,PO00023,PRD00054,263,1812.65,476727.43
POL000625,PO00168,PRD00042,288,626.41,180406.99
POL000626,PO00320,PRD00027,479,551.7,264262.81
POL000627,PO00220,PRD00016,119,1396.6,166194.88
POL000628,PO00183,PRD00042,89,515.66,45893.35
POL000629,PO00335,PRD00041,7,1513.61,10595.28
POL000630,PO00235,PRD00029,34,795.14,27034.61
POL000631,PO00143,PRD00084,320,1736.45,555665.4
POL000632,PO00035,PRD00028,211,1958.42,413227.44
POL000633,PO00307,PRD00064,53,1178.53,62462.0
POL000634,PO00292,PRD00022,129,269.83,34808.17
POL000635,PO00308,PRD00042,324,639.0,207036.18
POL000636,PO00348,PRD00099,356,1218.03,433619.17
POL000637,PO00090,PRD00082,390,2690.11,1049141.41
POL000638,PO00163,PRD00086,247,1508.41,372577.6
POL000639,PO00010,PRD00078,467,2514.58,1174310.69
POL000640,PO00196,PRD00066,328,82.62,27098.73
POL000641,PO00258,PRD00076,361,1283.11,463202.7
POL000642,PO00120,PRD00003,316,2599.35,821394.02
POL000643,PO00064,PRD00040,122,1525.35,186092.37
POL000644,PO00388,PRD00032,318,1907.05,606442.83
POL000645,PO00071,PRD00048,256,1941.29,496971.25
POL000646,PO00078,PRD00049,105,1553.11,163076.09
POL000647,PO00122,PRD00093,307,844.96,259403.14
POL000648,PO00228,PRD00095,450,419.09,188592.55
POL000649,PO00143,PRD00041,330,1700.45,561148.38
POL000650,PO00021,PRD00067,406,457.48,185736.71
POL000651,PO00332,PRD00037,385,2129.77,819960.55
POL000652,PO00376,PRD00043,176,945.05,166328.72
POL000653,PO00277,PRD00007,465,2202.98,1024387.59
POL000654,PO00128,PRD00088,357,1916.61,684230.72
POL000655,PO00312,PRD00049,267,1409.92,376449.05
POL000656,PO00227,PRD00081,4,2148.33,8593.31
POL000657,PO00252,PRD00009,489,1928.67,943117.34
POL000658,PO00325,PRD00019,481,27.64,13294.21
POL000659,PO00047,PRD00023,304,1685.93,512522.42
POL000660,PO00105,PRD00031,260,2061.78,536062.07
POL000661,PO00372,PRD00060,160,86.83,13893.02
POL000662,PO00102,PRD00032,218,1970.59,429589.05
POL000663,PO00128,PRD00039,147,2323.8,341599.0
POL000664,PO00326,PRD00026,140,2000.81,280113.39
POL000665,PO00247,PRD00011,487,441.53,215026.35
POL000666,PO00204,PRD00049,86,1476.54,126982.63
POL000667,PO00217,PRD00065,313,355.27,111199.63
POL000668,PO00390,PRD00020,420,2046.84,859670.91
POL000669,PO00247,PRD00003,391,2326.18,909534.71
POL000670,PO00043,PRD00098,465,32.05,14902.22
POL000671,PO00305,PRD00069,79,2405.46,190031.73
POL000672,PO00090,PRD00033,195,1091.93,212926.67
POL000673,PO00233,PRD00037,193,2531.15,488512.68
POL000674,PO00247,PRD00010,171,2140.32,365994.23
POL000675,PO00241,PRD00026,80,2029.89,162390.84
POL000676,PO00003,PRD00002,442,423.72,187283.77
POL000677,PO00372,PRD00048,252,2008.24,506077.01
POL000678,PO00213,PRD00051,497,1344.77,668350.75
POL000679,PO00197,PRD00063,158,1353.46,213846.04
POL000680,PO00302,PRD00010,210,2679.61,562717.93
POL000681,PO00064,PRD00050,478,321.47,153660.33
POL000682,PO00100,PRD00098,224,32.35,7246.7
POL000683,PO00395,PRD00097,370,1103.08,408138.35
POL000684,PO00364,PRD00063,326,1371.94,447251.33
POL000685,PO00357,PRD00008,334,897.59,299795.98
POL000686,PO00218,PRD00095,127,407.65,51771.73
POL000687,PO00018,PRD00047,324,309.43,100253.87
POL000688,PO00015,PRD00090,341,1949.63,664824.77
POL000689,PO00134,PRD00078,234,2778.84,650247.51
POL000690,PO00076,PRD00033,127,1137.8,144500.72
POL000691,PO00340,PRD00021,7,1055.7,7389.87
POL000692,PO00048,PRD00083,365,2459.5,897719.06
POL000693,PO00204,PRD00091,301,2011.73,605531.03
POL000694,PO00042,PRD00067,466,362.79,169062.37
POL000695,PO00217,PRD00022,425,231.97,98585.9
POL000696,PO00355,PRD00039,257,2590.45,665746.61
POL000697,PO00338,PRD00049,301,1403.82,422549.18
POL000698,PO00211,PRD00097,449,1302.67,584898.67
POL000699,PO00046,PRD00014,326,2176.42,709512.69
POL000700,PO00177,PRD00019,138,32.59,4497.86
POL000701,PO00384,PRD00051,358,1181.51,422979.07
POL000702,PO00087,PRD00063,1,1141.47,1141.47
POL000703,PO00397,PRD00090,214,1882.17,402784.39
POL000704,PO00336,PRD00037,376,2433.36,914942.02
POL000705,PO00091,PRD00048,96,2194.0,210623.67
POL000706,PO00102,PRD00063,94,1299.53,122155.65
POL000707,PO00057,PRD00058,291,291.06,84699.88
POL000708,PO00096,PRD00026,31,1939.9,60136.88
POL000709,PO00389,PRD00025,133,1301.84,173144.23
POL000710,PO00210,PRD00057,321,1323.58,424870.61
POL000711,PO00056,PRD00082,86,2108.16,181301.77
POL000712,PO00044,PRD00049,64,1389.87,88951.52
POL000713,PO00176,PRD00004,300,1326.91,398072.07
POL000714,PO00249,PRD00087,390,1891.69,737760.84
POL000715,PO00032,PRD00035,385,1400.14,539055.71
POL000716,PO00341,PRD00075,405,2082.23,843302.29
POL000717,PO00050,PRD00028,268,2264.7,606938.46
POL000718,PO00193,PRD00078,267,2810.2,750322.25
POL000719,PO00390,PRD00035,478,1226.71,586366.75
POL000720,PO00388,PRD00044,310,84.61,26229.28
POL000721,PO00190,PRD00088,456,1713.55,781377.23
POL000722,PO00162,PRD00031,482,2262.22,1090388.26
POL000723,PO00205,PRD00049,313,1291.77,404322.79
POL000724,PO00183,PRD00043,413,901.39,372275.93
POL000725,PO00234,PRD00090,206,1994.41,410847.54
POL000726,PO00072,PRD00004,309,1278.52,395062.15
POL000727,PO00272,PRD00036,487,399.8,194703.46
POL000728,PO00128,PRD00048,232,2140.85,496676.16
POL000729,PO00338,PRD00061,264,286.55,75649.74
POL000730,PO00097,PRD00001,327,2694.92,881238.18
POL000731,PO00165,PRD00003,325,2310.83,751018.33
POL000732,PO00024,PRD00095,167,465.38,77718.92
POL000733,PO00120,PRD00078,249,2378.59,592269.06
POL000734,PO00314,PRD00011,179,378.35,67724.18
POL000735,PO00244,PRD00085,439,1246.79,547339.16
POL000736,PO00052,PRD00094,198,1248.0,247103.06
POL000737,PO00100,PRD00092,74,835.63,61836.55
POL000738,PO00293,PRD00092,259,646.51,167445.56
POL000739,PO00255,PRD00012,155,2223.01,344566.89
POL000740,PO00281,PRD00060,87,108.04,9399.76
POL000741,PO00060,PRD00062,340,2200.59,748202.12
POL000742,PO00125,PRD00028,88,2240.62,197174.8
POL000743,PO00338,PRD00090,46,1647.06,75764.94
POL000744,PO00367,PRD00004,83,1627.15,135053.18
POL000745,PO00168,PRD00050,393,294.49,115733.27
POL000746,PO00369,PRD00033,341,1096.12,373777.45
POL000747,PO00344,PRD00016,341,1360.83,464044.66
POL000748,PO00274,PRD00082,372,2406.42,895188.54
POL000749,PO00355,PRD00043,447,939.38,419904.0
POL000750,PO00295,PRD00099,474,1410.1,668388.25
POL000751,PO00330,PRD00044,194,97.08,18832.83
POL000752,PO00381,PRD00095,372,426.11,158514.39
POL000753,PO00329,PRD00072,495,1527.9,756308.61
POL000754,PO00120,PRD00029,133,671.63,89327.34
POL000755,PO00045,PRD00015,46,2099.0,96554.15
POL000756,PO00304,PRD00025,382,1287.87,491966.63
POL000757,PO00294,PRD00048,66,2286.59,150914.73
POL000758,PO00195,PRD00074,378,1986.73,750985.36
POL000759,PO00032,PRD00076,275,1015.01,279128.35
POL000760,PO00199,PRD00055,164,1405.59,230517.43
POL000761,PO00348,PRD00017,267,2232.67,596122.83
POL000762,PO00303,PRD00029,55,735.32,40442.47
POL000763,PO00276,PRD00059,162,1108.9,179641.93
POL000764,PO00152,PRD00029,256,800.15,204838.48
POL000765,PO00076,PRD00077,146,1705.63,249021.55
POL000766,PO00341,PRD00090,18,1923.6,34624.76
POL000767,PO00159,PRD00065,353,294.39,103919.87
POL000768,PO00362,PRD00074,245,2427.81,594812.68
POL000769,PO00111,PRD00064,150,1175.74,176360.93
POL000770,PO00193,PRD00008,415,883.04,366461.12
POL000771,PO00367,PRD00027,435,582.91,253566.38
POL000772,PO00116,PRD00090,377,1617.41,609765.08
POL000773,PO00398,PRD00023,439,1655.35,726699.26
POL000774,PO00201,PRD00039,418,2380.25,994945.18
POL000775,PO00082,PRD00003,281,2334.04,655864.81
POL000776,PO00217,PRD00087,243,2465.17,599037.39
POL000777,PO00388,PRD00051,201,1092.64,219620.84
POL000778,PO00373,PRD00037,145,2631.22,381526.69
POL000779,PO00100,PRD00090,439,1895.09,831943.37
POL000780,PO00050,PRD00017,166,2289.19,380005.0
POL000781,PO00298,PRD00007,436,2212.91,964827.84
POL000782,PO00156,PRD00059,336,1115.97,374967.02
POL000783,PO00071,PRD00057,357,1171.48,418217.14
POL000784,PO00075,PRD00027,112,594.63,66598.74
POL000785,PO00101,PRD00095,334,376.74,125831.3
POL000786,PO00372,PRD00074,53,2460.91,130428.36
POL000787,PO00076,PRD00049,487,1705.34,830502.32
POL000788,PO00348,PRD00022,475,205.6,97661.21
POL000789,PO00183,PRD00061,92,333.5,30682.36
POL000790,PO00061,PRD00066,333,73.3,24408.09
POL000791,PO00223,PRD00020,322,1921.87,618843.23
POL000792,PO00126,PRD00005,61,2170.96,132428.83
POL000793,PO00251,PRD00039,353,2337.25,825049.78
POL000794,PO00089,PRD00084,382,1739.92,664649.54
POL000795,PO00355,PRD00086,338,1519.9,513726.84
POL000796,PO00238,PRD00084,196,1685.61,330379.74
POL000797,PO00335,PRD00057,189,1005.13,189969.04
POL000798,PO00060,PRD00011,63,385.46,24283.93
POL000799,PO00343,PRD00066,116,66.01,7656.88
POL000800,PO00294,PRD00074,246,2177.38,535635.42
POL000801,PO00382,PRD00013,407,1122.18,456727.45
POL000802,PO00197,PRD00062,331,2306.3,763385.07
POL000803,PO00153,PRD00074,65,2055.24,133590.89
POL000804,PO00033,PRD00092,466,833.9,388598.87
POL000805,PO00276,PRD00024,208,2725.46,566896.21
POL000806,PO00011,PRD00051,285,1373.08,391327.53
POL000807,PO00272,PRD00063,33,1305.87,43093.81
POL000808,PO00300,PRD00069,366,2594.41,949553.14
POL000809,PO00334,PRD00016,386,1643.73,634480.97
POL000810,PO00338,PRD00016,93,1693.7,157513.96
POL000811,PO00356,PRD00024,3,2532.5,7597.51
POL000812,PO00161,PRD00016,21,1357.65,28510.73
POL000813,PO00106,PRD00084,83,1584.0,131471.66
POL000814,PO00132,PRD00097,18,1011.57,18208.2
POL000815,PO00064,PRD00065,153,318.3,48699.2
POL000816,PO00279,PRD00022,217,271.12,58832.25
POL000817,PO00337,PRD00001,128,2227.9,285170.88
POL000818,PO00266,PRD00038,338,1507.61,509571.41
POL000819,PO00072,PRD00074,252,2472.67,623113.9
POL000820,PO00268,PRD00046,311,1993.22,619891.12
POL000821,PO00108,PRD00089,51,184.28,9398.38
POL000822,PO00023,PRD00031,19,2139.61,40652.58
POL000823,PO00154,PRD00028,491,1853.89,910260.64
POL000824,PO00283,PRD00028,303,1994.36,604292.52
POL000825,PO00066,PRD00094,319,1299.14,414424.99
POL000826,PO00282,PRD00033,134,1064.82,142685.53
POL000827,PO00084,PRD00052,234,91.39,21385.56
POL000828,PO00131,PRD00087,218,2432.86,530364.45
POL000829,PO00074,PRD00069,105,2062.85,216599.75
POL000830,PO00376,PRD00035,325,1304.64,424008.99
POL000831,PO00099,PRD00092,191,766.53,146407.41
POL000832,PO00332,PRD00066,310,69.27,21472.58
POL000833,PO00079,PRD00041,404,1534.48,619931.86
POL000834,PO00014,PRD00078,127,2141.25,271939.17
POL000835,PO00064,PRD00069,57,2498.61,142421.02
POL000836,PO00209,PRD00009,169,2214.04,374172.78
POL000837,PO00186,PRD00043,399,954.58,380875.95
POL000838,PO00116,PRD00036,6,331.75,1990.49
POL000839,PO00114,PRD00049,488,1313.11,640797.71
POL000840,PO00064,PRD00023,270,1775.4,479356.73
POL000841,PO00157,PRD00076,421,1222.15,514523.06
POL000842,PO00049,PRD00068,179,599.65,107336.47
POL000843,PO00145,PRD00071,139,2154.95,299537.45
POL000844,PO00025,PRD00022,163,268.94,43837.16
POL000845,PO00200,PRD00024,177,2720.39,481509.46
POL000846,PO00348,PRD00069,283,2435.13,689142.82
POL000847,PO00207,PRD00062,304,1931.16,587074.09
POL000848,PO00005,PRD00088,263,1913.23,503178.2
POL000849,PO00337,PRD00017,74,2050.75,151755.62
POL000850,PO00377,PRD00035,28,1386.55,38823.53
POL000851,PO00328,PRD00048,363,2239.57,812964.58
POL000852,PO00348,PRD00078,215,2604.14,559891.0
POL000853,PO00094,PRD00057,182,1283.13,233529.71
POL000854,PO00258,PRD00037,142,2822.23,400757.0
POL000855,PO00267,PRD00092,452,847.8,383207.22
POL000856,PO00118,PRD00040,326,1576.61,513973.25
POL000857,PO00157,PRD00053,395,594.3,234746.85
POL000858,PO00047,PRD00082,41,2105.9,86342.09
POL000859,PO00123,PRD00012,85,2067.13,175706.47
POL000860,PO00044,PRD00096,147,1737.19,255367.6
POL000861,PO00253,PRD00002,493,480.62,236943.83
POL000862,PO00347,PRD00066,478,82.36,39369.75
POL000863,PO00246,PRD00064,264,1169.42,308726.46
POL000864,PO00347,PRD00069,358,2101.31,752268.95
POL000865,PO00008,PRD00079,98,2404.63,235653.89
POL000866,PO00382,PRD00001,366,2316.32,847772.34
POL000867,PO00274,PRD00096,177,1578.25,279350.7
POL000868,PO00379,PRD00085,487,1324.77,645160.97
POL000869,PO00271,PRD00088,312,1551.32,484011.64
POL000870,PO00230,PRD00022,346,267.78,92651.23
POL000871,PO00392,PRD00068,463,518.98,240286.43
POL000872,PO00039,PRD00047,430,259.32,111506.75
POL000873,PO00181,PRD00007,217,1955.04,424244.06
POL000874,PO00088,PRD00048,497,1827.56,908294.86
POL000875,PO00348,PRD00032,426,2208.05,940630.52
POL000876,PO00393,PRD00016,149,1435.74,213924.73
POL000877,PO00151,PRD00034,110,2001.58,220174.31
POL000878,PO00324,PRD00073,202,635.4,128349.89
POL000879,PO00157,PRD00083,264,2399.72,633526.55
POL000880,PO00019,PRD00060,457,99.97,45686.72
POL000881,PO00250,PRD00008,183,791.78,144895.26
POL000882,PO00236,PRD00043,153,979.35,149841.3
POL000883,PO00003,PRD00045,456,2293.17,1045685.97
POL000884,PO00206,PRD00046,5,1734.95,8674.73
POL000885,PO00252,PRD00026,44,1820.35,80095.5
POL000886,PO00079,PRD00053,64,707.71,45293.23
POL000887,PO00004,PRD00020,394,1886.25,743181.23
POL000888,PO00116,PRD00061,203,283.13,57474.54
POL000889,PO00187,PRD00055,457,1175.88,537376.75
POL000890,PO00138,PRD00014,225,2229.88,501723.82
POL000891,PO00225,PRD00021,72,1140.51,82116.67
POL000892,PO00223,PRD00001,184,2642.33,486189.17
POL000893,PO00364,PRD00026,57,1636.54,93282.66
POL000894,PO00021,PRD00018,203,1948.33,395510.56
POL000895,PO00170,PRD00005,83,2471.34,205121.41
POL000896,PO00246,PRD00086,137,1535.08,210305.39
POL000897,PO00251,PRD00071,254,2275.41,577955.39
POL000898,PO00366,PRD00017,167,2288.44,382168.74
POL000899,PO00400,PRD00052,257,111.53,28663.61
POL000900,PO00380,PRD00050,68,278.35,18927.75
POL000901,PO00056,PRD00003,65,2162.73,140577.6
POL000902,PO00257,PRD00002,393,447.07,175698.51
POL000903,PO00027,PRD00087,425,2047.29,870096.32
POL000904,PO00306,PRD00095,5,433.1,2165.48
POL000905,PO00149,PRD00037,249,2173.69,541248.98
POL000906,PO00220,PRD00032,317,1954.92,619708.95
POL000907,PO00262,PRD00024,128,2328.01,297984.72
POL000908,PO00059,PRD00034,359,2174.61,780685.44
POL000909,PO00220,PRD00026,243,1916.37,465678.83
POL000910,PO00053,PRD00090,374,1869.49,699188.54
POL000911,PO00093,PRD00025,438,1168.2,511671.37
POL000912,PO00325,PRD00020,118,1596.46,188382.04
POL000913,PO00206,PRD00005,141,2700.29,380740.22
POL000914,PO00075,PRD00055,10,1345.23,13452.26
POL000915,PO00047,PRD00007,195,1903.24,371130.88
POL000916,PO00157,PRD00090,325,2137.27,694611.97
POL000917,PO00114,PRD00044,219,85.9,18812.21
POL000918,PO00262,PRD00055,330,1124.98,371243.79
POL000919,PO00057,PRD00035,187,1150.81,215201.36
POL000920,PO00180,PRD00092,215,695.07,149440.74
POL000921,PO00025,PRD00024,21,2118.26,44483.47
POL000922,PO00339,PRD00096,165,1561.71,257682.91
POL000923,PO00242,PRD00036,466,389.31,181416.41
POL000924,PO00221,PRD00024,130,2826.72,367473.13
POL000925,PO00187,PRD00043,156,904.88,141161.66
POL000926,PO00343,PRD00002,350,430.21,150573.21
POL000927,PO00067,PRD00043,185,1098.39,203202.71
POL000928,PO00186,PRD00096,399,1755.02,700251.35
POL000929,PO00310,PRD00048,122,2160.63,263596.72
POL000930,PO00108,PRD00075,197,1591.56,313537.64
POL000931,PO00055,PRD00017,323,2283.01,737411.35
POL000932,PO00062,PRD00006,301,1989.6,598869.78
POL000933,PO00336,PRD00025,99,1206.91,119483.6
POL000934,PO00051,PRD00010,483,2435.73,1176456.18
POL000935,PO00176,PRD00039,372,2254.14,838538.55
POL000936,PO00390,PRD00026,274,1924.12,527208.93
POL000937,PO00023,PRD00017,99,2075.91,205515.46
POL000938,PO00365,PRD00033,457,1228.85,561586.26
POL000939,PO00287,PRD00045,459,2063.31,947058.84
POL000940,PO00323,PRD00092,61,844.88,51537.59
POL000941,PO00035,PRD00062,215,2189.57,470757.24
POL000942,PO00258,PRD00003,86,2483.73,213600.52
POL000943,PO00357,PRD00017,149,1837.92,273850.75
POL000944,PO00290,PRD00008,407,1061.33,431961.02
POL000945,PO00098,PRD00095,418,428.21,178993.38
POL000946,PO00351,PRD00069,446,2377.5,1060365.6
POL000947,PO00039,PRD00022,225,255.01,57377.14
POL000948,PO00197,PRD00072,400,1334.96,533983.49
POL000949,PO00311,PRD00035,106,1115.15,118205.84
POL000950,PO00082,PRD00074,112,2400.5,268856.14
POL000951,PO00005,PRD00066,234,77.12,18045.66
POL000952,PO00369,PRD00068,133,532.27,70792.03
POL000953,PO00113,PRD00038,363,1388.7,504099.39
POL000954,PO00061,PRD00022,115,204.84,23556.59
POL000955,PO00122,PRD00038,21,1554.85,32651.77
POL000956,PO00143,PRD00018,139,2219.13,308458.48
POL000957,PO00027,PRD00083,128,2507.15,320915.53
POL000958,PO00108,PRD00069,60,2013.73,120823.59
POL000959,PO00178,PRD00081,310,2821.16,874559.11
POL000960,PO00167,PRD00011,485,410.55,199114.92
POL000961,PO00282,PRD00034,370,2094.32,774899.11
POL000962,PO00314,PRD00038,167,1709.59,285501.94
POL000963,PO00321,PRD00002,422,405.26,171021.2
POL000964,PO00375,PRD00036,91,349.63,31816.68
POL000965,PO00009,PRD00069,337,2708.02,912603.18
POL000966,PO00399,PRD00100,299,662.68,198139.97
POL000967,PO00382,PRD00089,196,199.2,39043.57
POL000968,PO00132,PRD00081,325,2548.44,828243.43
POL000969,PO00106,PRD00057,113,1115.59,126061.83
POL000970,PO00105,PRD00075,323,1984.2,640896.3
POL000971,PO00386,PRD00051,80,1233.39,98671.31
POL000972,PO00374,PRD00093,223,707.91,157863.55
POL000973,PO00246,PRD00012,254,1828.32,464392.7
POL000974,PO00095,PRD00023,97,1696.3,164541.36
POL000975,PO00374,PRD00024,332,2328.68,773122.57
POL000976,PO00159,PRD00021,454,1077.53,489196.62
POL000977,PO00202,PRD00088,312,1629.81,508499.63
POL000978,PO00074,PRD00010,219,2218.58,485868.51
POL000979,PO00331,PRD00052,52,111.48,5796.89
POL000980,PO00071,PRD00094,385,1453.17,559471.65
POL000981,PO00309,PRD00013,194,1053.76,204430.15
POL000982,PO00057,PRD00002,391,465.64,182063.32
POL000983,PO00023,PRD00017,128,2300.58,294474.7
POL000984,PO00138,PRD00019,481,31.49,15146.24
POL000985,PO00007,PRD00002,491,460.7,226202.16
POL000986,PO00278,PRD00095,419,420.38,176139.3
POL000987,PO00363,PRD00011,104,344.86,35865.02
POL000988,PO00389,PRD00073,457,682.64,311968.63
POL000989,PO00084,PRD00040,170,1414.72,240502.63
POL000990,PO00125,PRD00008,279,983.12,274291.8
POL000991,PO00322,PRD00070,64,1997.01,127808.73
POL000992,PO00023,PRD00014,279,2000.13,558037.57
POL000993,PO00262,PRD00054,73,1747.03,127533.08
POL000994,PO00115,PRD00004,117,1410.1,164981.39
POL000995,PO00076,PRD00046,336,1844.62,619790.92
POL000996,PO00351,PRD00050,352,351.6,123762.89
POL000997,PO00058,PRD00063,87,1489.69,129603.04
POL000998,PO00115,PRD00014,490,2421.31,1186442.04
POL000999,PO00183,PRD00010,316,2282.33,721217.58
POL001000,PO00185,PRD00011,459,333.73,153183.12
POL001001,PO00078,PRD00023,220,1676.77,368890.24
POL001002,PO00308,PRD00024,348,2435.72,847631.18
POL001003,PO00342,PRD00088,155,1865.5,289152.83
POL001004,PO00147,PRD00045,449,1894.28,850533.21
POL001005,PO00256,PRD00085,189,1329.15,251209.36
POL001006,PO00365,PRD00010,404,2043.41,825536.07
