event_id,shipment_id,event_datetime,event_type,location,description
EVT000280,SHP000416,2023-11-12 13:30:00,pickup,"Valencia, Spain",Arrival at Valencia
EVT000281,SHP000380,2024-09-22 07:31:00,customs_clearance,"Dubai, UAE",Customs Clearance at Dubai
EVT000282,SHP000220,2025-05-30 07:18:00,departure,"Felixstowe, UK",Delivery at Felixstowe
EVT000283,SHP000169,2023-11-23 19:20:00,delivery,"Houston, USA",Customs Clearance at Houston
EVT000284,SHP000085,2023-06-18 02:50:00,exception,"Dubai, UAE",Pickup at Dubai
EVT000285,SHP000154,2025-05-27 15:57:00,pickup,"Mumbai, India",Delay at Mumbai
EVT000286,SHP000156,2023-01-05 15:11:00,pickup,"Rotterdam, Netherlands",Departure at Rotterdam
EVT000287,SHP000299,2025-01-01 21:36:00,pickup,"Hong Kong, China",Pickup at Hong Kong
EVT000288,SHP000170,2024-11-07 03:02:00,delivery,"Busan, South Korea",Pickup at Busan
EVT000289,SHP000041,2023-01-01 06:50:00,departure,"Toronto, Canada",Customs Clearance at Toronto
EVT000290,SHP000503,2024-07-01 18:18:00,delivery,"Dubai, UAE",Delay at Dubai
EVT000291,SHP000539,2024-08-05 04:04:00,customs_clearance,"Singapore, Singapore",Delivery at Singapore
EVT000292,SHP000267,2025-11-20 03:31:00,delivery,"Hamburg, Germany",Departure at Hamburg
EVT000293,SHP000291,2025-03-16 10:42:00,departure,"Rotterdam, Netherlands",Exception at Rotterdam
EVT000294,SHP000485,2025-01-04 16:19:00,arrival,"Chicago, USA",Exception at Chicago
EVT000295,SHP000411,2024-04-26 09:42:00,arrival,"Valencia, Spain",Departure at Valencia
EVT000296,SHP000247,2023-11-01 22:09:00,pickup,"Chicago, USA",Pickup at Chicago
EVT000297,SHP000061,2023-08-30 04:06:00,customs_clearance,"Sydney, Australia",Departure at Sydney
EVT000298,SHP000153,2024-08-01 10:44:00,arrival,"Singapore, Singapore",Delivery at Singapore
EVT000299,SHP000245,2025-06-10 13:07:00,exception,"Barcelona, Spain",Exception at Barcelona
EVT000300,SHP000566,2024-09-11 22:13:00,customs_clearance,"Sydney, Australia",Exception at Sydney
EVT000301,SHP000035,2023-11-17 12:12:00,arrival,"Hong Kong, China",Pickup at Hong Kong
EVT000302,SHP000051,2024-05-31 12:11:00,delay,"Rotterdam, Netherlands",Customs Clearance at Rotterdam
EVT000303,SHP000475,2025-03-25 22:55:00,arrival,"Moscow, Russia",Customs Clearance at Moscow
EVT000304,SHP000137,2025-05-14 21:20:00,delay,"Houston, USA",Delivery at Houston
EVT000305,SHP000189,2023-12-03 08:26:00,pickup,"Shanghai, China",Customs Clearance at Shanghai
EVT000306,SHP000343,2023-03-28 04:15:00,delivery,"Los Angeles, USA",Delivery at Los Angeles
EVT000307,SHP000508,2024-02-19 23:11:00,customs_clearance,"Antwerp, Belgium",Pickup at Antwerp
EVT000308,SHP000010,2025-01-08 22:21:00,delay,"São Paulo, Brazil",Delivery at São Paulo
EVT000309,SHP000382,2023-01-06 03:30:00,delay,"Houston, USA",Delay at Houston
EVT000310,SHP000514,2024-03-08 04:21:00,exception,"Tokyo, Japan",Exception at Tokyo
EVT000311,SHP000518,2025-12-23 12:56:00,delivery,"Antwerp, Belgium",Delivery at Antwerp
EVT000312,SHP000202,2023-03-22 14:46:00,delivery,"Valencia, Spain",Delivery at Valencia
EVT000313,SHP000298,2025-07-23 01:18:00,arrival,"Mumbai, India",Pickup at Mumbai
EVT000314,SHP000418,2023-05-09 15:53:00,customs_clearance,"Sydney, Australia",Customs Clearance at Sydney
EVT000315,SHP000586,2024-10-07 18:14:00,customs_clearance,"Mumbai, India",Arrival at Mumbai
EVT000316,SHP000308,2023-03-21 07:42:00,delivery,"São Paulo, Brazil",Arrival at São Paulo
EVT000317,SHP000405,2023-01-09 16:14:00,pickup,"Antwerp, Belgium",Departure at Antwerp
EVT000318,SHP000461,2025-03-24 00:27:00,pickup,"Mumbai, India",Pickup at Mumbai
EVT000319,SHP000281,2025-05-03 00:32:00,delay,"Mumbai, India",Exception at Mumbai
EVT000320,SHP000314,2023-04-15 15:37:00,departure,"Toronto, Canada",Delivery at Toronto
EVT000321,SHP000566,2023-08-26 07:59:00,customs_clearance,"Busan, South Korea",Delivery at Busan
EVT000322,SHP000337,2024-02-15 00:43:00,customs_clearance,"Hamburg, Germany",Pickup at Hamburg
EVT000323,SHP000337,2024-05-17 15:01:00,pickup,"São Paulo, Brazil",Departure at São Paulo
EVT000324,SHP000265,2024-08-21 21:16:00,customs_clearance,"Hamburg, Germany",Departure at Hamburg
EVT000325,SHP000437,2023-12-02 11:06:00,delay,"Tokyo, Japan",Arrival at Tokyo
EVT000326,SHP000317,2023-05-21 02:09:00,delay,"Mumbai, India",Pickup at Mumbai
EVT000327,SHP000004,2023-05-16 08:11:00,pickup,"Mumbai, India",Delay at Mumbai
EVT000328,SHP000463,2023-09-06 16:49:00,delay,"Houston, USA",Delay at Houston
EVT000329,SHP000548,2025-11-12 03:30:00,exception,"Chicago, USA",Delivery at Chicago
EVT000330,SHP000285,2024-12-30 02:22:00,departure,"Singapore, Singapore",Customs Clearance at Singapore
EVT000331,SHP000194,2024-05-27 23:01:00,delivery,"Mumbai, India",Delay at Mumbai
EVT000332,SHP000089,2023-11-29 04:21:00,departure,"Singapore, Singapore",Delivery at Singapore
EVT000333,SHP000548,2025-09-07 20:22:00,pickup,"Tokyo, Japan",Arrival at Tokyo
EVT000334,SHP000399,2023-08-01 16:49:00,delay,"Valencia, Spain",Customs Clearance at Valencia
EVT000335,SHP000218,2024-01-25 19:40:00,customs_clearance,"Hamburg, Germany",Delay at Hamburg
EVT000336,SHP000069,2025-10-09 17:49:00,customs_clearance,"Mumbai, India",Customs Clearance at Mumbai
EVT000337,SHP000330,2025-01-25 06:57:00,pickup,"São Paulo, Brazil",Pickup at São Paulo
EVT000338,SHP000464,2023-01-08 18:22:00,pickup,"Tokyo, Japan",Exception at Tokyo
EVT000339,SHP000382,2024-11-24 13:47:00,delay,"São Paulo, Brazil",Pickup at São Paulo
EVT000340,SHP000323,2023-06-24 04:53:00,pickup,"Chicago, USA",Delivery at Chicago
EVT000341,SHP000534,2023-08-27 18:08:00,customs_clearance,"Mumbai, India",Customs Clearance at Mumbai
EVT000342,SHP000567,2024-11-28 03:39:00,delay,"Mumbai, India",Pickup at Mumbai
EVT000343,SHP000325,2024-10-01 17:52:00,customs_clearance,"Mumbai, India",Arrival at Mumbai
EVT000344,SHP000040,2023-04-23 09:42:00,departure,"Dubai, UAE",Exception at Dubai
EVT000345,SHP000265,2023-11-10 08:21:00,delay,"Felixstowe, UK",Customs Clearance at Felixstowe
EVT000346,SHP000077,2025-01-15 02:31:00,arrival,"Osaka, Japan",Exception at Osaka
EVT000347,SHP000308,2023-02-16 00:18:00,arrival,"Valencia, Spain",Departure at Valencia
EVT000348,SHP000096,2025-12-11 19:38:00,delay,"Los Angeles, USA",Pickup at Los Angeles
EVT000349,SHP000372,2023-07-14 08:49:00,arrival,"Dubai, UAE",Arrival at Dubai
EVT000350,SHP000127,2024-03-10 18:51:00,pickup,"Hamburg, Germany",Departure at Hamburg
EVT000351,SHP000051,2024-09-29 17:48:00,delivery,"Antwerp, Belgium",Delay at Antwerp
EVT000352,SHP000082,2024-08-31 17:42:00,arrival,"Mumbai, India",Pickup at Mumbai
EVT000353,SHP000414,2024-09-30 13:05:00,exception,"Rotterdam, Netherlands",Arrival at Rotterdam
EVT000354,SHP000276,2023-10-08 02:06:00,delivery,"Rotterdam, Netherlands",Pickup at Rotterdam
EVT000355,SHP000110,2023-03-29 15:51:00,arrival,"Barcelona, Spain",Customs Clearance at Barcelona
EVT000356,SHP000555,2024-06-25 05:37:00,delivery,"Dubai, UAE",Delay at Dubai
EVT000357,SHP000254,2024-11-15 05:11:00,exception,"Singapore, Singapore",Delivery at Singapore
EVT000358,SHP000107,2023-02-04 15:13:00,exception,"São Paulo, Brazil",Exception at São Paulo
EVT000359,SHP000130,2025-11-09 07:26:00,pickup,"Hamburg, Germany",Exception at Hamburg
EVT000360,SHP000536,2024-01-20 15:35:00,departure,"Antwerp, Belgium",Pickup at Antwerp
EVT000361,SHP000441,2025-03-06 06:52:00,delivery,"Tokyo, Japan",Arrival at Tokyo
EVT000362,SHP000353,2025-04-08 18:26:00,delivery,"Los Angeles, USA",Arrival at Los Angeles
EVT000363,SHP000276,2023-09-13 22:26:00,arrival,"Mumbai, India",Exception at Mumbai
EVT000364,SHP000510,2023-08-23 12:37:00,departure,"Shanghai, China",Exception at Shanghai
EVT000365,SHP000260,2024-01-13 20:37:00,pickup,"Los Angeles, USA",Exception at Los Angeles
EVT000366,SHP000255,2023-03-24 07:15:00,exception,"Los Angeles, USA",Pickup at Los Angeles
EVT000367,SHP000074,2025-03-19 04:13:00,arrival,"Moscow, Russia",Pickup at Moscow
EVT000368,SHP000589,2024-03-06 22:07:00,delay,"Shanghai, China",Exception at Shanghai
EVT000369,SHP000015,2023-08-08 10:13:00,customs_clearance,"Valencia, Spain",Departure at Valencia
EVT000370,SHP000151,2023-09-10 11:20:00,customs_clearance,"São Paulo, Brazil",Customs Clearance at São Paulo
EVT000371,SHP000532,2024-07-17 14:42:00,departure,"Moscow, Russia",Delay at Moscow
EVT000372,SHP000150,2025-03-08 11:12:00,delay,"Tokyo, Japan",Exception at Tokyo
EVT000373,SHP000249,2025-09-28 08:27:00,pickup,"Barcelona, Spain",Arrival at Barcelona
EVT000374,SHP000004,2025-08-07 05:03:00,delay,"Valencia, Spain",Delay at Valencia
EVT000375,SHP000062,2025-12-09 09:13:00,customs_clearance,"Chicago, USA",Pickup at Chicago
EVT000376,SHP000295,2024-08-03 08:11:00,customs_clearance,"Los Angeles, USA",Delay at Los Angeles
EVT000377,SHP000015,2025-12-20 02:37:00,customs_clearance,"Barcelona, Spain",Arrival at Barcelona
EVT000378,SHP000311,2024-04-04 14:12:00,exception,"São Paulo, Brazil",Delay at São Paulo
EVT000379,SHP000283,2025-03-10 08:10:00,customs_clearance,"Barcelona, Spain",Departure at Barcelona
EVT000380,SHP000449,2023-02-05 07:41:00,customs_clearance,"Los Angeles, USA",Customs Clearance at Los Angeles
EVT000381,SHP000225,2025-11-09 20:59:00,departure,"Mumbai, India",Pickup at Mumbai
EVT000382,SHP000275,2025-12-05 08:44:00,pickup,"Hong Kong, China",Arrival at Hong Kong
EVT000383,SHP000529,2025-04-06 00:04:00,delivery,"Busan, South Korea",Pickup at Busan
EVT000384,SHP000248,2024-05-31 07:48:00,exception,"Busan, South Korea",Delivery at Busan
EVT000385,SHP000589,2024-01-10 20:31:00,delivery,"Osaka, Japan",Pickup at Osaka
EVT000386,SHP000153,2024-11-01 22:49:00,delivery,"Shanghai, China",Customs Clearance at Shanghai
EVT000387,SHP000582,2023-01-03 15:12:00,departure,"Houston, USA",Pickup at Houston
EVT000388,SHP000314,2024-05-29 22:51:00,arrival,"Valencia, Spain",Delivery at Valencia
EVT000389,SHP000205,2025-04-03 21:53:00,delivery,"São Paulo, Brazil",Delivery at São Paulo
EVT000390,SHP000578,2023-07-16 12:30:00,delivery,"Hong Kong, China",Departure at Hong Kong
EVT000391,SHP000251,2023-04-04 10:22:00,customs_clearance,"Houston, USA",Delay at Houston
EVT000392,SHP000247,2024-11-13 15:14:00,customs_clearance,"Mumbai, India",Delivery at Mumbai
EVT000393,SHP000017,2023-07-31 18:57:00,departure,"Singapore, Singapore",Departure at Singapore
EVT000394,SHP000421,2024-02-24 14:26:00,delivery,"Rotterdam, Netherlands",Exception at Rotterdam
EVT000395,SHP000075,2025-06-22 22:08:00,departure,"Dubai, UAE",Exception at Dubai
EVT000396,SHP000220,2025-01-29 03:02:00,arrival,"Tokyo, Japan",Pickup at Tokyo
EVT000397,SHP000419,2024-07-28 20:37:00,customs_clearance,"Dubai, UAE",Departure at Dubai
EVT000398,SHP000096,2024-04-29 19:07:00,pickup,"Houston, USA",Delay at Houston
EVT000399,SHP000257,2024-05-08 01:30:00,exception,"Toronto, Canada",Arrival at Toronto
EVT000400,SHP000555,2023-01-14 15:52:00,departure,"Hamburg, Germany",Delay at Hamburg
EVT000401,SHP000422,2023-07-24 02:32:00,delivery,"Houston, USA",Departure at Houston
EVT000402,SHP000590,2023-01-01 13:44:00,arrival,"Antwerp, Belgium",Arrival at Antwerp
EVT000403,SHP000464,2023-12-03 00:47:00,pickup,"Mumbai, India",Exception at Mumbai
EVT000404,SHP000586,2024-07-17 06:11:00,delay,"Shanghai, China",Departure at Shanghai
EVT000405,SHP000240,2024-01-03 06:52:00,departure,"Rotterdam, Netherlands",Departure at Rotterdam
EVT000406,SHP000136,2025-08-01 01:42:00,customs_clearance,"Busan, South Korea",Departure at Busan
EVT000407,SHP000138,2023-08-30 23:58:00,exception,"Rotterdam, Netherlands",Departure at Rotterdam
EVT000408,SHP000376,2024-09-05 21:27:00,departure,"São Paulo, Brazil",Exception at São Paulo
EVT000409,SHP000065,2025-08-28 12:00:00,departure,"Hamburg, Germany",Arrival at Hamburg
EVT000410,SHP000036,2023-12-25 21:53:00,customs_clearance,"Mumbai, India",Pickup at Mumbai
EVT000411,SHP000087,2024-03-09 02:09:00,customs_clearance,"Hamburg, Germany",Pickup at Hamburg
EVT000412,SHP000446,2023-12-07 08:45:00,delivery,"Mumbai, India",Exception at Mumbai
EVT000413,SHP000569,2025-12-23 18:57:00,delivery,"Moscow, Russia",Arrival at Moscow
EVT000414,SHP000464,2025-12-27 21:36:00,departure,"Hamburg, Germany",Customs Clearance at Hamburg
EVT000415,SHP000436,2025-06-30 08:20:00,arrival,"Hamburg, Germany",Delivery at Hamburg
EVT000416,SHP000220,2024-02-06 12:18:00,customs_clearance,"Shanghai, China",Delay at Shanghai
EVT000417,SHP000549,2023-07-06 18:07:00,delay,"Chicago, USA",Exception at Chicago
EVT000418,SHP000130,2024-04-15 23:44:00,delivery,"Rotterdam, Netherlands",Delay at Rotterdam
EVT000419,SHP000116,2025-09-08 12:58:00,exception,"Mumbai, India",Delivery at Mumbai
EVT000420,SHP000139,2025-11-26 05:34:00,departure,"Rotterdam, Netherlands",Delay at Rotterdam
EVT000421,SHP000130,2023-04-14 16:54:00,delivery,"Mumbai, India",Delivery at Mumbai
EVT000422,SHP000076,2023-06-21 10:33:00,delivery,"Mumbai, India",Pickup at Mumbai
EVT000423,SHP000266,2024-11-11 17:08:00,delay,"Antwerp, Belgium",Departure at Antwerp
EVT000424,SHP000046,2025-10-01 06:08:00,delay,"Valencia, Spain",Delay at Valencia
EVT000425,SHP000226,2023-07-03 16:09:00,delivery,"São Paulo, Brazil",Customs Clearance at São Paulo
EVT000426,SHP000074,2023-06-14 23:48:00,arrival,"Valencia, Spain",Customs Clearance at Valencia
EVT000427,SHP000169,2024-07-19 10:01:00,pickup,"Moscow, Russia",Delay at Moscow
EVT000428,SHP000012,2023-02-19 23:01:00,pickup,"Shanghai, China",Arrival at Shanghai
EVT000429,SHP000169,2023-06-16 02:44:00,departure,"São Paulo, Brazil",Customs Clearance at São Paulo
EVT000430,SHP000101,2025-01-30 01:50:00,exception,"Chicago, USA",Exception at Chicago
EVT000431,SHP000027,2024-12-24 10:24:00,exception,"Los Angeles, USA",Pickup at Los Angeles
EVT000432,SHP000517,2024-08-16 09:16:00,departure,"São Paulo, Brazil",Pickup at São Paulo
EVT000433,SHP000559,2025-09-03 09:31:00,delivery,"Los Angeles, USA",Delay at Los Angeles
EVT000434,SHP000079,2023-12-26 09:32:00,delivery,"Los Angeles, USA",Delay at Los Angeles
EVT000435,SHP000044,2025-02-16 15:02:00,delivery,"Houston, USA",Customs Clearance at Houston
EVT000436,SHP000479,2023-04-01 19:03:00,pickup,"Shanghai, China",Exception at Shanghai
EVT000437,SHP000268,2025-02-12 11:40:00,arrival,"Mumbai, India",Pickup at Mumbai
EVT000438,SHP000371,2024-07-17 16:09:00,customs_clearance,"Osaka, Japan",Customs Clearance at Osaka
EVT000439,SHP000577,2024-04-27 13:09:00,delay,"Dubai, UAE",Arrival at Dubai
EVT000440,SHP000524,2024-10-20 11:42:00,pickup,"Mumbai, India",Arrival at Mumbai
EVT000441,SHP000318,2025-02-07 23:02:00,delivery,"Hamburg, Germany",Exception at Hamburg
EVT000442,SHP000041,2025-08-20 01:26:00,departure,"São Paulo, Brazil",Departure at São Paulo
EVT000443,SHP000421,2025-07-31 19:22:00,delay,"Toronto, Canada",Pickup at Toronto
EVT000444,SHP000539,2023-09-15 02:03:00,arrival,"Hamburg, Germany",Delay at Hamburg
EVT000445,SHP000049,2025-03-13 08:53:00,delivery,"Dubai, UAE",Pickup at Dubai
EVT000446,SHP000570,2023-01-11 08:40:00,exception,"Osaka, Japan",Arrival at Osaka
EVT000447,SHP000182,2025-08-28 15:56:00,departure,"Mumbai, India",Delivery at Mumbai
EVT000448,SHP000199,2024-01-20 16:41:00,pickup,"Felixstowe, UK",Customs Clearance at Felixstowe
EVT000449,SHP000275,2023-11-14 21:04:00,departure,"Mumbai, India",Exception at Mumbai
EVT000450,SHP000410,2024-08-27 23:10:00,delivery,"Toronto, Canada",Delivery at Toronto
EVT000451,SHP000315,2024-09-01 05:01:00,departure,"Valencia, Spain",Customs Clearance at Valencia
EVT000452,SHP000134,2025-12-18 13:13:00,pickup,"Hong Kong, China",Arrival at Hong Kong
EVT000453,SHP000258,2025-08-04 01:52:00,customs_clearance,"Singapore, Singapore",Arrival at Singapore
EVT000454,SHP000400,2024-12-27 11:48:00,arrival,"Hamburg, Germany",Delay at Hamburg
EVT000455,SHP000044,2025-04-05 07:46:00,exception,"Hamburg, Germany",Arrival at Hamburg
EVT000456,SHP000349,2024-01-18 09:12:00,delay,"Mumbai, India",Exception at Mumbai
EVT000457,SHP000024,2023-06-23 15:24:00,arrival,"Moscow, Russia",Customs Clearance at Moscow
EVT000458,SHP000287,2025-11-16 18:52:00,delivery,"Busan, South Korea",Delivery at Busan
EVT000459,SHP000024,2023-08-12 11:15:00,delivery,"Mumbai, India",Exception at Mumbai
EVT000460,SHP000513,2024-01-01 08:21:00,exception,"Osaka, Japan",Departure at Osaka
EVT000461,SHP000477,2023-05-07 21:44:00,arrival,"Toronto, Canada",Pickup at Toronto
EVT000462,SHP000297,2023-04-28 09:15:00,departure,"Moscow, Russia",Departure at Moscow
EVT000463,SHP000214,2024-02-02 16:16:00,delivery,"Hong Kong, China",Arrival at Hong Kong
EVT000464,SHP000126,2024-03-30 04:51:00,pickup,"Felixstowe, UK",Pickup at Felixstowe
EVT000465,SHP000097,2025-07-20 16:29:00,exception,"Toronto, Canada",Delay at Toronto
EVT000466,SHP000127,2023-04-09 19:12:00,departure,"Mumbai, India",Delivery at Mumbai
EVT000467,SHP000094,2024-02-10 15:13:00,departure,"São Paulo, Brazil",Customs Clearance at São Paulo
EVT000468,SHP000331,2023-03-22 13:54:00,pickup,"Mumbai, India",Exception at Mumbai
EVT000469,SHP000079,2025-10-31 15:48:00,arrival,"Singapore, Singapore",Customs Clearance at Singapore
EVT000470,SHP000098,2025-10-22 13:49:00,delivery,"Chicago, USA",Exception at Chicago
EVT000471,SHP000538,2023-01-22 05:13:00,delay,"Shanghai, China",Pickup at Shanghai
EVT000472,SHP000031,2023-08-07 10:49:00,customs_clearance,"Sydney, Australia",Pickup at Sydney
EVT000473,SHP000563,2025-12-08 00:15:00,exception,"Los Angeles, USA",Customs Clearance at Los Angeles
EVT000474,SHP000342,2025-10-15 08:46:00,arrival,"Barcelona, Spain",Delay at Barcelona
EVT000475,SHP000123,2023-01-07 19:43:00,departure,"Valencia, Spain",Customs Clearance at Valencia
EVT000476,SHP000377,2024-12-09 04:56:00,pickup,"Toronto, Canada",Pickup at Toronto
EVT000477,SHP000319,2023-05-26 03:55:00,delivery,"Toronto, Canada",Exception at Toronto
EVT000478,SHP000589,2023-08-11 17:18:00,departure,"Busan, South Korea",Departure at Busan
EVT000479,SHP000407,2025-09-04 10:53:00,pickup,"Osaka, Japan",Delivery at Osaka
EVT000480,SHP000143,2024-02-03 05:52:00,exception,"Valencia, Spain",Departure at Valencia
EVT000481,SHP000221,2025-11-01 04:04:00,departure,"Toronto, Canada",Customs Clearance at Toronto
EVT000482,SHP000282,2024-11-22 13:04:00,pickup,"Houston, USA",Arrival at Houston
EVT000483,SHP000038,2023-09-24 16:34:00,customs_clearance,"Busan, South Korea",Exception at Busan
EVT000484,SHP000044,2023-02-13 10:15:00,customs_clearance,"Hong Kong, China",Customs Clearance at Hong Kong
EVT000485,SHP000439,2023-04-05 16:44:00,pickup,"Valencia, Spain",Pickup at Valencia
EVT000486,SHP000132,2023-02-06 01:12:00,delay,"Valencia, Spain",Pickup at Valencia
EVT000487,SHP000533,2025-01-09 12:25:00,delivery,"Tokyo, Japan",Pickup at Tokyo
EVT000488,SHP000028,2023-11-12 21:29:00,pickup,"Felixstowe, UK",Arrival at Felixstowe
EVT000489,SHP000218,2023-12-26 06:16:00,arrival,"Dubai, UAE",Arrival at Dubai
EVT000490,SHP000054,2025-11-08 17:11:00,customs_clearance,"Valencia, Spain",Delivery at Valencia
EVT000491,SHP000112,2025-09-20 13:48:00,delivery,"Barcelona, Spain",Exception at Barcelona
EVT000492,SHP000147,2024-03-07 16:53:00,arrival,"Toronto, Canada",Arrival at Toronto
EVT000493,SHP000042,2024-05-10 09:57:00,delivery,"Dubai, UAE",Pickup at Dubai
EVT000494,SHP000541,2024-02-02 10:19:00,departure,"Chicago, USA",Customs Clearance at Chicago
EVT000495,SHP000564,2023-10-07 13:02:00,departure,"Osaka, Japan",Departure at Osaka
EVT000496,SHP000384,2023-09-12 01:06:00,exception,"Toronto, Canada",Arrival at Toronto
EVT000497,SHP000463,2023-04-08 16:23:00,delivery,"Shanghai, China",Delivery at Shanghai
EVT000498,SHP000067,2024-08-08 18:11:00,pickup,"Busan, South Korea",Exception at Busan
EVT000499,SHP000464,2023-12-06 12:48:00,delivery,"Antwerp, Belgium",Exception at Antwerp
EVT000500,SHP000587,2025-05-11 19:36:00,delay,"Toronto, Canada",Customs Clearance at Toronto
EVT000501,SHP000304,2025-07-23 02:56:00,delivery,"Mumbai, India",Arrival at Mumbai
EVT000502,SHP000149,2025-01-19 18:24:00,exception,"Mumbai, India",Delivery at Mumbai
EVT000503,SHP000255,2024-11-07 18:06:00,arrival,"Los Angeles, USA",Pickup at Los Angeles
EVT000504,SHP000513,2024-02-03 05:56:00,departure,"Busan, South Korea",Pickup at Busan
EVT000505,SHP000190,2024-08-25 04:49:00,customs_clearance,"Mumbai, India",Customs Clearance at Mumbai
EVT000506,SHP000578,2023-04-23 13:39:00,exception,"Mumbai, India",Pickup at Mumbai
EVT000507,SHP000572,2023-11-14 12:40:00,pickup,"Barcelona, Spain",Customs Clearance at Barcelona
EVT000508,SHP000428,2025-06-24 05:47:00,departure,"Shanghai, China",Arrival at Shanghai
EVT000509,SHP000576,2025-11-30 19:14:00,arrival,"Mumbai, India",Exception at Mumbai
EVT000510,SHP000371,2024-05-14 16:08:00,exception,"São Paulo, Brazil",Delivery at São Paulo
EVT000511,SHP000018,2023-01-07 11:26:00,exception,"Busan, South Korea",Pickup at Busan
EVT000512,SHP000146,2025-06-08 10:01:00,delivery,"Sydney, Australia",Delay at Sydney
EVT000513,SHP000151,2025-01-04 17:43:00,departure,"Felixstowe, UK",Customs Clearance at Felixstowe
EVT000514,SHP000273,2025-02-22 18:24:00,arrival,"Singapore, Singapore",Customs Clearance at Singapore
EVT000515,SHP000075,2023-01-31 17:30:00,delay,"Tokyo, Japan",Customs Clearance at Tokyo
EVT000516,SHP000101,2023-10-26 06:51:00,delivery,"Moscow, Russia",Arrival at Moscow
EVT000517,SHP000586,2023-09-04 08:53:00,departure,"Houston, USA",Delay at Houston
EVT000518,SHP000274,2023-11-02 07:37:00,delay,"Felixstowe, UK",Delay at Felixstowe
EVT000519,SHP000319,2024-07-10 20:57:00,pickup,"Osaka, Japan",Delay at Osaka
EVT000520,SHP000031,2025-09-06 07:00:00,pickup,"Hamburg, Germany",Exception at Hamburg
EVT000521,SHP000527,2025-03-11 12:04:00,pickup,"Valencia, Spain",Pickup at Valencia
EVT000522,SHP000397,2024-02-18 02:05:00,exception,"Osaka, Japan",Departure at Osaka
EVT000523,SHP000343,2023-04-09 02:24:00,delivery,"Shanghai, China",Pickup at Shanghai
EVT000524,SHP000286,2024-08-23 20:38:00,pickup,"Singapore, Singapore",Delay at Singapore
EVT000525,SHP000330,2025-07-17 13:49:00,departure,"Rotterdam, Netherlands",Delay at Rotterdam
EVT000526,SHP000535,2025-06-26 20:26:00,exception,"Tokyo, Japan",Departure at Tokyo
EVT000527,SHP000052,2024-03-27 20:17:00,arrival,"Hong Kong, China",Pickup at Hong Kong
EVT000528,SHP000508,2025-06-25 19:18:00,customs_clearance,"Chicago, USA",Departure at Chicago
EVT000529,SHP000060,2023-10-14 23:25:00,delay,"Chicago, USA",Delay at Chicago
EVT000530,SHP000422,2023-09-24 19:08:00,arrival,"Moscow, Russia",Pickup at Moscow
EVT000531,SHP000569,2025-10-04 23:40:00,delay,"Singapore, Singapore",Customs Clearance at Singapore
EVT000532,SHP000394,2023-11-26 18:44:00,delivery,"Rotterdam, Netherlands",Pickup at Rotterdam
EVT000533,SHP000270,2025-03-24 16:43:00,delivery,"Shanghai, China",Arrival at Shanghai
EVT000534,SHP000069,2024-02-11 06:29:00,departure,"Tokyo, Japan",Pickup at Tokyo
EVT000535,SHP000136,2025-01-02 22:59:00,departure,"Houston, USA",Departure at Houston
EVT000536,SHP000354,2023-08-11 14:34:00,pickup,"Felixstowe, UK",Customs Clearance at Felixstowe
EVT000537,SHP000011,2023-12-03 21:06:00,pickup,"Tokyo, Japan",Delivery at Tokyo
EVT000538,SHP000168,2025-02-16 03:14:00,delay,"Shanghai, China",Customs Clearance at Shanghai
EVT000539,SHP000244,2024-10-12 04:29:00,customs_clearance,"Osaka, Japan",Delivery at Osaka
EVT000540,SHP000588,2025-02-09 03:12:00,departure,"Hong Kong, China",Customs Clearance at Hong Kong
EVT000541,SHP000077,2024-08-30 09:16:00,delivery,"Moscow, Russia",Pickup at Moscow
EVT000542,SHP000173,2024-10-23 01:09:00,delay,"Sydney, Australia",Customs Clearance at Sydney
EVT000543,SHP000302,2023-03-30 03:27:00,arrival,"Osaka, Japan",Arrival at Osaka
EVT000544,SHP000055,2025-07-14 06:43:00,arrival,"Mumbai, India",Delay at Mumbai
EVT000545,SHP000105,2025-08-21 17:06:00,departure,"Felixstowe, UK",Customs Clearance at Felixstowe
EVT000546,SHP000512,2025-11-17 05:58:00,departure,"Moscow, Russia",Pickup at Moscow
EVT000547,SHP000015,2023-07-08 15:57:00,delay,"Hamburg, Germany",Delivery at Hamburg
EVT000548,SHP000550,2023-07-29 20:12:00,arrival,"Hamburg, Germany",Delivery at Hamburg
EVT000549,SHP000430,2024-11-27 23:53:00,customs_clearance,"Hamburg, Germany",Delay at Hamburg
EVT000550,SHP000449,2025-05-22 07:55:00,delay,"Mumbai, India",Delivery at Mumbai
EVT000551,SHP000249,2025-11-21 05:34:00,exception,"Dubai, UAE",Arrival at Dubai
EVT000552,SHP000419,2024-11-24 07:36:00,delay,"Shanghai, China",Customs Clearance at Shanghai
EVT000553,SHP000024,2025-05-27 12:43:00,pickup,"Barcelona, Spain",Customs Clearance at Barcelona
EVT000554,SHP000490,2025-04-04 15:15:00,customs_clearance,"Rotterdam, Netherlands",Delivery at Rotterdam
EVT000555,SHP000151,2025-01-17 00:24:00,delivery,"Shanghai, China",Departure at Shanghai
EVT000556,SHP000087,2023-12-17 05:14:00,exception,"Moscow, Russia",Arrival at Moscow
EVT000557,SHP000336,2023-11-23 02:25:00,exception,"Moscow, Russia",Delay at Moscow
EVT000558,SHP000375,2024-11-17 17:28:00,pickup,"Shanghai, China",Exception at Shanghai
